Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	, uh ,	73	5	5	A	68,73	[[68, 73]]
2	0	2	, uh	73	5	5	A	68,73	[[68, 73]]
2	0	2	uh ,	73	5	5	A	68,73	[[68, 73]]
4	0	2	, i	23	55	1	A	18,23,68,73	[[18, 23], [68, 73]]
3	1	2	, the	21	5	2	A	18,21,23	[[18, 21, 23]]
2	0	2	, i'm	3	3	1	A	0,3	[[0, 3]]
2	0	2	, you're	3	3	1	A	0,3	[[0, 3]]
12	4	1	i	23	55	1	A	18,22,23,27,52,53,56,59,61,68,69,73	[[18, 22, 23], [22, 23, 27], [52, 53], [56, 59, 61], [68, 69, 73]]
10	2	1	the	13	53	2	A	10,13,16,18,21,23,28,31,58,63	[[10, 13], [16, 18, 21], [18, 21, 23], [28, 31], [58, 63]]
6	0	1	a	29	45	1	A	28,29,30,33,68,73	[[28, 29, 30, 33], [30, 33], [68, 73]]
8	2	1	you	3	41	1	A	0,3,5,28,30,33,36,41	[[0, 3, 5], [28, 30, 33], [30, 33], [36, 41]]
8	2	1	it	43	25	2	A	38,43,48,50,53,58,61,63	[[38, 43], [48, 50, 53], [50, 53], [58, 61, 63]]
2	0	1	and	77	3	7	A	74,77	[[74, 77]]
5	1	1	to	5	21	1	A	0,5,16,18,21	[[0, 5], [16, 18, 21], [18, 21]]
4	0	1	have	5	33	1	A	0,5,30,33	[[0, 5], [30, 33]]
4	0	1	in	23	45	5	A	18,23,58,63	[[18, 23], [58, 63]]
3	1	1	so	3	5	1	A	0,3,5	[[0, 3, 5]]
2	0	1	they	39	1	1	A	38,39	[[38, 39]]
2	0	1	i'm	3	3	1	A	0,3	[[0, 3]]
2	0	1	mean	73	5	2	A	68,73	[[68, 73]]
3	1	1	was	31	3	3	A	28,30,31	[[28, 30, 31]]
2	0	1	we	29	3	3	A	26,29	[[26, 29]]
2	0	1	that's	33	5	2	A	28,33	[[28, 33]]
2	0	1	well	49	1	2	A	48,49	[[48, 49]]
3	1	1	you're	1	3	1	A	0,1,3	[[0, 1, 3]]
2	0	1	no	39	5	2	A	34,39	[[34, 39]]
2	0	1	oh	63	3	3	A	60,63	[[60, 63]]
2	0	1	um	51	1	2	A	50,51	[[50, 51]]
2	0	1	doing	41	3	2	A	38,41	[[38, 41]]
2	0	1	who	31	1	1	A	30,31	[[30, 31]]
2	0	1	there	33	3	1	A	30,33	[[30, 33]]
