Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	, i	31	3	2	A	28,31	[[28, 31]]
2	0	2	yeah ,	67	5	3	A	62,67	[[62, 67]]
3	1	2	, and	27	5	2	A	22,24,27	[[22, 24, 27], [24, 27]]
2	0	2	, not	57	3	2	A	54,57	[[54, 57]]
2	0	2	to the	23	1	1	A	22,23	[[22, 23]]
2	0	2	go to	23	1	1	A	22,23	[[22, 23]]
14	2	1	i	7	111	1	A	2,7,16,21,28,31,33,56,61,62,64,65,108,113	[[2, 7], [16, 21], [28, 31, 33], [56, 61], [62, 64, 65], [64, 65], [108, 113]]
17	1	1	you	11	101	2	A	10,11,22,23,68,69,71,84,85,90,93,98,103,104,107,108,111	[[10, 11], [22, 23], [68, 69, 71], [84, 85], [90, 93], [98, 103], [104, 107], [108, 111]]
7	1	1	and	27	61	5	A	22,24,27,66,67,82,83	[[22, 24, 27], [24, 27], [66, 67], [82, 83]]
9	1	1	to	23	93	2	A	22,23,50,54,55,108,109,110,115	[[22, 23], [50, 54, 55], [54, 55], [108, 109], [110, 115]]
10	2	1	of	5	89	1	A	2,5,54,56,57,61,78,81,86,91	[[2, 5], [54, 56, 57], [56, 57, 61], [78, 81], [86, 91]]
8	0	1	that	27	87	3	A	22,27,54,55,68,71,108,109	[[22, 27], [54, 55], [68, 71], [108, 109]]
2	0	1	yeah	67	5	9	A	62,67	[[62, 67]]
3	1	1	in	69	5	1	A	64,66,69	[[64, 66, 69], [66, 69]]
2	0	1	is	57	3	3	A	54,57	[[54, 57]]
2	0	1	don't	109	1	3	A	108,109	[[108, 109]]
2	0	1	with	49	5	3	A	44,49	[[44, 49]]
2	0	1	we	47	3	3	A	44,47	[[44, 47]]
2	0	1	for	17	5	1	A	12,17	[[12, 17]]
2	0	1	go	23	1	3	A	22,23	[[22, 23]]
2	0	1	big	87	5	1	A	82,87	[[82, 87]]
2	0	1	those	61	5	2	A	56,61	[[56, 61]]
2	0	1	when	7	5	1	A	2,7	[[2, 7]]
