Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	but i think	5	M	39, 43
2	3	i think it's	21	M	39, 59
4	2	i think	35	M	25, 39, 43, 59
3	2	i don't	53	M	27, 53, 79
2	2	have a	59	M	23, 81
2	2	i can	39	M	33, 71
2	2	i know	29	M	51, 79
2	2	know what	29	M	51, 79
2	2	the other	29	M	51, 79
2	2	uh ...	55	M	27, 81
2	2	we have	37	M	45, 81
2	2	well i	39	M	33, 71
13	1	i	73	M	7, 11, 25, 27, 31, 33, 39, 43, 51, 53, 59, 71, 79
6	1	a	81	M	1, 23, 33, 63, 69, 81
6	1	well	77	M	1, 33, 45, 49, 71, 77
6	1	you	61	M	1, 9, 23, 35, 55, 61
5	1	just	75	M	5, 31, 53, 63, 79
5	1	the	47	M	33, 45, 49, 51, 79
5	1	think	37	M	25, 39, 43, 59, 61
4	1	don't	65	M	15, 27, 53, 79
4	1	have	81	M	1, 23, 45, 81
4	1	i'm	63	M	5, 41, 43, 67
4	1	it	43	M	11, 13, 43, 53
4	1	not	77	M	1, 11, 41, 77
4	1	so	27	M	7, 25, 29, 33
4	1	that's	41	M	37, 39, 61, 77
4	1	uh	57	M	25, 27, 77, 81
4	1	what	59	M	21, 29, 51, 79
3	1	but	13	M	39, 43, 51
3	1	can	71	M	1, 33, 71
3	1	it's	41	M	39, 59, 79
3	1	know	29	M	51, 53, 79
3	1	of	57	M	3, 11, 59
3	1	sure	43	M	41, 43, 83
3	1	then	81	M	1, 11, 81
3	1	we	67	M	15, 45, 81
2	1	all	21	M	33, 53
2	1	and	43	M	39, 81
2	1	because	37	M	3, 39
2	1	few	17	M	33, 49
2	1	in	43	M	39, 81
2	1	is	5	M	65, 69
2	1	to	57	M	27, 83
2	1	you're	51	M	1, 51

