,Word,Count
0,the,303
1,of,74
2,to,65
3,right,58
4,a,54
5,go,36
6,and,32
7,left,32
8,down,29
9,then,25
10,below,23
11,"""",23
12,it,22
13,-,21
14,just,21
15,have,21
16,do,20
17,you,20
18,at,18
19,side,18
20,pine,17
21,top,17
22,got,17
23,okay,16
24,'s,16
25,up,16
26,no,16
27,above,15
28,that,15
29,i,14
30,in,14
31,hand,13
32,round,13
33,so,13
34,forest,12
35,from,12
36,past,12
37,over,11
38,straight,11
39,bottom,11
40,n't,10
41,creek,10
42,along,10
43,page,10
44,uh,10
45,two,10
46,map,9
47,on,9
48,stone,9
49,rocks,9
50,through,8
51,back,8
52,fort,8
53,boat,8
54,hideout,8
55,yeah,8
56,going,8
57,huh,8
58,mine,8
59,turn,8
60,concealed,8
61,well,8
62,fast,8
63,my,7
64,diamond,7
65,underneath,7
66,lake,7
67,about,7
68,house,7
69,an,7
70,old,7
71,ravine,6
72,curve,6
73,lighthouse,6
74,cottage,6
75,there,6
76,bit,6
77,is,6
78,mmhmm,5
79,them,5
80,south,5
81,cattle,5
82,tree,5
83,rocket,5
84,come,5
85,out,5
86,abandoned,5
87,under,5
88,where,5
89,pass,5
90,bar,5
91,cliffs,5
92,grove,5
93,walled,5
94,'ve,5
95,rift,4
96,between,4
97,inch,4
98,towards,4
99,inches,4
100,corner,4
101,heading,4
102,mountain,4
103,fenced,4
104,now,4
105,stop,4
106,keep,4
107,burnt,4
108,avalanche,4
109,what,4
110,stones,4
111,warehouse,4
112,start,4
113,apache,4
114,saloon,4
115,across,4
116,buffalo,4
117,north,4
118,graveyard,4
119,flat,4
120,pole,4
121,rope,4
122,as,4
123,city,4
124,east,4
125,again,3
126,camp,3
127,village,3
128,truck,3
129,gold,3
130,pyramid,3
131,three,3
132,see,3
133,meadow,3
134,edge,3
135,carved,3
136,river,3
137,running,3
138,flowing,3
139,base,3
140,wooden,3
141,pebbled,3
142,shore,3
143,but,3
144,like,3
145,west,3
146,noose,3
147,bakery,3
148,farm,3
149,valley,3
150,waterfall,3
151,manned,3
152,pretend,3
153,bay,3
154,mean,3
155,bridge,3
156,trout,3
157,antelopes,3
158,with,3
159,level,3
160,are,3
161,finish,3
162,fallen,2
163,pillars,2
164,indian,2
165,canal,2
166,cave,2
167,ehm,2
168,flagship,2
169,vertically,2
170,one,2
171,paper,2
172,nose,2
173,crane,2
174,inside,2
175,thing,2
176,if,2
177,stream,2
178,caravan,2
179,park,2
180,monument,2
181,comes,2
182,beneath,2
183,until,2
184,stockade,2
185,country,2
186,always,2
187,aye,2
188,',2
189,x,2
190,rapids,2
191,its,2
192,slabs,2
193,slightly,2
194,your,2
195,wheatfields,2
196,next,2
197,end,2
198,not,2
199,remote,2
200,be,2
201,southwest,2
202,u,2
203,desert,2
204,footbridge,2
205,directly,2
206,far,2
207,near,2
208,should,2
209,reach,2
210,ghost,2
211,town,2
212,slight,1
213,five,1
214,forge,1
215,had,1
216,canoes,1
217,oh,1
218,sarah,1
219,danielle,1
220,finished,1
221,this,1
222,yes,1
223,how,1
224,cactus,1
225,totem,1
226,um,1
227,rock,1
228,gazelles,1
229,e,1
230,banana,1
231,sorry,1
232,lemon,1
233,very,1
234,before,1
235,avoid,1
236,plant,1
237,cavalry,1
238,sort,1
239,ranch,1
240,steps,1
241,coast,1
242,same,1
243,outlaws,1
244,sixty,1
245,hundred,1
246,white,1
247,til,1
248,find,1
249,mill,1
250,marks,1
251,enough,1
252,ah,1
253,after,1
254,baboons,1
255,site,1
256,test,1
257,nuclear,1
258,all,1
259,went,1
260,anyway,1
261,ten,1
262,diagonal,1
263,swamp,1
264,meadows,1
265,cross,1
266,wheel,1
267,washed,1
268,centimetres,1
269,which,1
270,know,1
271,sea,1
272,semicircle,1
273,wagon,1
274,flatter,1
275,outside,1
276,trig,1
277,or,1
278,else,1
279,around,1
280,twice,1
281,taking,1
282,passed,1
283,cannae,1
284,told,1
285,touching,1
