,Word,Count
0,the,1289
1,right,716
2,you,668
3,to,449
4,i,355
5,and,352
6,of,347
7,a,345
8,-,257
9,go,254
10,okay,240
11,it,240
12,that,223
13,do,201
14,just,200
15,uh,191
16,have,190
17,down,188
18,so,180
19,huh,178
20,'s,175
21,left,174
22,then,172
23,no,162
24,'re,154
25,yeah,152
26,got,142
27,up,130
28,about,115
29,'ve,115
30,in,112
31,mmhmm,109
32,n't,99
33,going,97
34,below,96
35,at,95
36,well,95
37,is,92
38,there,90
39,your,89
40,on,88
41,side,87
42,above,84
43,but,84
44,'m,78
45,straight,74
46,now,73
47,where,73
48,from,69
49,"""",69
50,line,68
51,hand,67
52,like,66
53,come,66
54,top,64
55,round,64
56,along,58
57,pine,57
58,be,57
59,underneath,55
60,an,55
61,or,52
62,past,50
63,two,49
64,bit,48
65,want,47
66,inches,46
67,until,46
68,what,45
69,sort,45
70,not,44
71,curve,44
72,bottom,44
73,page,44
74,yes,42
75,see,42
76,know,42
77,ehm,41
78,if,41
79,turn,40
80,map,39
81,cottage,38
82,over,38
83,oh,38
84,mine,38
85,hideout,37
86,between,37
87,aye,37
88,south,37
89,towards,36
90,should,35
91,inch,34
92,draw,33
93,as,33
94,forest,33
95,bay,32
96,creek,32
97,back,32
98,',31
99,fort,30
100,old,30
101,'ll,30
102,concealed,29
103,my,29
104,with,29
105,abandoned,29
106,stone,29
107,are,28
108,again,28
109,eh,27
110,get,27
111,them,26
112,under,26
113,across,26
114,through,25
115,far,25
116,north,24
117,til,24
118,how,23
119,lake,23
120,ravine,23
121,rocks,22
122,mean,22
123,this,22
124,west,22
125,level,21
126,pole,21
127,crane,21
128,take,21
129,diamond,21
130,mm,20
131,grove,20
132,way,20
133,which,20
134,mountain,20
135,stop,20
136,valley,20
137,rift,20
138,three,20
139,village,19
140,pyramid,19
141,end,19
142,half,19
143,remote,19
144,out,18
145,boat,18
146,shore,18
147,directly,18
148,house,18
149,all,18
150,edge,18
151,pebbled,18
152,keep,18
153,avoid,17
154,pass,17
155,tree,17
156,start,16
157,gold,16
158,cattle,16
159,carved,16
160,near,16
161,we,16
162,fast,15
163,wooden,15
164,city,15
165,slightly,15
166,one,15
167,more,15
168,anything,15
169,coming,15
170,other,15
171,bakery,15
172,stones,15
173,four,14
174,corner,14
175,ah,14
176,paper,14
177,am,14
178,me,14
179,er,14
180,rocket,13
181,finish,13
182,forge,13
183,wee,13
184,follow,13
185,before,13
186,buffalo,13
187,when,13
188,truck,13
189,heading,13
190,for,13
191,centimetres,13
192,east,13
193,due,13
194,cliffs,12
195,wheatfields,12
196,walled,12
197,graveyard,12
198,beneath,12
199,same,12
200,white,12
201,flat,12
202,kind,12
203,cross,12
204,u,12
205,away,11
206,further,11
207,camp,11
208,maybe,11
209,by,11
210,um,11
211,would,11
212,'cause,11
213,centimetre,11
214,temple,11
215,footbridge,11
216,can,10
217,fine,10
218,beside,10
219,warehouse,10
220,thing,10
221,fenced,10
222,say,10
223,move,10
224,another,10
225,bar,10
226,was,9
227,rapids,9
228,finished,9
229,imagine,9
230,rope,9
231,vertically,9
232,into,9
233,rock,9
234,after,9
235,angle,9
236,lighthouse,9
237,middle,9
238,they,9
239,coast,9
240,burnt,9
241,c,9
242,very,9
243,its,9
244,pillars,8
245,fallen,8
246,desert,8
247,quite,8
248,avalanche,8
249,flowing,8
250,stream,8
251,ranch,8
252,bridge,8
253,still,8
254,apache,8
