,Word,Count
0,right,58
1,left,32
2,got,17
3,pine,17
4,'s,16
5,okay,16
6,hand,13
7,round,13
8,forest,12
9,past,12
10,straight,11
11,creek,10
12,page,10
13,n't,10
14,uh,10
15,rocks,9
16,map,9
17,stone,9
18,huh,8
19,hideout,8
20,going,8
21,fast,8
22,fort,8
23,turn,8
24,concealed,8
25,yeah,8
26,boat,8
27,old,7
28,lake,7
29,house,7
30,underneath,7
31,diamond,7
32,ravine,6
33,lighthouse,6
34,cottage,6
35,curve,6
36,bit,6
37,'ve,5
38,abandoned,5
39,cliffs,5
40,grove,5
41,mmhmm,5
42,rocket,5
43,tree,5
44,walled,5
45,south,5
46,pass,5
47,cattle,5
48,bar,5
49,come,5
50,rift,4
51,rope,4
52,stones,4
53,city,4
54,mountain,4
55,heading,4
56,apache,4
57,north,4
58,inch,4
59,flat,4
60,fenced,4
61,inches,4
62,saloon,4
63,stop,4
64,corner,4
65,buffalo,4
66,warehouse,4
67,east,4
68,graveyard,4
69,burnt,4
70,start,4
71,avalanche,4
72,pole,4
73,flowing,3
74,pebbled,3
75,meadow,3
76,farm,3
77,truck,3
78,village,3
79,carved,3
80,running,3
81,pyramid,3
82,edge,3
83,river,3
84,trout,3
85,antelopes,3
86,finish,3
87,gold,3
88,level,3
89,shore,3
90,valley,3
91,camp,3
92,bay,3
93,base,3
94,wooden,3
95,noose,3
96,like,3
97,bakery,3
98,manned,3
99,bridge,3
100,waterfall,3
101,west,3
102,mean,3
103,pretend,3
104,vertically,2
105,canal,2
106,cave,2
107,stream,2
108,comes,2
109,caravan,2
110,beneath,2
111,park,2
112,flagship,2
113,ehm,2
114,fallen,2
115,paper,2
116,monument,2
117,pillars,2
118,indian,2
119,near,2
120,footbridge,2
121,end,2
122,southwest,2
123,u,2
124,crane,2
125,desert,2
126,wheatfields,2
127,slabs,2
128,directly,2
129,thing,2
130,rapids,2
131,ghost,2
132,aye,2
133,slightly,2
134,inside,2
135,town,2
136,nose,2
137,far,2
138,country,2
139,remote,2
140,x,2
141,stockade,2
142,reach,2
143,sorry,1
144,lemon,1
145,slight,1
146,yes,1
147,cactus,1
148,sarah,1
149,rock,1
150,banana,1
151,e,1
152,canoes,1
153,gazelles,1
154,plant,1
155,cavalry,1
156,sort,1
157,totem,1
158,um,1
159,steps,1
160,danielle,1
161,washed,1
162,centimetres,1
163,coast,1
164,baboons,1
165,ah,1
166,marks,1
167,white,1
168,swamp,1
169,cross,1
170,wheel,1
171,wagon,1
172,know,1
173,outlaws,1
174,avoid,1
175,oh,1
176,forge,1
177,ranch,1
178,finished,1
179,diagonal,1
180,went,1
181,sea,1
182,nuclear,1
183,semicircle,1
184,flatter,1
185,outside,1
186,twice,1
187,taking,1
188,passed,1
189,cannae,1
190,told,1
191,trig,1
192,meadows,1
193,til,1
194,find,1
195,mill,1
196,site,1
197,test,1
198,touching,1
