Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	uh-huh . uh-huh .	11	A	117, 127
4	3	. uh-huh .	81	A	47, 117, 119, 127
3	3	uh-huh uh-huh .	63	A	53, 103, 115
2	3	that's true .	45	A	75, 119
22	2	uh-huh .	127	A	7, 9, 11, 13, 17, 19, 25, 47, 53, 55, 59, 61, 73, 89, 101, 103, 115, 117, 119, 127, 131, 133
6	2	huh .	117	A	19, 43, 45, 47, 123, 135
6	2	yeah .	123	A	3, 75, 87, 99, 119, 125
4	2	. that's	85	A	35, 51, 83, 119
3	2	if i	35	A	77, 85, 111
2	2	bought it	3	A	1, 3
2	2	do you	95	A	27, 121
2	2	ford product	3	A	83, 85
2	2	hung up	9	A	85, 93
2	2	i would	13	A	85, 97
2	2	is it	49	A	65, 113
2	2	isn't that	3	A	33, 35
2	2	it .	83	A	1, 83
2	2	it uh	63	A	3, 65
2	2	know i	81	A	5, 85
2	2	listen to	9	A	113, 121
2	2	my word	3	A	35, 37
2	2	one minute	3	A	91, 93
2	2	right .	29	A	23, 51
2	2	sure .	29	A	21, 49
2	2	that the	91	A	5, 95
15	1	i	111	A	1, 3, 5, 29, 65, 71, 75, 77, 81, 83, 85, 91, 97, 101, 111
10	1	you	95	A	27, 29, 41, 85, 91, 93, 97, 107, 113, 121
9	1	the	115	A	5, 27, 77, 81, 83, 85, 95, 109, 119
8	1	that	93	A	5, 29, 33, 35, 63, 93, 95, 97
7	1	it	113	A	1, 3, 5, 65, 67, 83, 113
7	1	that's	105	A	15, 35, 51, 75, 83, 101, 119
7	1	uh	111	A	3, 27, 65, 81, 97, 107, 113
6	1	is	87	A	27, 29, 65, 67, 97, 113
6	1	yeah	123	A	3, 75, 87, 99, 119, 125
5	1	a	81	A	33, 83, 95, 97, 113
5	1	and	109	A	3, 85, 95, 101, 111
5	1	oh	91	A	15, 17, 39, 67, 105
4	1	car	33	A	63, 77, 81, 95
4	1	do	117	A	5, 27, 113, 121
4	1	know	81	A	5, 71, 83, 85
4	1	of	33	A	81, 83, 95, 113
4	1	so	111	A	3, 75, 111, 113
4	1	to	95	A	27, 97, 113, 121
4	1	um	33	A	81, 95, 107, 113
3	1	but	57	A	27, 65, 83
3	1	can	17	A	91, 97, 107
3	1	if	35	A	77, 85, 111
3	1	in	99	A	3, 85, 101
3	1	like	113	A	1, 81, 113
3	1	my	51	A	35, 37, 85
3	1	okay	57	A	17, 69, 73
3	1	right	79	A	23, 51, 101
3	1	they	65	A	65, 93, 129
3	1	well	9	A	93, 95, 101
2	1	are	65	A	65, 129
2	1	don't	29	A	83, 111
2	1	for	19	A	91, 109
2	1	get	13	A	85, 97
2	1	it's	99	A	3, 101
2	1	just	111	A	1, 111
2	1	listen	9	A	113, 121
2	1	on	17	A	91, 107
2	1	or	49	A	65, 113
2	1	probably	17	A	81, 97
2	1	thanks	59	A	51, 109
2	1	too	97	A	5, 101
2	1	who	3	A	63, 65
2	1	yes	29	A	101, 129

