Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	4	, you know ,	56	72	2	B	29, 31, 56, 100
3	3	4	a little bit of	82	25	1	B	63, 82, 87
2	2	4	, I , I	87	2	1	M	86, 87
2	2	4	, I mean ,	107	30	1	M	78, 107
2	2	4	like , uh ,	84	78	1	B	7, 84
10	8	3	, uh ,	32	94	2	B	7, 21, 32, 52, 56, 62, 78, 84, 86, 100
5	1	3	, you know	105	77	2	B	29, 31, 56, 100, 105
5	2	3	you know ,	56	72	2	B	29, 31, 56, 78, 100
4	2	3	I mean ,	78	79	1	B	31, 78, 107, 109
3	1	3	, I ,	87	46	2	M	42, 86, 87
3	3	3	, um ,	82	44	2	B	39, 71, 82
3	3	3	, well ,	78	96	1	B	13, 78, 108
3	3	3	, yeah ,	87	63	1	M	44, 87, 106
3	3	3	it , it	92	43	1	B	65, 92, 107
3	3	3	that would be	73	84	1	M	6, 73, 89
2	2	3	, and you	56	22	1	B	35, 56
2	2	3	, with the	103	26	1	M	78, 103
2	2	3	That's , that's	10	8	1	B	3, 10
2	2	3	Yeah , but	103	90	1	M	14, 103
2	2	3	could do it	74	12	1	B	63, 74
2	2	3	it with ,	63	8	1	M	56, 63
2	2	3	it's a ,	82	56	1	B	27, 82
2	2	3	to do that	105	32	1	M	74, 105
2	2	3	up , um	82	44	1	B	39, 82
2	2	3	was like ,	84	14	1	B	71, 84
14	10	2	, I	42	105	4	B	3, 13, 23, 37, 42, 53, 63, 72, 77, 78, 86, 87, 93, 107
13	4	2	, uh	10	94	1	B	7, 10, 13, 21, 26, 32, 52, 56, 62, 78, 84, 86, 100
10	10	2	Uh-huh .	49	85	3	M	20, 38, 40, 49, 64, 80, 85, 98, 102, 104
9	5	2	, you	56	105	4	B	1, 29, 31, 45, 56, 63, 78, 100, 105
9	9	2	Oh ,	36	73	1	B	25, 36, 53, 61, 66, 68, 75, 88, 97
9	9	2	Uh ,	32	86	2	B	23, 27, 32, 44, 78, 92, 100, 106, 108
8	7	2	, and	56	72	3	B	7, 29, 35, 56, 63, 65, 67, 78
8	8	2	, that	71	83	6	M	6, 36, 50, 52, 66, 68, 71, 88
8	6	2	Yeah ,	14	103	1	B	1, 14, 18, 42, 72, 74, 87, 103
7	7	2	, it's	19	79	1	M	14, 19, 33, 37, 45, 82, 92
7	7	2	good .	50	84	1	B	25, 50, 66, 68, 88, 89, 108
6	4	2	, that's	44	106	1	B	3, 10, 44, 65, 106, 108
6	6	2	I like	3	100	1	M	2, 3, 17, 37, 65, 101
6	3	2	it ,	78	73	3	B	35, 65, 67, 78, 92, 107
5	2	2	, yeah	71	63	1	M	44, 71, 75, 87, 106
5	5	2	Oh .	25	38	1	M	22, 25, 49, 51, 59
5	5	2	it .	62	107	1	B	1, 62, 63, 105, 107
5	5	2	know .	105	106	4	M	0, 72, 86, 96, 105
5	2	2	like ,	84	97	3	B	7, 13, 71, 84, 103
5	5	2	put in	65	50	1	M	56, 65, 82, 103, 105
4	4	2	, I've	107	94	3	M	14, 42, 74, 107
4	1	2	, um	76	44	2	B	39, 71, 76, 82
4	4	2	. I	101	28	3	M	74, 86, 90, 101
4	4	2	And ,	109	84	3	M	26, 52, 62, 109
4	4	2	a lot	93	80	3	M	14, 48, 52, 93
4	3	2	and you	56	34	2	B	29, 35, 56, 62
4	1	2	well ,	78	96	2	B	13, 63, 78, 108
4	1	2	yeah ,	87	63	2	M	44, 60, 87, 106
3	3	2	, a	100	11	1	B	93, 100, 103
3	1	2	, but	63	90	1	M	14, 63, 103
3	1	2	, it	92	43	1	B	65, 92, 107
3	3	2	I'm not	78	22	1	B	65, 78, 86
3	1	2	a little	87	25	1	B	63, 82, 87
3	3	2	and it's	14	35	1	B	7, 14, 41
3	3	2	and then	63	17	1	M	62, 63, 78
3	1	2	do it	74	60	2	B	15, 63, 74
3	1	2	do that	105	36	2	M	70, 74, 105
3	3	2	in the	78	93	1	B	3, 78, 95
3	1	2	it with	77	22	1	M	56, 63, 77
3	2	2	it's a	27	69	1	M	14, 27, 82
3	3	2	the rice	78	16	2	B	63, 67, 78
3	1	2	with ,	82	27	1	M	56, 63, 82
3	3	2	you can	62	66	1	B	35, 62, 100
2	2	2	, how	61	44	1	M	18, 61
2	2	2	I could	74	2	1	B	73, 74
2	2	2	I guess	86	24	1	B	63, 86
2	2	2	Right .	46	46	1	B	1, 46
2	2	2	a recipe	90	78	1	B	13, 90
2	2	2	and put	63	8	1	M	56, 63
2	2	2	baked potato	100	74	1	B	27, 100
2	2	2	done it	63	50	1	M	14, 63
2	2	2	for me	11	10	1	M	2, 11
2	2	2	for when	87	18	1	M	70, 87
2	2	2	have a	90	56	1	B	35, 90
2	2	2	have done	27	14	1	M	14, 27
2	2	2	have to	91	40	1	M	52, 91
2	2	2	if I	109	36	1	M	74, 109
2	2	2	just put	103	34	1	M	70, 103
2	2	2	of those	42	32	1	B	11, 42
2	2	2	on the	62	28	1	B	35, 62
2	2	2	the ,	103	26	1	M	78, 103
2	2	2	then just	67	6	1	M	62, 67
2	2	2	you cook	78	16	1	B	63, 78
2	2	2	you put	78	16	1	B	63, 78
31	11	1	I	3	110	2	M	0, 2, 3, 9, 11, 13, 15, 17, 23, 31, 37, 42, 45, 53, 63, 65, 70, 71, 72, 73, 74, 77, 78, 86, 87, 90, 93, 96, 101, 107, 109
28	16	1	it	8	109	3	B	1, 3, 7, 8, 14, 15, 31, 35, 53, 56, 62, 63, 65, 67, 74, 77, 78, 84, 87, 91, 92, 95, 97, 99, 103, 105, 107, 109
24	14	1	a	19	97	1	B	13, 14, 19, 21, 27, 29, 35, 48, 52, 63, 65, 67, 78, 79, 82, 87, 90, 92, 93, 100, 101, 103, 107, 109
21	12	1	and	14	107	3	B	3, 7, 11, 14, 21, 29, 31, 35, 41, 56, 62, 63, 65, 67, 78, 87, 99, 103, 105, 107, 109
21	9	1	that	17	100	1	M	6, 17, 31, 36, 37, 39, 45, 50, 52, 66, 68, 70, 71, 73, 74, 87, 88, 89, 90, 103, 105
19	9	1	like	3	104	1	M	2, 3, 7, 13, 17, 29, 31, 37, 63, 65, 71, 78, 79, 82, 84, 86, 101, 103, 105
19	11	1	you	18	109	3	B	1, 11, 13, 18, 29, 31, 35, 45, 52, 56, 62, 63, 78, 91, 97, 99, 100, 105, 109
18	14	1	of	14	93	1	B	11, 14, 17, 21, 29, 39, 42, 48, 52, 62, 63, 71, 73, 78, 82, 84, 87, 103
17	13	1	just	62	101	8	B	3, 7, 15, 21, 27, 29, 35, 45, 62, 65, 67, 70, 78, 79, 87, 97, 103
16	9	1	in	56	103	5	B	3, 11, 19, 23, 39, 56, 63, 65, 70, 78, 79, 82, 87, 95, 103, 105
15	10	1	the	62	101	5	B	3, 27, 29, 35, 57, 62, 63, 65, 67, 71, 78, 86, 95, 97, 103
14	6	1	Yeah	4	103	1	B	1, 4, 14, 16, 18, 34, 42, 58, 69, 72, 74, 87, 94, 103
14	7	1	it's	14	105	2	B	5, 7, 14, 19, 27, 33, 35, 37, 41, 45, 47, 82, 92, 109
12	8	1	to	39	108	2	M	2, 14, 39, 52, 65, 74, 86, 87, 91, 97, 105, 109
11	7	1	And	19	108	1	M	2, 19, 26, 29, 45, 47, 52, 62, 65, 67, 109
11	2	1	Uh	23	97	1	M	12, 23, 24, 27, 32, 44, 78, 92, 100, 106, 108
11	6	1	do	18	91	1	B	15, 18, 23, 29, 63, 70, 74, 91, 93, 99, 105
11	1	1	know	74	106	1	M	0, 29, 31, 56, 72, 74, 78, 86, 96, 100, 105
10	3	1	good	25	102	1	M	8, 25, 31, 50, 66, 68, 88, 89, 108, 109
10	2	1	put	63	50	2	M	56, 62, 63, 65, 70, 78, 82, 87, 103, 105
9	4	1	have	3	90	1	M	2, 3, 14, 27, 29, 35, 52, 90, 91
8	5	1	can	62	107	4	B	3, 15, 35, 45, 62, 63, 100, 109
8	6	1	for	11	89	1	M	2, 11, 19, 70, 71, 78, 87, 90
8	2	1	with	56	69	2	B	35, 39, 56, 63, 77, 78, 82, 103
7	7	1	or	100	77	5	B	29, 39, 63, 87, 99, 100, 105
7	5	1	rice	78	31	4	B	57, 63, 67, 77, 78, 82, 87
7	1	1	that's	19	106	1	B	3, 10, 19, 44, 65, 106, 108
