Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	how do you do that ?	61	M	33, 93
2	5	the right way to do	21	M	11, 31
3	3	do you do	61	M	33, 55, 93
2	3	is this ?	81	M	25, 105
2	3	on my left	3	M	27, 29
2	3	the bottom of	13	M	7, 19
2	3	you have a	5	M	83, 87
5	2	do you	61	M	33, 55, 87, 89, 93
5	2	in the	105	M	7, 59, 65, 73, 111
5	2	of the	23	M	1, 7, 17, 21, 23
3	2	is the	51	M	31, 39, 81
3	2	on the	81	M	1, 69, 81
3	2	the right	21	M	11, 23, 31
3	2	this ?	81	M	25, 31, 105
3	2	to do	105	M	11, 31, 115
3	2	way to	21	M	11, 13, 31
3	2	what is	97	M	9, 31, 105
2	2	a rocket	17	M	85, 101
2	2	and then	55	M	43, 97
2	2	for a	31	M	55, 85
2	2	is a	11	M	9, 19
2	2	it is	93	M	19, 111
2	2	map ?	75	M	15, 89
2	2	need to	115	M	1, 115
2	2	of it	79	M	19, 97
2	2	right ?	23	M	37, 59
2	2	the ground	17	M	1, 17
2	2	the rocket	7	M	91, 97
2	2	the tree	9	M	21, 29
2	2	the way	17	M	53, 69
2	2	what's the	97	M	11, 107
2	2	where do	19	M	71, 89
2	2	where is	15	M	25, 39
2	2	you get	23	M	67, 89
27	1	the	115	M	1, 7, 11, 17, 19, 21, 23, 27, 29, 31, 39, 51, 53, 59, 65, 69, 71, 73, 75, 77, 79, 81, 91, 97, 107, 111, 115
16	1	you	97	M	1, 7, 17, 23, 33, 53, 55, 61, 67, 73, 83, 87, 89, 91, 93, 97
11	1	a	93	M	9, 19, 45, 55, 67, 81, 83, 85, 87, 99, 101
11	1	is	103	M	9, 19, 25, 29, 31, 39, 49, 81, 101, 105, 111
11	1	right	93	M	11, 23, 31, 35, 37, 43, 45, 59, 79, 95, 103
8	1	it	101	M	11, 13, 19, 49, 53, 57, 97, 111
6	1	i	97	M	19, 23, 71, 101, 109, 115
6	1	on	81	M	1, 5, 27, 29, 69, 81
6	1	to	115	M	1, 11, 13, 31, 75, 115
5	1	and	79	M	35, 43, 71, 97, 113
5	1	go	89	M	3, 17, 65, 75, 91
5	1	left	77	M	5, 27, 29, 35, 81
5	1	that	69	M	33, 63, 89, 93, 101
5	1	what	97	M	9, 31, 55, 63, 105
3	1	are	71	M	27, 73, 97
3	1	for	49	M	55, 85, 103
3	1	get	23	M	67, 71, 89
3	1	have	81	M	7, 83, 87
3	1	how	69	M	33, 93, 101
3	1	i'm	23	M	63, 69, 85
3	1	know	49	M	13, 19, 61
3	1	mean	79	M	23, 63, 101
3	1	so	61	M	55, 107, 115
3	1	up	43	M	1, 3, 43
3	1	what's	97	M	11, 47, 107
2	1	about	5	M	99, 103
2	1	anything	109	M	7, 115
2	1	around	45	M	35, 79
2	1	at	63	M	53, 115
2	1	but	49	M	63, 111
2	1	can	25	M	67, 91
2	1	just	39	M	77, 115
2	1	look	53	M	1, 53
2	1	no	45	M	13, 57
2	1	yes	5	M	109, 113
2	1	your	43	M	5, 47

