Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	down to the bottom of	68	14	1	g	55, 68
2	2	5	to the left of the	80	40	1	g	41, 80
3	1	4	to the bottom of	55	45	1	M	24, 55, 68
3	1	4	to the left of	105	65	1	g	41, 80, 105
2	2	4	and along the bottom	105	8	1	M	98, 105
2	2	4	go along to the	103	80	1	M	24, 103
2	2	4	trying to avoid the	70	16	1	g	55, 70
2	2	4	underneath the diamond mine	19	8	1	M	12, 19
5	3	3	down to the	80	61	1	g	55, 68, 80, 99, 115
5	5	3	side of the	98	86	4	g	13, 59, 63, 89, 98
4	4	3	the bandit territory	107	22	1	M	98, 107, 115, 119
4	1	3	the bottom of	98	75	1	M	24, 55, 68, 98
4	2	3	the diamond mine	12	15	1	g	5, 12, 13, 19
4	4	3	the totem pole	69	6	1	M	68, 69, 71, 73
4	1	3	to the left	106	66	1	g	41, 80, 105, 106
3	1	3	along to the	24	87	1	g	17, 24, 103
3	3	3	the carved stones	29	20	1	M	12, 29, 31
3	3	3	to the right	18	59	1	g	17, 18, 75
3	1	3	trying to avoid	70	20	2	g	51, 55, 70
2	2	3	go underneath the	110	40	1	g	71, 110
2	2	3	no i don't	44	22	1	g	23, 44
2	2	3	of the cattle	103	6	1	M	98, 103
2	2	3	of the trout	89	10	1	M	80, 89
18	7	2	to the	18	103	2	g	13, 17, 18, 24, 41, 55, 59, 68, 75, 80, 83, 91, 98, 99, 103, 105, 106, 115
13	6	2	of the	24	111	1	g	13, 24, 41, 59, 63, 68, 80, 89, 93, 98, 103, 117, 123
9	5	2	underneath the	65	104	1	M	12, 19, 65, 71, 73, 81, 110, 111, 115
6	1	2	down to	56	61	1	g	55, 56, 68, 80, 99, 115
6	1	2	side of	115	103	4	g	13, 59, 63, 89, 98, 115
5	5	2	above the	112	82	4	g	31, 37, 61, 73, 112
5	5	2	and then	75	94	1	M	24, 75, 95, 115, 117
5	2	2	carved stones	12	23	1	g	9, 12, 25, 29, 31
5	3	2	the cattle	99	15	1	M	98, 99, 103, 111, 112
5	3	2	the trout	80	15	1	g	75, 80, 81, 83, 89
4	2	2	go along	85	80	1	M	24, 85, 89, 103
4	1	2	the right	73	59	1	g	17, 18, 73, 75
4	1	2	trying to	70	20	3	g	51, 55, 69, 70
4	4	2	underneath it	102	115	2	g	3, 57, 102, 117
3	1	2	along the	98	17	1	g	89, 98, 105
3	1	2	along to	24	87	1	g	17, 24, 103
3	1	2	avoid the	70	16	2	g	55, 69, 70
3	1	2	no i	44	34	2	g	11, 23, 44
3	3	2	right go	81	23	1	M	80, 81, 102
3	3	2	so you're	51	112	1	M	12, 51, 123
2	2	2	a curve	32	2	1	g	31, 32
2	2	2	go down	80	30	1	g	51, 80
2	2	2	no it's	112	100	1	g	13, 112
2	2	2	up and	61	38	1	M	24, 61
2	2	2	up to	86	4	1	g	83, 86
2	2	2	where the	86	36	1	g	51, 86
