Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i've got a	63	M	4, 66
6	2	right okay	67	M	42, 44, 48, 74, 78, 108
3	2	i've got	93	M	4, 66, 96
2	2	and go	59	M	46, 104
2	2	round the	43	M	62, 104
2	2	to the	3	M	102, 104
22	1	right	109	M	0, 8, 12, 16, 18, 22, 24, 26, 28, 32, 34, 40, 42, 44, 48, 52, 74, 78, 88, 90, 104, 108
10	1	okay	95	M	14, 20, 42, 44, 48, 74, 78, 92, 94, 108
6	1	mmhmm	43	M	30, 38, 58, 62, 64, 72
6	1	yeah	93	M	6, 10, 36, 60, 96, 98
5	1	the	81	M	24, 46, 62, 102, 104
5	1	uh-huh	31	M	70, 82, 84, 86, 100
3	1	go	61	M	46, 104, 106
3	1	no	53	M	54, 80, 106
3	1	round	55	M	50, 62, 104
3	1	to	5	M	102, 104, 106
2	1	bakery	5	M	62, 66
2	1	down	61	M	46, 106
2	1	i	61	M	54, 114
2	1	i'm	83	M	24, 106
2	1	it	17	M	96, 112
2	1	so	33	M	24, 56
2	1	uh-uh	31	M	68, 98

