,Word,Count
0,uh,453
1,know,391
2,'s,297
3,yeah,262
4,n't,201
5,think,165
6,like,139
7,huh,127
8,right,117
9,oh,89
10,'re,70
11,'m,68
12,um,63
13,people,54
14,mean,54
15,kind,42
16,good,40
17,okay,35
18,lot,35
19,going,31
20,things,28
21,year,25
22,got,24
23,time,21
24,'ve,20
25,guess,19
26,pay,19
27,yes,19
28,thing,19
29,nice,19
30,want,18
31,home,17
32,money,17
33,probably,16
34,sure,15
35,work,15
36,talking,14
37,care,14
38,dog,13
39,new,13
40,school,13
41,years,13
42,family,13
43,house,12
44,kids,12
45,little,12
46,pretty,12
47,stuff,12
48,country,12
49,bye,12
50,way,11
51,cats,10
52,state,10
53,great,10
54,company,10
55,true,10
56,course,10
57,live,9
58,n,9
59,news,9
60,york,9
61,end,9
62,taxes,8
63,use,8
64,car,8
65,children,8
66,read,8
67,big,8
68,jury,8
69,day,8
70,cat,8
71,place,7
72,went,7
73,system,7
74,said,7
75,bad,7
76,cook,7
77,feel,7
78,person,7
79,child,7
80,t,6
81,fish,6
82,different,6
83,kid,6
84,talk,6
85,pet,6
86,cans,6
87,remember,6
88,benefits,6
89,crime,6
90,job,6
91,eighty,6
92,play,6
93,actually,6
94,buy,6
95,college,6
96,music,6
97,listen,6
98,love,6
99,cowboys,6
100,bit,6
101,c,6
102,room,6
103,public,6
104,long,6
105,dollars,5
106,nursing,5
107,city,5
108,texas,5
109,high,5
110,watch,5
111,punishment,5
112,tax,5
113,dallas,5
114,fun,5
115,real,5
116,summer,5
117,football,5
118,better,5
119,start,5
120,season,5
121,getting,5
122,pennsylvania,4
123,drug,4
124,heard,4
125,places,4
126,area,4
127,'ll,4
128,leave,4
129,best,4
130,maybe,4
131,friends,4
132,applied,4
133,seven,4
134,penalty,4
135,recycling,4
136,sports,4
137,paying,4
138,tough,4
139,milk,4
140,gun,4
141,weather,4
142,crimes,4
143,health,4
144,windows,4
145,working,4
146,cars,4
147,dogs,4
148,deterrent,4
149,triangle,4
150,interesting,4
151,bedrooms,4
152,food,4
153,countries,3
154,arby,3
155,times,3
156,october,3
157,radio,3
158,salad,3
159,bought,3
160,r,3
161,winter,3
162,perfect,3
163,american,3
164,hi,3
165,wonderful,3
166,cold,3
167,life,3
168,air,3
169,homes,3
170,government,3
171,rain,3
172,credit,3
173,played,3
174,percentage,3
175,thanks,3
176,coming,3
177,garden,3
178,liked,3
179,supposed,3
180,list,3
181,aluminum,3
182,beautiful,3
183,war,3
184,stick,3
185,favorite,3
186,everybody,3
187,income,3
188,look,3
189,power,3
190,shift,3
191,bags,3
192,difference,3
193,having,3
194,spaghetti,3
195,help,3
196,problems,3
197,thousand,3
198,suzuki,3
199,small,3
200,started,3
201,half,3
202,related,3
203,paper,3
204,solution,3
205,raised,3
206,rome,3
207,death,3
208,married,3
209,flowers,3
210,topic,3
211,plea,3
212,week,3
213,far,3
214,come,3
215,golden,3
216,easy,3
217,movie,3
218,consider,3
219,hand,3
220,walk,3
221,mart,3
222,grew,3
223,m,3
224,moved,3
225,cornstarch,3
226,tickets,3
227,oldest,3
228,party,3
229,lower,3
230,vote,3
231,needs,3
232,gets,3
233,baseball,3
234,old,3
235,refrigerator,3
236,wal,3
237,sales,3
238,believe,3
239,red,3
240,band,3
241,random,3
242,find,3
243,states,3
244,swimming,3
245,certain,3
246,ride,3
247,problem,3
248,camping,3
249,simply,3
250,somebody,2
251,enjoyed,2
252,hunting,2
253,farm,2
254,speech,2
255,thirty,2
256,dye,2
257,s,2
258,north,2
259,county,2
260,mail,2
261,fan,2
262,computer,2
263,smith,2
264,sort,2
265,miles,2
266,social,2
267,nancy,2
268,freedom,2
269,revenue,2
270,tank,2
271,credibility,2
272,park,2
273,dress,2
274,east,2
275,depends,2
276,cause,2
277,golf,2
278,cart,2
279,mound,2
280,education,2
281,shooting,2
282,businesses,2
283,reason,2
284,saucepan,2
285,wanted,2
286,rice,2
287,fondue,2
288,microwave,2
289,insurance,2
290,'d,2
291,cheese,2
292,rooms,2
293,plano,2
294,guilty,2
295,appeal,2
296,lived,2
297,afford,2
298,need,2
299,point,2
300,reunion,2
301,close,2
302,effort,2
303,story,2
304,hard,2
305,river,2
306,england,2
307,spot,2
308,canada,2
309,wisconsin,2
310,salary,2
311,important,2
312,world,2
313,train,2
314,seasons,2
315,garage,2
316,personally,2
317,hot,2
318,injection,2
319,killed,2
320,elway,2
321,johnny,2
322,parents,2
323,spend,2
324,law,2
325,smog,2
326,horses,2
327,magazines,2
328,boy,2
329,vacation,2
330,retriever,2
331,puppies,2
332,w,2
333,community,2
334,forced,2
335,rat,2
336,usually,2
337,trees,2
338,europe,2
339,barrier,2
340,typical,2
341,september,2
342,diving,2
343,travel,2
344,luck,2
345,flooding,2
346,living,2
347,let,2
348,k,2
349,l,2
350,fast,2
351,skunk,2
352,eat,2
353,chicken,2
354,learned,2
355,wordstar,2
356,moody,2
357,testing,2
358,blues,2
359,danger,2
360,locks,2
361,seats,2
362,potato,2
363,flat,2
364,guy,2
365,space,2
366,goes,2
367,local,2
368,anymore,2
369,peppers,2
370,yellow,2
371,waiting,2
372,prison,2
373,takes,2
374,bedroom,2
375,beets,2
376,familiar,2
377,husband,2
378,jazz,2
379,capital,2
380,happened,2
381,circumstances,2
382,ball,2
383,curbside,2
384,v,2
385,program,2
386,dad,2
387,nights,2
388,saw,2
389,hours,2
390,cheers,2
391,newspaper,2
392,afraid,2
393,man,2
394,mercedes,2
395,memorial,2
396,box,2
397,cartons,2
398,physics,2
399,pieces,2
400,information,2
401,bike,2
402,english,2
403,tested,2
404,dinner,2
405,california,2
406,question,2
407,offense,2
408,swim,2
409,trying,2
410,idea,2
411,criminal,2
412,piano,2
413,service,2
414,girl,2
415,hello,2
416,ones,2
417,handling,1
418,scouts,1
419,neat,1
420,subscribe,1
421,fox,1
422,chemicals,1
423,drive,1
424,fleas,1
425,cruel,1
426,exciting,1
427,bracket,1
428,autocrossing,1
429,g,1
430,jacobs,1
431,toy,1
432,successful,1
433,days,1
434,tonight,1
435,leaves,1
436,b,1
437,classes,1
438,recycle,1
439,set,1
440,aerobic,1
441,legend,1
442,freshman,1
443,mustang,1
444,racing,1
445,dry,1
446,wow,1
447,type,1
448,planet,1
449,calico,1
450,sounds,1
451,activities,1
452,spoiled,1
453,taco,1
454,copy,1
455,cost,1
456,accident,1
457,grade,1
458,incredible,1
459,colorado,1
460,daughter,1
461,act,1
462,bargaining,1
463,pool,1
464,boys,1
465,trial,1
466,square,1
467,inside,1
468,ooh,1
469,plastic,1
470,munich,1
471,fixed,1
472,handcrafted,1
473,hiking,1
474,fans,1
475,hostile,1
476,graduate,1
477,technology,1
478,tennis,1
479,wage,1
480,losing,1
481,limb,1
482,magazine,1
483,lost,1
484,substituting,1
485,hills,1
486,ski,1
487,pylons,1
488,learning,1
489,appeals,1
490,today,1
491,economic,1
492,united,1
493,bring,1
494,flavor,1
495,students,1
496,lessons,1
497,uncooked,1
498,research,1
499,second,1
500,effective,1
501,retirement,1
502,exercise,1
503,cottage,1
504,sesame,1
505,society,1
506,street,1
507,university,1
508,drastic,1
509,fly,1
510,stream,1
511,accidental,1
512,tomatoes,1
513,method,1
514,order,1
515,political,1
516,line,1
517,certainly,1
518,wear,1
519,church,1
520,professional,1
521,tie,1
522,nincompoop,1
523,gardens,1
524,plant,1
525,selection,1
526,card,1
527,pull,1
528,garland,1
529,educated,1
530,deer,1
531,strings,1
532,bunch,1
533,giving,1
534,improvements,1
535,preceding,1
536,change,1
537,changes,1
538,tomatos,1
539,wild,1
540,percent,1
541,stand,1
542,responsibility,1
543,control,1
544,recycled,1
545,makes,1
546,television,1
547,disparity,1
548,putting,1
549,negative,1
550,coverage,1
551,grocery,1
552,basically,1
553,record,1
554,thorough,1
555,channel,1
556,laboratory,1
557,frost,1
558,fall,1
559,past,1
560,autumn,1
561,treat,1
562,andrews,1
563,p,1
564,lax,1
565,studying,1
566,e,1
567,bag,1
568,eating,1
569,meat,1
570,fat,1
571,tried,1
572,happens,1
573,slow,1
574,couple,1
575,business,1
576,white,1
577,economy,1
578,town,1
579,defined,1
580,speed,1
581,exactly,1
582,purchasing,1
583,similar,1
584,frightening,1
585,scary,1
586,release,1
587,jack,1
588,sunday,1
589,walks,1
590,night,1
591,o'clock,1
592,tape,1
593,thursday,1
594,woman,1
595,fire,1
596,gabriel,1
597,middle,1
598,policeman,1
599,buildings,1
600,ahead,1
601,sad,1
602,watching,1
603,driving,1
604,reading,1
605,turn,1
606,weekend,1
607,general,1
608,wife,1
609,listening,1
610,latin,1
611,indoors,1
612,bugs,1
613,morning,1
614,expensive,1
615,peas,1
616,onions,1
617,inspect,1
618,soon,1
619,sprinkler,1
620,violent,1
621,physical,1
622,station,1
623,understand,1
624,central,1
625,females,1
626,eel,1
627,farming,1
628,immigration,1
629,helped,1
630,asian,1
631,spanish,1
632,language,1
633,helping,1
634,experience,1
635,temporary,1
636,handful,1
637,sevren,1
638,medicine,1
639,schedule,1
640,regular,1
641,quieted,1
642,foley,1
643,bush,1
644,team,1
645,game,1
646,strasbourg,1
647,claude,1
648,saint,1
649,paris,1
650,glad,1
651,lawyers,1
652,lawyer,1
653,young,1
654,cut,1
655,pudding,1
656,chocolate,1
657,yesterday,1
658,talked,1
659,offs,1
660,fact,1
661,emmett,1
662,cardinals,1
663,notice,1
664,impressed,1
