,Word,Count
0,i,842
1,you,555
2,and,436
3,it,429
4,the,427
5,that,404
6,a,345
7,to,322
8,do,285
9,of,255
10,in,232
11,they,219
12,have,203
13,but,194
14,well,175
15,we,133
16,is,127
17,so,126
18,was,124
19,for,109
20,just,104
21,be,88
22,with,75
23,if,74
24,not,73
25,or,73
26,there,71
27,are,70
28,really,69
29,on,69
30,my,68
31,about,68
32,what,66
33,would,65
34,get,58
35,them,56
36,because,51
37,when,50
38,out,46
39,one,45
40,all,44
41,up,43
42,no,42
43,had,41
44,then,40
45,at,40
46,now,39
47,see,38
48,can,35
49,this,33
50,go,33
51,too,30
52,he,29
53,some,27
54,she,27
55,from,26
56,more,26
57,here,23
58,something,23
59,how,22
60,our,21
61,two,20
62,been,20
63,much,20
64,did,20
65,take,18
66,as,18
67,were,18
68,other,17
69,an,17
70,where,16
71,their,15
72,make,15
73,could,15
74,back,15
75,me,15
76,has,14
77,even,14
78,put,14
79,him,13
80,ca,12
81,your,11
82,four,10
83,used,10
84,anything,9
85,than,9
86,very,9
87,three,9
88,still,9
89,her,9
90,any,9
91,doing,9
92,always,9
93,never,9
94,those,8
95,own,8
96,into,8
97,who,8
98,six,7
99,does,7
100,down,7
101,first,7
102,say,7
103,many,6
104,whole,6
105,hundred,6
106,enough,6
107,off,6
108,by,6
109,give,6
110,last,6
111,same,6
112,seems,6
113,these,6
114,ten,5
115,around,5
116,every,5
117,either,5
118,eight,5
119,being,5
120,done,5
121,before,5
122,whatever,4
123,while,4
124,once,4
125,through,4
126,am,4
127,over,4
128,should,4
129,also,4
130,which,4
131,though,4
132,almost,3
133,twelve,3
134,part,3
135,both,3
136,will,3
137,five,3
138,everything,3
139,again,2
140,using,2
141,ours,2
142,name,2
143,less,2
144,anywhere,2
145,forty,2
146,keep,2
147,whether,2
148,call,2
149,fifteen,2
150,anyway,2
151,sometimes,2
152,nothing,2
153,behind,2
154,nine,2
155,together,2
156,most,2
157,why,2
158,eleven,2
159,between,1
160,only,1
161,least,1
162,several,1
163,until,1
164,made,1
165,serious,1
166,amount,1
167,someone,1
168,themselves,1
169,his,1
170,else,1
171,another,1
172,itself,1
173,its,1
174,since,1
175,front,1
176,rather,1
177,per,1
178,few,1
179,within,1
180,ever,1
181,may,1
