,Word,Count
0,",",21043
1,.,10012
2,I,5915
3,and,4071
4,the,3959
5,that,3540
6,you,3520
7,it,3361
8,a,3144
9,to,3085
10,'s,2858
11,uh,2443
12,of,2398
13,know,2192
14,they,1865
15,Uh,1837
16,-,1781
17,in,1742
18,do,1593
19,huh,1580
20,Yeah,1534
21,n't,1502
22,have,1392
23,we,1277
24,is,1179
25,was,1049
26,like,1029
27,just,987
28,think,915
29,for,885
30,And,831
31,but,822
32,so,808
33,'re,749
34,on,715
35,or,704
36,really,694
37,there,693
38,Oh,686
39,be,670
40,?,659
41,not,650
42,are,623
43,my,590
44,Well,575
45,what,566
46,if,566
47,with,547
48,would,540
49,them,538
50,all,515
51,about,515
52,he,511
53,one,508
54,had,500
55,people,499
56,get,495
57,Right,480
58,'m,472
59,'ve,466
60,because,455
61,this,451
62,at,446
63,out,442
64,when,437
65,um,436
66,lot,428
67,up,427
68,yeah,417
69,then,415
70,some,398
71,mean,396
72,as,387
73,But,381
74,So,380
75,go,352
76,It,351
77,good,350
78,kind,346
79,That,342
80,well,340
81,can,336
82,got,329
83,going,324
84,right,321
85,from,319
86,she,316
87,too,310
88,did,305
89,time,304
90,now,299
91,been,293
92,things,289
93,something,283
94,were,274
95,more,274
96,You,272
97, ,268
98,much,256
99,here,250
100,your,242
101,see,241
102,their,236
103,me,236
104,very,236
105,little,233
106,how,232
107,could,223
108,where,219
109,thing,218
110,guess,216
111,other,212
112,our,209
113,an,209
114,'ll,201
115,no,197
116,say,196
117,Um,193
118,two,193
119,Yes,190
120,year,188
121,work,185
122,has,184
123,We,181
124,They,180
125,years,179
126,want,177
127,does,175
128,way,173
129,who,172
130,real,170
131,pretty,167
132,back,161
133,probably,160
134,any,159
135,her,157
136,even,150
137,than,150
138,put,150
139,home,146
140,No,146
141,take,145
142,make,144
143,into,144
144,'d,143
145,those,143
146,sure,142
147,nice,139
148,by,137
149,never,136
150,ca,135
151,money,135
152,actually,128
153,over,128
154,anything,128
155,these,128
156,stuff,127
157,oh,126
158,will,126
159,kids,126
160,doing,122
161,down,121
162,still,121
163,always,119
164,three,119
165,Okay,119
166,around,118
167,which,117
168,family,117
169,maybe,115
170,used,112
171,said,111
172,great,111
173,his,110
174,day,108
175,sort,108
176,big,108
177,feel,108
178,come,108
179,went,107
180,many,107
181,different,106
182,off,106
183,Huh,106
184,pay,105
185,should,104
186,same,103
187,him,102
188,five,102
189,everything,101
190,house,101
191,getting,100
192,us,99
193,course,99
194,only,97
195,four,96
196,school,95
197,okay,92
198,first,92
199,children,91
200,bit,90
201,The,90
202,place,90
203,use,89
204,done,87
205,true,86
206,every,85
207,somebody,84
208,husband,84
209,care,83
210,long,83
211,bad,83
212,old,82
213,talking,82
214,most,82
215,let,81
216,whole,80
217,last,79
218,live,79
219,look,79
220,thought,78
221,ever,77
222,person,76
223,before,76
224,having,74
225,whatever,74
226,hundred,73
227,through,73
228,car,73
229,better,72
230,else,72
231,problem,72
232,need,71
233,try,70
234,either,70
235,What,70
236,also,69
237,though,69
238,someone,69
239,hard,68
240,There,68
241,after,68
242,seems,67
243,interesting,67
244,own,67
245,heard,67
246,area,66
247,away,65
248,ago,65
249,fun,65
250,far,65
251,Because,64
252,find,64
253,job,63
254,country,63
255,point,63
256,My,63
257,half,63
258,Do,63
259,again,63
260,ten,63
261,play,63
262,love,62
263,dog,62
264,start,62
265,life,62
266,another,61
267,dollars,61
268,few,61
269,week,60
270,trying,60
271,being,60
272,enough,59
273,college,59
274,part,59
275,keep,58
276,times,58
277,C,58
278,A,58
279,why,58
280,usually,57
281,cats,57
282,wonderful,57
283,give,57
284,T,56
285,Texas,56
286,saying,56
287,guy,56
288,remember,55
289,read,55
290,made,55
291,Sure,55
292,sometimes,55
293,might,55
294,while,54
295,believe,54
296,yes,54
297,started,54
298,Really,54
299,If,53
300,together,53
301,buy,53
302,jury,53
303,twenty,53
304,couple,52
305,high,52
306,fact,52
307,six,52
308,company,52
309,days,51
310,everybody,51
311,makes,51
312,Dallas,51
313,talk,50
314,gets,50
315,news,50
316,type,49
317,came,49
318,idea,49
319,since,49
320,least,49
321,She,48
322,am,48
323,Wow,48
324,quite,48
325,thousand,47
326,working,47
327,seen,47
328,He,47
329,both,46
330,next,46
331,once,46
332,friend,46
333,almost,46
334,problems,45
335,spend,45
336,tell,45
337,mother,45
338,certain,44
339,places,44
340,system,44
341,call,43
342,eight,43
343,state,43
344,seven,43
345,Bye,43
346,night,43
347,bye,43
348,help,43
349,parents,43
350,end,42
351,wanted,42
352,wife,42
353,goes,42
354,death,41
355,found,41
356,such,41
357,basically,41
358,Now,41
359,sounds,40
360,punishment,40
361,city,40
362,able,40
363,watch,40
364,seem,40
365,crime,40
366,eighty,39
367,until,39
368,understand,38
369,close,38
370,may,38
371,agree,38
372,enjoy,38
373,nothing,38
374,hear,37
375,friends,37
376,coming,37
377,living,37
378,easy,36
379,best,36
380,especially,36
381,cat,36
382,called,36
383,child,36
384,whether,35
385,How,35
386,N,35
387,small,35
388,mine,35
389,ones,35
390,Is,35
391,paper,34
392,new,34
393,gone,34
394,looking,34
395,drug,34
396,important,34
