Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i'm not really sure .	11	M	46, 56
2	4	yeah . yeah .	19	M	24, 42
3	3	. yeah .	19	M	24, 32, 42
2	3	i eat fish	5	M	56, 60
2	3	i see .	67	M	2, 68
5	2	yeah .	31	M	12, 24, 32, 38, 42
4	2	i'm not	57	M	16, 46, 56, 72
3	2	i like	43	M	22, 54, 64
3	2	i think	63	M	4, 30, 66
2	2	. i	25	M	32, 56
2	2	but i'm	31	M	16, 46
2	2	i do	3	M	8, 10
2	2	i don't	13	M	32, 44
2	2	i eat	5	M	56, 60
2	2	not a	47	M	16, 62
2	2	that's not	11	M	52, 62
2	2	yes .	23	M	20, 42
17	1	i	67	M	2, 4, 8, 10, 18, 22, 30, 32, 44, 46, 50, 54, 56, 60, 64, 66, 68
9	1	you	69	M	6, 24, 34, 36, 48, 52, 54, 70, 74
6	1	a	57	M	16, 36, 44, 56, 62, 72
6	1	yeah	31	M	12, 24, 28, 32, 38, 42
5	1	i'm	57	M	16, 46, 56, 70, 72
5	1	like	43	M	22, 24, 36, 54, 64
5	1	uh	39	M	2, 16, 26, 32, 40
4	1	how	69	M	6, 40, 52, 74
4	1	it	51	M	22, 50, 60, 72
4	1	it's	69	M	4, 40, 58, 72
4	1	the	43	M	24, 52, 54, 66
4	1	think	63	M	4, 30, 54, 66
3	1	eat	13	M	48, 56, 60
3	1	know	29	M	24, 46, 52
3	1	of	27	M	30, 44, 56
3	1	oh	67	M	2, 38, 68
3	1	really	11	M	46, 50, 56
3	1	that's	23	M	40, 52, 62
2	1	been	73	M	0, 72
2	1	fish	5	M	56, 60
2	1	have	23	M	22, 44
2	1	mean	15	M	36, 50
2	1	sure	11	M	46, 56
2	1	to	31	M	40, 70
2	1	uhm	15	M	0, 14

