,response,context,context/0,context/1,context/2,context/3
0,"Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,",Yes.,"I have ambivalent feelings because I don't think it serves as a kind of deterrent we would like to think it is. But, on the other hand, it is very, very expensive to maintain, you know, Texas has one of biggest criminal justice systems in the country.","Okay, so, what are, what are your views on capital punishment?"
1,"Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,",Yes.,"I have ambivalent feelings because I don't think it serves as a kind of deterrent we would like to think it is. But, on the other hand, it is very, very expensive to maintain, you know, Texas has one of biggest criminal justice systems in the country."
2,"Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,",Yes.
3,"That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,"
4,"Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?
5,"Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed."
6,"Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia."
7,"Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals.","Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know."
8,"Quicker  maybe, yeah.","Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals.","Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,"
9,"Yeah, if, if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,","Quicker  maybe, yeah.","Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals.","Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it."
