,response,context,context/0,context/1,context/2,context/3
0,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight.",Okay. How many kids do you have?,Yes.,All right?
1,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight.",Okay. How many kids do you have?,Yes.
2,Anyway. You don't have children?,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight.",Okay. How many kids do you have?
3,No.,Anyway. You don't have children?,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight."
4,But you're married?,No.,Anyway. You don't have children?,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.
5,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?,No.,Anyway. You don't have children?,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,"
6,Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?,No.,Anyway. You don't have children?,Uh-huh.
7,"Hopefully,",Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?,No.,Anyway. You don't have children?
8,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,",Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?,No.
9,Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,",Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?
10,"I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,",Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet."
11,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,",Oh.
12,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,"
13,Uh-huh.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?"
14,I'm so sorry.,Uh-huh.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.
15,All right.,I'm so sorry.,Uh-huh.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad"
16,That was my daughter's Brownie leader telling me that there is a meeting tomorrow Brownie meeting.,All right.,I'm so sorry.,Uh-huh.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight."
17,Okay. That keeps you do you have a lot of activities with your kids?,That was my daughter's Brownie leader telling me that there is a meeting tomorrow Brownie meeting.,All right.,I'm so sorry.,Uh-huh.,Hello?
18,"Well, I don't want to, I don't want this to be a unilateral conversation but, yes, we do. Both my husband and I work and our children are sixth, fourth, and third grade. And the school years are wonderful, they're just wonderful.",Okay. That keeps you do you have a lot of activities with your kids?,That was my daughter's Brownie leader telling me that there is a meeting tomorrow Brownie meeting.,All right.,I'm so sorry.,Uh-huh.
19,Uh-huh.,"Well, I don't want to, I don't want this to be a unilateral conversation but, yes, we do. Both my husband and I work and our children are sixth, fourth, and third grade. And the school years are wonderful, they're just wonderful.",Okay. That keeps you do you have a lot of activities with your kids?,That was my daughter's Brownie leader telling me that there is a meeting tomorrow Brownie meeting.,All right.,I'm so sorry.
