,response,context,context/0,context/1,context/2,context/3
0,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?",Really?,"Well, uh, no I I don't get as much exercise as I, as I should as, or as I would like to, uh, uh, these days. I, seems to be to easy to get busy with other things. Uh, I have, in the past, uh, jogged and, and run, and every, every January and every September, I start out again and then it tapers off",You want to go first
1,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?",Really?,"Well, uh, no I I don't get as much exercise as I, as I should as, or as I would like to, uh, uh, these days. I, seems to be to easy to get busy with other things. Uh, I have, in the past, uh, jogged and, and run, and every, every January and every September, I start out again and then it tapers off"
2,Yeah.,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?",Really?
3,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off","Uh, what about you?"
4,Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.,"Well, yeah, I do a lot of exercise. Right now, I'm into jazzercise, which I absolutely love. Uh, I started about two years ago because I gained some weight over the past few years and I wanted to get it back off"
5,"And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.,and I was going through a divorce and I just found that running really made me feel good.,Uh-huh.
6,"Well now that, is that, uh, that's related to the, the aerobic, uh, ,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.,and I was going through a divorce and I just found that running really made me feel good.
7,"It is, it's aerobics but it's with dance steps.","Well now that, is that, uh, that's related to the, the aerobic, uh, ,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place.",Yeah.
8,Okay.,"It is, it's aerobics but it's with dance steps.","Well now that, is that, uh, that's related to the, the aerobic, uh, ,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.,"Got out a lot of aggression. I went to the gym every day and I ran on the treadmill and rode the bike and, uh, I felt really good. I needed to do it and it was really helpful at the time. Now when I do those things, they're boring. I would rather be outside then in the gym doing this in one place."
9,"It's an aerobic exercise and it's an hour straight. And it's just, uh, it's a lot of fun.",Okay.,"It is, it's aerobics but it's with dance steps.","Well now that, is that, uh, that's related to the, the aerobic, uh, ,","And so I just recently discovered jazzercise, about two months ago. And I'm getting to be a good dancer from it and I'm just feeling really good. I love the class, it's real challenging, so I'm really into that, I really like that a lot.",Uh-huh.
