,response,context,context/0,context/1,context/2,context/3
0,Yeah,"Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti.","Don't like to cook, huh?",None to cook. I don't like to cook,"Oh, so what would be the, your favorite meal to cook?"
1,"Uh, got kids?",Yeah,"Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti.","Don't like to cook, huh?",None to cook. I don't like to cook
2,No.,"Uh, got kids?",Yeah,"Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti.","Don't like to cook, huh?"
3,married?,No.,"Uh, got kids?",Yeah,"Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti."
4,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?,No.,"Uh, got kids?",Yeah,"Make a mean spaghetti, huh?"
5,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?,No.,"Uh, got kids?",Yeah
6,So what about yours?,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?,No.,"Uh, got kids?"
7,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?,No.
8,Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?
9,"Uh,",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs."
10,"So I guess it's supposed to be dinner party, is that what they said?","Uh,",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?,Yeah.
11,"Uh, yeah what kind of menu would you plan for a dinner party and, uh, what kind of dishes you might have for it, or some sort of thing like that.","So I guess it's supposed to be dinner party, is that what they said?","Uh,",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?
12,"Uh-huh. Huh, we don't,","Uh, yeah what kind of menu would you plan for a dinner party and, uh, what kind of dishes you might have for it, or some sort of thing like that.","So I guess it's supposed to be dinner party, is that what they said?","Uh,",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet."
