,response,context,context/0,context/1,context/2,context/3
0,We were there for ten days.,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time.","Oh, I, I'd, well actually I did visit Hawaii once but I never made it off of Oahu, which I've heard is not the nicest of the islands.","Uh, actually my last vacation was in Connecticut. Uh, we went home to visit family. Before that we were in Hawaii.",So where was your last vacation?
1,"Oh that's, wow. Yeah.",We were there for ten days.,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time.","Oh, I, I'd, well actually I did visit Hawaii once but I never made it off of Oahu, which I've heard is not the nicest of the islands.","Uh, actually my last vacation was in Connecticut. Uh, we went home to visit family. Before that we were in Hawaii."
2,"Yeah, yes. So where have you been?","Oh that's, wow. Yeah.",We were there for ten days.,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time.","Oh, I, I'd, well actually I did visit Hawaii once but I never made it off of Oahu, which I've heard is not the nicest of the islands."
3,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess we, that one would count ,","Yeah, yes. So where have you been?","Oh that's, wow. Yeah.",We were there for ten days.,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time."
4,Morocco. Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess we, that one would count ,","Yeah, yes. So where have you been?","Oh that's, wow. Yeah.",We were there for ten days.,Uh-huh.
5,"Uh, that was about a year and a half ago, and,",Morocco. Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess we, that one would count ,","Yeah, yes. So where have you been?","Oh that's, wow. Yeah.",We were there for ten days.
6,"No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,",Morocco. Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess we, that one would count ,","Yeah, yes. So where have you been?","Oh that's, wow. Yeah."
7,"Uh, well my husband is French and we were living in France at the time","No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,",Morocco. Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess we, that one would count ,","Yeah, yes. So where have you been?"
8,Uh-huh.,"Uh, well my husband is French and we were living in France at the time","No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,",Morocco. Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess we, that one would count ,"
9,"and we decided that I, I've never been to Africa and I needed to get that continent since I hadn't been there yet. And it, it's, actually it's a fairly common vacation place for French people to go and they speak French and, so, uh, you know, in that sense is just a little bit easier",Uh-huh.,"Uh, well my husband is French and we were living in France at the time","No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,",Morocco. Really.
10,Uh-huh.,"and we decided that I, I've never been to Africa and I needed to get that continent since I hadn't been there yet. And it, it's, actually it's a fairly common vacation place for French people to go and they speak French and, so, uh, you know, in that sense is just a little bit easier",Uh-huh.,"Uh, well my husband is French and we were living in France at the time","No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,"
11,"and it just seemed like it would be a fun place to go. And, So we, we didn't really have enough time.",Uh-huh.,"and we decided that I, I've never been to Africa and I needed to get that continent since I hadn't been there yet. And it, it's, actually it's a fairly common vacation place for French people to go and they speak French and, so, uh, you know, in that sense is just a little bit easier",Uh-huh.,"Uh, well my husband is French and we were living in France at the time","No kidding. what, what, did you just decide to go there or,"
12,Yeah. Oh I'm sure it was wonderful.,"and it just seemed like it would be a fun place to go. And, So we, we didn't really have enough time.",Uh-huh.,"and we decided that I, I've never been to Africa and I needed to get that continent since I hadn't been there yet. And it, it's, actually it's a fairly common vacation place for French people to go and they speak French and, so, uh, you know, in that sense is just a little bit easier",Uh-huh.,"Uh, well my husband is French and we were living in France at the time"
13,"We had about, a little bit less than two weeks.",Yeah. Oh I'm sure it was wonderful.,"and it just seemed like it would be a fun place to go. And, So we, we didn't really have enough time.",Uh-huh.,"and we decided that I, I've never been to Africa and I needed to get that continent since I hadn't been there yet. And it, it's, actually it's a fairly common vacation place for French people to go and they speak French and, so, uh, you know, in that sense is just a little bit easier",Uh-huh.
14,Uh-huh.,"We had about, a little bit less than two weeks.",Yeah. Oh I'm sure it was wonderful.,"and it just seemed like it would be a fun place to go. And, So we, we didn't really have enough time.",Uh-huh.,"and we decided that I, I've never been to Africa and I needed to get that continent since I hadn't been there yet. And it, it's, actually it's a fairly common vacation place for French people to go and they speak French and, so, uh, you know, in that sense is just a little bit easier"
15,"And as always, it it seems a bit, uh, rushed. We do a lot of traveling around. We rented a car and drove pretty much everywhere.",Uh-huh.,"We had about, a little bit less than two weeks.",Yeah. Oh I'm sure it was wonderful.,"and it just seemed like it would be a fun place to go. And, So we, we didn't really have enough time.",Uh-huh.
16,Was it hot?,"And as always, it it seems a bit, uh, rushed. We do a lot of traveling around. We rented a car and drove pretty much everywhere.",Uh-huh.,"We had about, a little bit less than two weeks.",Yeah. Oh I'm sure it was wonderful.,"and it just seemed like it would be a fun place to go. And, So we, we didn't really have enough time."
17,"No, in fact some of the days we froze. It was,",Was it hot?,"And as always, it it seems a bit, uh, rushed. We do a lot of traveling around. We rented a car and drove pretty much everywhere.",Uh-huh.,"We had about, a little bit less than two weeks.",Yeah. Oh I'm sure it was wonderful.
18,Really?,"No, in fact some of the days we froze. It was,",Was it hot?,"And as always, it it seems a bit, uh, rushed. We do a lot of traveling around. We rented a car and drove pretty much everywhere.",Uh-huh.,"We had about, a little bit less than two weeks."
19,"well we were there in the winter. In uh, January or February, I don't remember which,",Really?,"No, in fact some of the days we froze. It was,",Was it hot?,"And as always, it it seems a bit, uh, rushed. We do a lot of traveling around. We rented a car and drove pretty much everywhere.",Uh-huh.
20,"Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,","well we were there in the winter. In uh, January or February, I don't remember which,",Really?,"No, in fact some of the days we froze. It was,",Was it hot?,"And as always, it it seems a bit, uh, rushed. We do a lot of traveling around. We rented a car and drove pretty much everywhere."
21,Uh-huh. Uh-huh.,"Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,","well we were there in the winter. In uh, January or February, I don't remember which,",Really?,"No, in fact some of the days we froze. It was,",Was it hot?
22,"but I was very young so I don't remember that and, I was three when we moved back here.",Uh-huh. Uh-huh.,"Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,","well we were there in the winter. In uh, January or February, I don't remember which,",Really?,"No, in fact some of the days we froze. It was,"
23,"At at, excuse me, at what age did you, Oh, that's too bad because,","but I was very young so I don't remember that and, I was three when we moved back here.",Uh-huh. Uh-huh.,"Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,","well we were there in the winter. In uh, January or February, I don't remember which,",Really?
24,So I don't remember but we have all these wonderful pictures of all these great places that they have been,"At at, excuse me, at what age did you, Oh, that's too bad because,","but I was very young so I don't remember that and, I was three when we moved back here.",Uh-huh. Uh-huh.,"Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,","well we were there in the winter. In uh, January or February, I don't remember which,"
25,Uh-huh,So I don't remember but we have all these wonderful pictures of all these great places that they have been,"At at, excuse me, at what age did you, Oh, that's too bad because,","but I was very young so I don't remember that and, I was three when we moved back here.",Uh-huh. Uh-huh.,"Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,"
26,"and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great.",Uh-huh,So I don't remember but we have all these wonderful pictures of all these great places that they have been,"At at, excuse me, at what age did you, Oh, that's too bad because,","but I was very young so I don't remember that and, I was three when we moved back here.",Uh-huh. Uh-huh.
27,"Yeah. It was a very interesting vacation. The only thing I didn't like was in some of the more touristy areas uh, um, the, it would just be besieged by people wanting to be your guide","and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great.",Uh-huh,So I don't remember but we have all these wonderful pictures of all these great places that they have been,"At at, excuse me, at what age did you, Oh, that's too bad because,","but I was very young so I don't remember that and, I was three when we moved back here."
28,Uh-huh.,"Yeah. It was a very interesting vacation. The only thing I didn't like was in some of the more touristy areas uh, um, the, it would just be besieged by people wanting to be your guide","and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great.",Uh-huh,So I don't remember but we have all these wonderful pictures of all these great places that they have been,"At at, excuse me, at what age did you, Oh, that's too bad because,"
29,"and you, there were some places, where people,",Uh-huh.,"Yeah. It was a very interesting vacation. The only thing I didn't like was in some of the more touristy areas uh, um, the, it would just be besieged by people wanting to be your guide","and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great.",Uh-huh,So I don't remember but we have all these wonderful pictures of all these great places that they have been
30,Yeah.,"and you, there were some places, where people,",Uh-huh.,"Yeah. It was a very interesting vacation. The only thing I didn't like was in some of the more touristy areas uh, um, the, it would just be besieged by people wanting to be your guide","and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great.",Uh-huh
31,"there would be kids there that were excellent at ripping you off,",Yeah.,"and you, there were some places, where people,",Uh-huh.,"Yeah. It was a very interesting vacation. The only thing I didn't like was in some of the more touristy areas uh, um, the, it would just be besieged by people wanting to be your guide","and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great."
32,Uh-huh.,"there would be kids there that were excellent at ripping you off,",Yeah.,"and you, there were some places, where people,",Uh-huh.,"Yeah. It was a very interesting vacation. The only thing I didn't like was in some of the more touristy areas uh, um, the, it would just be besieged by people wanting to be your guide"
33,"and we had nothing taken because we knew and we had things in inside pockets and in, you know, in jacket underneath a coat type of thing.",Uh-huh.,"there would be kids there that were excellent at ripping you off,",Yeah.,"and you, there were some places, where people,",Uh-huh.
34,Really.,"and we had nothing taken because we knew and we had things in inside pockets and in, you know, in jacket underneath a coat type of thing.",Uh-huh.,"there would be kids there that were excellent at ripping you off,",Yeah.,"and you, there were some places, where people,"
35,"But,",Really.,"and we had nothing taken because we knew and we had things in inside pockets and in, you know, in jacket underneath a coat type of thing.",Uh-huh.,"there would be kids there that were excellent at ripping you off,",Yeah.
36,"We, we found that in Jamaica. It was the same way, that people would come up and try and sell you, well try and sell drugs and things like that","But,",Really.,"and we had nothing taken because we knew and we had things in inside pockets and in, you know, in jacket underneath a coat type of thing.",Uh-huh.,"there would be kids there that were excellent at ripping you off,"
37,Uh-huh.,"We, we found that in Jamaica. It was the same way, that people would come up and try and sell you, well try and sell drugs and things like that","But,",Really.,"and we had nothing taken because we knew and we had things in inside pockets and in, you know, in jacket underneath a coat type of thing.",Uh-huh.
38,"but they, they were so destitute and I guess they, they make all their money on tourism and, and they would come up and ask you, you know, if, if you want to buy different things and really, after awhile it really gets annoying,",Uh-huh.,"We, we found that in Jamaica. It was the same way, that people would come up and try and sell you, well try and sell drugs and things like that","But,",Really.,"and we had nothing taken because we knew and we had things in inside pockets and in, you know, in jacket underneath a coat type of thing."
39,Yeah.,"but they, they were so destitute and I guess they, they make all their money on tourism and, and they would come up and ask you, you know, if, if you want to buy different things and really, after awhile it really gets annoying,",Uh-huh.,"We, we found that in Jamaica. It was the same way, that people would come up and try and sell you, well try and sell drugs and things like that","But,",Really.
40,"you know, it, it's a little scary too when they're coming up and they're all over you.",Yeah.,"but they, they were so destitute and I guess they, they make all their money on tourism and, and they would come up and ask you, you know, if, if you want to buy different things and really, after awhile it really gets annoying,",Uh-huh.,"We, we found that in Jamaica. It was the same way, that people would come up and try and sell you, well try and sell drugs and things like that","But,"
41,"The, the worst place was in Marrakech","you know, it, it's a little scary too when they're coming up and they're all over you.",Yeah.,"but they, they were so destitute and I guess they, they make all their money on tourism and, and they would come up and ask you, you know, if, if you want to buy different things and really, after awhile it really gets annoying,",Uh-huh.,"We, we found that in Jamaica. It was the same way, that people would come up and try and sell you, well try and sell drugs and things like that"
42,Uh-huh.,"The, the worst place was in Marrakech","you know, it, it's a little scary too when they're coming up and they're all over you.",Yeah.,"but they, they were so destitute and I guess they, they make all their money on tourism and, and they would come up and ask you, you know, if, if you want to buy different things and really, after awhile it really gets annoying,",Uh-huh.
43,"and the other cities it wasn't nearly as bad and a couple of them it was, what we did in some of the other cities and they tell you to do that is to hire a local guide",Uh-huh.,"The, the worst place was in Marrakech","you know, it, it's a little scary too when they're coming up and they're all over you.",Yeah.,"but they, they were so destitute and I guess they, they make all their money on tourism and, and they would come up and ask you, you know, if, if you want to buy different things and really, after awhile it really gets annoying,"
44,Uh-huh.,"and the other cities it wasn't nearly as bad and a couple of them it was, what we did in some of the other cities and they tell you to do that is to hire a local guide",Uh-huh.,"The, the worst place was in Marrakech","you know, it, it's a little scary too when they're coming up and they're all over you.",Yeah.
45,it doesn't matter who it is and they keep everyone else away from you.,Uh-huh.,"and the other cities it wasn't nearly as bad and a couple of them it was, what we did in some of the other cities and they tell you to do that is to hire a local guide",Uh-huh.,"The, the worst place was in Marrakech","you know, it, it's a little scary too when they're coming up and they're all over you."
46,Oh really.,it doesn't matter who it is and they keep everyone else away from you.,Uh-huh.,"and the other cities it wasn't nearly as bad and a couple of them it was, what we did in some of the other cities and they tell you to do that is to hire a local guide",Uh-huh.,"The, the worst place was in Marrakech"
