,response,context,context/0,context/1,context/2,context/3
0,"Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.,"Um, yeah, that's what it said to discuss some maybe a recipe, well, it says, why would you, what you would have for a dinner party. Um, this is strange because I pressed one and I thought it said begin.","What, what is, do you have a favorite recipe?",okay.
1,"Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.,"Um, yeah, that's what it said to discuss some maybe a recipe, well, it says, why would you, what you would have for a dinner party. Um, this is strange because I pressed one and I thought it said begin.","What, what is, do you have a favorite recipe?"
2,"That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.,"Um, yeah, that's what it said to discuss some maybe a recipe, well, it says, why would you, what you would have for a dinner party. Um, this is strange because I pressed one and I thought it said begin."
3,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.
4,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it."
5,And then I was going to make other things like potato skins.,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay."
6,"Oh, that sounds good.",And then I was going to make other things like potato skins.,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out."
7,"see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable.","Oh, that sounds good.",And then I was going to make other things like potato skins.,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,"
8,"That's always a good thing. Vegetable trays always go over so well, because I think people get tired of eating junk. I mean, I think they like to have healthy stuff too, you know it's,","see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable.","Oh, that sounds good.",And then I was going to make other things like potato skins.,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar."
9,"Oh, yeah, it's amazing how vegetables trays will go at a party.","That's always a good thing. Vegetable trays always go over so well, because I think people get tired of eating junk. I mean, I think they like to have healthy stuff too, you know it's,","see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable.","Oh, that sounds good.",And then I was going to make other things like potato skins.,Right. Yeah.
