,response,context,context/0,context/1,context/2,context/3
0,"I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,","I think it's, Four or five,","Yeah, I think there's a limit on that. The, uh, the, uh peremptory challenges are limited to, I don't know how many,","Uh, I certainly can't argue with that. Definitely does need some improvements. Uh, and the lawyers can throw people out for no reason whatsoever just because they want to.","Actually, to tell you the truth, I think, uh, jury selection is a, uh, prime, uh, discussion topic in terms of possible improvements on, uh, uh, finding of, uh, guilt."
1,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,","I think it's, Four or five,","Yeah, I think there's a limit on that. The, uh, the, uh peremptory challenges are limited to, I don't know how many,","Uh, I certainly can't argue with that. Definitely does need some improvements. Uh, and the lawyers can throw people out for no reason whatsoever just because they want to."
2,Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,","I think it's, Four or five,","Yeah, I think there's a limit on that. The, uh, the, uh peremptory challenges are limited to, I don't know how many,"
3,"Uh,",Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,","I think it's, Four or five,"
4,"That, uh,","Uh,",Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,"
5,"But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,","Uh,",Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got."
6,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,","Uh,",Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something."
7,Right.,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,","Uh,",Um.
8,See.,Right.,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,","Uh,"
9,"So,",See.,Right.,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,"
10,"So, if it's your peers and you're not educated then,","So,",See.,Right.,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice."
11,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,","So,",See.,Right.,"Right, but it still has to be a group of your peers."
12,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,","So,",See.,Right.
13,Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,","So,",See.
14,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,","So,"
15,Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,"
16,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,"
17,Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.
18,"I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.
19,"Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant."
20,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.
21,Um.,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards."
22,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.,Um.,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.
23,Uh-huh. Uh-huh. Uh-huh.,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.,Um.,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right"
