,response,context,context/0,context/1,context/2,context/3
0,"Oh, boy.","Yes, our first and he just turned three months.","How about you, do you have any children?","Uh,","Yeah we, Two year old daughter in child care and we went through the process of searching for child care and uh, finding what we consider to be, real good child care at a, uh, pretty reasonable price, we think.",So you have a child Uh-huh.
1,"So, we're just starting into hunting for child care.","Oh, boy.","Yes, our first and he just turned three months.","How about you, do you have any children?","Uh,","Yeah we, Two year old daughter in child care and we went through the process of searching for child care and uh, finding what we consider to be, real good child care at a, uh, pretty reasonable price, we think."
2,Yeah.,"So, we're just starting into hunting for child care.","Oh, boy.","Yes, our first and he just turned three months.","How about you, do you have any children?","Uh,"
3,"Right now, both of us are students.",Yeah.,"So, we're just starting into hunting for child care.","Oh, boy.","Yes, our first and he just turned three months.","How about you, do you have any children?"
4,Are you? Where are a student?,"Right now, both of us are students.",Yeah.,"So, we're just starting into hunting for child care.","Oh, boy.","Yes, our first and he just turned three months."
5,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?,"Right now, both of us are students.",Yeah.,"So, we're just starting into hunting for child care.","Oh, boy."
6,No kidding.,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?,"Right now, both of us are students.",Yeah.,"So, we're just starting into hunting for child care."
7,"Uh, she's,",No kidding.,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?,"Right now, both of us are students.",Yeah.
8,I was a professor in a university here in California for a while.,"Uh, she's,",No kidding.,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?,"Right now, both of us are students."
9,Yeah.,I was a professor in a university here in California for a while.,"Uh, she's,",No kidding.,"Uh, Uh, University of Southern Mississippi.",Are you? Where are a student?
10,"Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.,I was a professor in a university here in California for a while.,"Uh, she's,",No kidding.,"Uh, Uh, University of Southern Mississippi."
11,"Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.,I was a professor in a university here in California for a while.,"Uh, she's,",No kidding.
12,Yeah.,"Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.,I was a professor in a university here in California for a while.,"Uh, she's,"
13,because my wife will be doing her internship that semester.,Yeah.,"Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.,I was a professor in a university here in California for a while.
14,Uh-huh.,because my wife will be doing her internship that semester.,Yeah.,"Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?",Yeah.
15,"It will be forty hour week, not, no, eight to five type of thing.",Uh-huh.,because my wife will be doing her internship that semester.,Yeah.,"Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs","Yeah, uh, are you going to, uh, put your son in child care in a, a year or two?"
16,Yeah.,"It will be forty hour week, not, no, eight to five type of thing.",Uh-huh.,because my wife will be doing her internship that semester.,Yeah.,"Uh, probably. Uh, actually spring semester a year from now he's going to have to be in child care uh, five days a week more than likely. Uh, depending on how my class schedule runs"
17,"So depending on what my class schedule looks like, he may spend four, anywhere from four to eight hours a day in child care at that point. Right now we're trying to avoid it, but we just, as a matter of fact just yesterday hired a, a girl to, uh, watch him. Uh, I get out of class at certain time and my wife is already supposed to be on her way to her class. You know, once a day this overlap happens where we can't, one of us be home.",Yeah.,"It will be forty hour week, not, no, eight to five type of thing.",Uh-huh.,because my wife will be doing her internship that semester.,Yeah.
