,response,context,context/0,context/1,context/2,context/3
0,"Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list",Right. And what type of recommendations did you have when you decided where to place him?,"He actually died a few months after that, and so as, at least in retrospect, it was the right thing to do because he was either in a nursing home or a hospital or something else that he would have been spending most of his time in those days.",Uh-huh.,"Well, I don't feel very good about it, but I think that at some times it can be the right thing to do. We sent my grandfather to a nursing home at the point when he was really incapable of caring for himself anymore.",How would you feel about sending an elderly family member to a nursing home?
1,"Oh, my.","Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list",Right. And what type of recommendations did you have when you decided where to place him?,"He actually died a few months after that, and so as, at least in retrospect, it was the right thing to do because he was either in a nursing home or a hospital or something else that he would have been spending most of his time in those days.",Uh-huh.,"Well, I don't feel very good about it, but I think that at some times it can be the right thing to do. We sent my grandfather to a nursing home at the point when he was really incapable of caring for himself anymore."
2,"right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in.","Oh, my.","Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list",Right. And what type of recommendations did you have when you decided where to place him?,"He actually died a few months after that, and so as, at least in retrospect, it was the right thing to do because he was either in a nursing home or a hospital or something else that he would have been spending most of his time in those days.",Uh-huh.
3,"Yeah, so the convenience, Right.","right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in.","Oh, my.","Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list",Right. And what type of recommendations did you have when you decided where to place him?,"He actually died a few months after that, and so as, at least in retrospect, it was the right thing to do because he was either in a nursing home or a hospital or something else that he would have been spending most of his time in those days."
4,"Uh, what do you think?","Yeah, so the convenience, Right.","right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in.","Oh, my.","Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list",Right. And what type of recommendations did you have when you decided where to place him?
5,"My grandmother lived with us, um, until August, um, and we made the decision to put her in a nursing home. She has leukemia","Uh, what do you think?","Yeah, so the convenience, Right.","right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in.","Oh, my.","Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list"
6,Uh-huh.,"My grandmother lived with us, um, until August, um, and we made the decision to put her in a nursing home. She has leukemia","Uh, what do you think?","Yeah, so the convenience, Right.","right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in.","Oh, my."
7,"and her, the rest of her family and her regular doctors and everybody she trusted and knew was in Dayton, and were several thousand miles away",Uh-huh.,"My grandmother lived with us, um, until August, um, and we made the decision to put her in a nursing home. She has leukemia","Uh, what do you think?","Yeah, so the convenience, Right.","right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in."
8,Yeah.,"and her, the rest of her family and her regular doctors and everybody she trusted and knew was in Dayton, and were several thousand miles away",Uh-huh.,"My grandmother lived with us, um, until August, um, and we made the decision to put her in a nursing home. She has leukemia","Uh, what do you think?","Yeah, so the convenience, Right."
9,"so I made the decision to put her in a nursing home, and my sister being on the other end found one that she could have what was called an independent living facility. She had her own little room and didn't have to share it with anyone and could bring in her own chair and T V set",Yeah.,"and her, the rest of her family and her regular doctors and everybody she trusted and knew was in Dayton, and were several thousand miles away",Uh-huh.,"My grandmother lived with us, um, until August, um, and we made the decision to put her in a nursing home. She has leukemia","Uh, what do you think?"
