,response,context,context/0,context/1,context/2,context/3
0,Oh,and then I found out that my new phone wasn't working right.,"Oh, really.","I've been called several times, and I push in, pushed in my number, they kept saying you have the invalid code",I guess so.,"All right. I've never done it before, so I guess that's all I have to do, right"
1,"Oh, so this is the first time I've even done it.",Oh,and then I found out that my new phone wasn't working right.,"Oh, really.","I've been called several times, and I push in, pushed in my number, they kept saying you have the invalid code",I guess so.
2,Yeah.,"Oh, so this is the first time I've even done it.",Oh,and then I found out that my new phone wasn't working right.,"Oh, really.","I've been called several times, and I push in, pushed in my number, they kept saying you have the invalid code"
3,I wonder how long it's going to be on for.,Yeah.,"Oh, so this is the first time I've even done it.",Oh,and then I found out that my new phone wasn't working right.,"Oh, really."
4,I think five minutes is the max.,I wonder how long it's going to be on for.,Yeah.,"Oh, so this is the first time I've even done it.",Oh,and then I found out that my new phone wasn't working right.
5,"Oh, no, I mean, this whole thing, like for two months or something, do you know?",I think five minutes is the max.,I wonder how long it's going to be on for.,Yeah.,"Oh, so this is the first time I've even done it.",Oh
6,"Oh, I don't know.","Oh, no, I mean, this whole thing, like for two months or something, do you know?",I think five minutes is the max.,I wonder how long it's going to be on for.,Yeah.,"Oh, so this is the first time I've even done it."
7,"Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect","Oh, I don't know.","Oh, no, I mean, this whole thing, like for two months or something, do you know?",I think five minutes is the max.,I wonder how long it's going to be on for.,Yeah.
8,"Right, especially, uh, you, since you're in the same metroplex, you know, there's so much going on here.","Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect","Oh, I don't know.","Oh, no, I mean, this whole thing, like for two months or something, do you know?",I think five minutes is the max.,I wonder how long it's going to be on for.
9,"I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from.","Right, especially, uh, you, since you're in the same metroplex, you know, there's so much going on here.","Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect","Oh, I don't know.","Oh, no, I mean, this whole thing, like for two months or something, do you know?",I think five minutes is the max.
10,"Well, that, and in the schools, too starting to put metal detectors in,","I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from.","Right, especially, uh, you, since you're in the same metroplex, you know, there's so much going on here.","Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect","Oh, I don't know.","Oh, no, I mean, this whole thing, like for two months or something, do you know?"
11,"Uh-huh, golly I know.","Well, that, and in the schools, too starting to put metal detectors in,","I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from.","Right, especially, uh, you, since you're in the same metroplex, you know, there's so much going on here.","Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect","Oh, I don't know."
12,"and,","Uh-huh, golly I know.","Well, that, and in the schools, too starting to put metal detectors in,","I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from.","Right, especially, uh, you, since you're in the same metroplex, you know, there's so much going on here.","Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect"
13,Have they done that in Garland?,"and,","Uh-huh, golly I know.","Well, that, and in the schools, too starting to put metal detectors in,","I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from.","Right, especially, uh, you, since you're in the same metroplex, you know, there's so much going on here."
14,"No, I, not that I'm aware of.",Have they done that in Garland?,"and,","Uh-huh, golly I know.","Well, that, and in the schools, too starting to put metal detectors in,","I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from."
15,"Now, um,","No, I, not that I'm aware of.",Have they done that in Garland?,"and,","Uh-huh, golly I know.","Well, that, and in the schools, too starting to put metal detectors in,"
16,"I just heard, you know, last week at that one school, they started putting them in because there was that one shooting","Now, um,","No, I, not that I'm aware of.",Have they done that in Garland?,"and,","Uh-huh, golly I know."
17,Right.,"I just heard, you know, last week at that one school, they started putting them in because there was that one shooting","Now, um,","No, I, not that I'm aware of.",Have they done that in Garland?,"and,"
18,"so, um,",Right.,"I just heard, you know, last week at that one school, they started putting them in because there was that one shooting","Now, um,","No, I, not that I'm aware of.",Have they done that in Garland?
19,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school.","so, um,",Right.,"I just heard, you know, last week at that one school, they started putting them in because there was that one shooting","Now, um,","No, I, not that I'm aware of."
20,Is that right?,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school.","so, um,",Right.,"I just heard, you know, last week at that one school, they started putting them in because there was that one shooting","Now, um,"
21,"And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like.",Is that right?,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school.","so, um,",Right.,"I just heard, you know, last week at that one school, they started putting them in because there was that one shooting"
22,"Uh-huh. Yeah, yeah.","And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like.",Is that right?,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school.","so, um,",Right.
23,"So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before.","Uh-huh. Yeah, yeah.","And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like.",Is that right?,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school.","so, um,"
24,I know,"So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before.","Uh-huh. Yeah, yeah.","And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like.",Is that right?,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school."
25,What next?,I know,"So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before.","Uh-huh. Yeah, yeah.","And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like.",Is that right?
26,"I know, it's, it's, it's getting, it's been out of hand, I think, for a while, and it just continues to get worse.",What next?,I know,"So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before.","Uh-huh. Yeah, yeah.","And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like."
27,"Right, and, you know, we can't really depend on the police to solve all this, they just can't do it.","I know, it's, it's, it's getting, it's been out of hand, I think, for a while, and it just continues to get worse.",What next?,I know,"So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before.","Uh-huh. Yeah, yeah."
28,Yeah.,"Right, and, you know, we can't really depend on the police to solve all this, they just can't do it.","I know, it's, it's, it's getting, it's been out of hand, I think, for a while, and it just continues to get worse.",What next?,I know,"So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before."
29,I think it goes all the way back to the break up of the family to a certain extent,Yeah.,"Right, and, you know, we can't really depend on the police to solve all this, they just can't do it.","I know, it's, it's, it's getting, it's been out of hand, I think, for a while, and it just continues to get worse.",What next?,I know
30,Right.,I think it goes all the way back to the break up of the family to a certain extent,Yeah.,"Right, and, you know, we can't really depend on the police to solve all this, they just can't do it.","I know, it's, it's, it's getting, it's been out of hand, I think, for a while, and it just continues to get worse.",What next?
31,"and, uh, and how we going to bring that back together.",Right.,I think it goes all the way back to the break up of the family to a certain extent,Yeah.,"Right, and, you know, we can't really depend on the police to solve all this, they just can't do it.","I know, it's, it's, it's getting, it's been out of hand, I think, for a while, and it just continues to get worse."
32,"Yeah, that's, I I agree, I think that's where it stems from, is that and, um, you know, you've got a lot of, a lot more women that are working nowadays that aren't home with the children","and, uh, and how we going to bring that back together.",Right.,I think it goes all the way back to the break up of the family to a certain extent,Yeah.,"Right, and, you know, we can't really depend on the police to solve all this, they just can't do it."
33,"Uh-huh. Right and,","Yeah, that's, I I agree, I think that's where it stems from, is that and, um, you know, you've got a lot of, a lot more women that are working nowadays that aren't home with the children","and, uh, and how we going to bring that back together.",Right.,I think it goes all the way back to the break up of the family to a certain extent,Yeah.
34,and that may impact it as well.,"Uh-huh. Right and,","Yeah, that's, I I agree, I think that's where it stems from, is that and, um, you know, you've got a lot of, a lot more women that are working nowadays that aren't home with the children","and, uh, and how we going to bring that back together.",Right.,I think it goes all the way back to the break up of the family to a certain extent
35,"I think so, and, and then there's a drop in, uh, the training of morals, really, you know.",and that may impact it as well.,"Uh-huh. Right and,","Yeah, that's, I I agree, I think that's where it stems from, is that and, um, you know, you've got a lot of, a lot more women that are working nowadays that aren't home with the children","and, uh, and how we going to bring that back together.",Right.
36,"Right, right.","I think so, and, and then there's a drop in, uh, the training of morals, really, you know.",and that may impact it as well.,"Uh-huh. Right and,","Yeah, that's, I I agree, I think that's where it stems from, is that and, um, you know, you've got a lot of, a lot more women that are working nowadays that aren't home with the children","and, uh, and how we going to bring that back together."
37,"These, some of these young kids you read about, just doesn't bother them to kill someone at all","Right, right.","I think so, and, and then there's a drop in, uh, the training of morals, really, you know.",and that may impact it as well.,"Uh-huh. Right and,","Yeah, that's, I I agree, I think that's where it stems from, is that and, um, you know, you've got a lot of, a lot more women that are working nowadays that aren't home with the children"
38,Yeah,"These, some of these young kids you read about, just doesn't bother them to kill someone at all","Right, right.","I think so, and, and then there's a drop in, uh, the training of morals, really, you know.",and that may impact it as well.,"Uh-huh. Right and,"
39,"I think I think years past maybe our criminals had a little more morals, you know wouldn't kill somebody in cold blood.",Yeah,"These, some of these young kids you read about, just doesn't bother them to kill someone at all","Right, right.","I think so, and, and then there's a drop in, uh, the training of morals, really, you know.",and that may impact it as well.
40,"they don't think twice about it. Yeah. Either that or I don't know if it happened and it wasn't as highly publicized as it is now, or what the, what the,","I think I think years past maybe our criminals had a little more morals, you know wouldn't kill somebody in cold blood.",Yeah,"These, some of these young kids you read about, just doesn't bother them to kill someone at all","Right, right.","I think so, and, and then there's a drop in, uh, the training of morals, really, you know."
41,"I think it was just rare, I really do.","they don't think twice about it. Yeah. Either that or I don't know if it happened and it wasn't as highly publicized as it is now, or what the, what the,","I think I think years past maybe our criminals had a little more morals, you know wouldn't kill somebody in cold blood.",Yeah,"These, some of these young kids you read about, just doesn't bother them to kill someone at all","Right, right."
42,Uh-huh.,"I think it was just rare, I really do.","they don't think twice about it. Yeah. Either that or I don't know if it happened and it wasn't as highly publicized as it is now, or what the, what the,","I think I think years past maybe our criminals had a little more morals, you know wouldn't kill somebody in cold blood.",Yeah,"These, some of these young kids you read about, just doesn't bother them to kill someone at all"
