,response,context,context/0,context/1,context/2,context/3
0,Okay. Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.,Okay.,I guess so,Ready to talk?
1,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay. Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.,Okay.,I guess so
2,Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay. Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.,Okay.
3,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay. Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it",Okay.
4,Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay. Yeah.,"Uh, I want to talk about, um, our family budget,  and the times that it's worked and the times that it hasn't worked and,  give you a general description of it"
5,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now.",Okay. Yeah.
6,Yeah.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.,"bit. Tell me how yours works. Well, at the I introduced you a little bit to it, a few minutes ago, when I said that we are, uh, we're on the east coast now."
7,"and so, what we did was draw up a budget that we thought, uh, was realistic.",Yeah.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina.",Uh-huh.
8,Uh-huh.,"and so, what we did was draw up a budget that we thought, uh, was realistic.",Yeah.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.,"My husband quit a perfectly wonderful job and decided that, well, we both decided we wanted to move to North Carolina."
9,"And, uh, so, we had to make some adjustments because we really are kind of looking for something that we want to do and he wants to do that's satisfactory, and we've been here seven months and he's still hasn't hit up on anything permanently.",Uh-huh.,"and so, what we did was draw up a budget that we thought, uh, was realistic.",Yeah.,"And so naturally we put ourselves, we looked at our budget,",Uh-huh.
