,response,context,context/0,context/1,context/2,context/3
0,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old",Uh.,"Well, uh, I think she's mostly German Shepherd. Uh, she was, uh, uh, a person lives across the street from me, uh, brought her home from work because a coworker of hers, uh, had this dog appear on its front doorstep,","Okay, what kind of puppy you got?"
1,Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old",Uh.,"Well, uh, I think she's mostly German Shepherd. Uh, she was, uh, uh, a person lives across the street from me, uh, brought her home from work because a coworker of hers, uh, had this dog appear on its front doorstep,"
2,"She's, I mean she's that, this young and she's almost housebroken.",Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old",Uh.
3,Wow.,"She's, I mean she's that, this young and she's almost housebroken.",Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old"
4,I mean she actually asks to go out.,Wow.,"She's, I mean she's that, this young and she's almost housebroken.",Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.
5,That's great.,I mean she actually asks to go out.,Wow.,"She's, I mean she's that, this young and she's almost housebroken.",Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though."
6,"And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.,I mean she actually asks to go out.,Wow.,"She's, I mean she's that, this young and she's almost housebroken.",Oh.
7,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.,I mean she actually asks to go out.,Wow.,"She's, I mean she's that, this young and she's almost housebroken."
8,Uh-huh.,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.,I mean she actually asks to go out.,Wow.
9,"Yeah, she just appeared.",Uh-huh.,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.,I mean she actually asks to go out.
10,"Oh, really.","Yeah, she just appeared.",Uh-huh.,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.
11,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really.","Yeah, she just appeared.",Uh-huh.,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so."
12,Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really.","Yeah, she just appeared.",Uh-huh.,"Yeah, well I, I have a dog that God gave us too,"
13,"and I just, you get so attached to them.",Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really.","Yeah, she just appeared.",Uh-huh.
14,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them.",Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really.","Yeah, she just appeared."
15,Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them.",Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really."
16,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them.",Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,"
17,Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them.",Uh-huh.
18,"um, but he had actually was able to get him over that.",Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them."
19,Uh-huh.,"um, but he had actually was able to get him over that.",Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,"
20,"And then he was gaining weight again, was just getting healthy, and, uh, he put on about fifteen to twenty pounds after the thing and then he got hit by a Cadillac.",Uh-huh.,"um, but he had actually was able to get him over that.",Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.
21,Oh no.,"And then he was gaining weight again, was just getting healthy, and, uh, he put on about fifteen to twenty pounds after the thing and then he got hit by a Cadillac.",Uh-huh.,"um, but he had actually was able to get him over that.",Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,"
