,response,context,context/0,context/1,context/2,context/3
0,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough.",Uh-huh.,"Okay. Uh, right now we're living in, well it's me, my wife and, uh, two young boys. And, uh, right now we're in a, uh, I guess it's either a zero lot line or a garden home. Which you might call it.","Well, tell me about your home."
1,Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough.",Uh-huh.,"Okay. Uh, right now we're living in, well it's me, my wife and, uh, two young boys. And, uh, right now we're in a, uh, I guess it's either a zero lot line or a garden home. Which you might call it."
2,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough.",Uh-huh.
3,Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough."
4,"And, uh, it's about a five year old house now.",Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.
5,It sounds nice.,"And, uh, it's about a five year old house now.",Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom."
6,"It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.,"And, uh, it's about a five year old house now.",Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.
7,"Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.,"And, uh, it's about a five year old house now.",Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings."
8,"Yeah. It was a, Landmark is the one who built it.","Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.,"And, uh, it's about a five year old house now.",Huh.
9,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it.","Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.,"And, uh, it's about a five year old house now."
10,Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it.","Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.
11,"And, uh I'm insulating myself from that problem.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it.","Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already"
12,Exactly what happened to them.,"And, uh I'm insulating myself from that problem.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it.","Oh, yeah?"
13,I'm building my own house.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it."
14,"Oh, that's nice.",I'm building my own house.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know."
15,"And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice.",I'm building my own house.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem.",Yeah. That's true.
16,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice.",I'm building my own house.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem."
17,Yeah.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice.",I'm building my own house.,Exactly what happened to them.
18,Are you doing it yourself?,Yeah.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice.",I'm building my own house.
19,Yeah.,Are you doing it yourself?,Yeah.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice."
20,Wow.,Yeah.,Are you doing it yourself?,Yeah.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today"
21,I used to be a builder.,Wow.,Yeah.,Are you doing it yourself?,Yeah.,"Oh, really."
22,"Oh, that's nice.",I used to be a builder.,Wow.,Yeah.,Are you doing it yourself?,Yeah.
23,And I retired about five years ago and  started college.,"Oh, that's nice.",I used to be a builder.,Wow.,Yeah.,Are you doing it yourself?
24,"Oh, I see. Huh.",And I retired about five years ago and  started college.,"Oh, that's nice.",I used to be a builder.,Wow.,Yeah.
25,"And now I'm a college educated builder There's still no work, you know.","Oh, I see. Huh.",And I retired about five years ago and  started college.,"Oh, that's nice.",I used to be a builder.,Wow.
26,Yeah.,"And now I'm a college educated builder There's still no work, you know.","Oh, I see. Huh.",And I retired about five years ago and  started college.,"Oh, that's nice.",I used to be a builder.
27,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.,"And now I'm a college educated builder There's still no work, you know.","Oh, I see. Huh.",And I retired about five years ago and  started college.,"Oh, that's nice."
28,That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.,"And now I'm a college educated builder There's still no work, you know.","Oh, I see. Huh.",And I retired about five years ago and  started college.
29,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.,"And now I'm a college educated builder There's still no work, you know.","Oh, I see. Huh."
30,is that so? I didn't know that.,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.,"And now I'm a college educated builder There's still no work, you know."
31,You can borrow the money to pay somebody else to build your house but you can't borrow the money to build your own.,is that so? I didn't know that.,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.
