,response,context,context/0,context/1,context/2,context/3
0,"Uh, usually either black or red.",Uh-huh.,"Uh, sports car.",Oh. What sort of requirements to you have for your car?,"Uh, well, yeah, I am as a matter of fact. Well, actually I'm looking for another car, but, uh, uh, new, probably not.","Well, are you in the market for a new car?"
1,Uh-huh.,"Uh, usually either black or red.",Uh-huh.,"Uh, sports car.",Oh. What sort of requirements to you have for your car?,"Uh, well, yeah, I am as a matter of fact. Well, actually I'm looking for another car, but, uh, uh, new, probably not."
2,"And electric windows, and power locks",Uh-huh.,"Uh, usually either black or red.",Uh-huh.,"Uh, sports car.",Oh. What sort of requirements to you have for your car?
3,I see,"And electric windows, and power locks",Uh-huh.,"Uh, usually either black or red.",Uh-huh.,"Uh, sports car."
4,"Now,",I see,"And electric windows, and power locks",Uh-huh.,"Uh, usually either black or red.",Uh-huh.
5,"Top of, top of the line.","Now,",I see,"And electric windows, and power locks",Uh-huh.,"Uh, usually either black or red."
6,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line.","Now,",I see,"And electric windows, and power locks",Uh-huh.
7,Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line.","Now,",I see,"And electric windows, and power locks"
8,"It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line.","Now,",I see
9,"Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line.","Now,"
10,"And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line."
11,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window."
12,What about you?,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.
13,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window."
14,Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right."
15,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot"
16,Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?,"Uh-huh, uh-huh."
17,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?
18,Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them."
19,"No, I haven't. Have you?",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.
20,No.,"No, I haven't. Have you?",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work"
21,"Somehow I just think, you know, I like the idea",No.,"No, I haven't. Have you?",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.
22,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea",No.,"No, I haven't. Have you?",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,"
23,Right.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea",No.,"No, I haven't. Have you?",Have you ever had a car with an air bag?
24,"uh, yeah. I, actually, I like the anti-lock brakes.",Right.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea",No.,"No, I haven't. Have you?"
25,"Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea",No.
26,"And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea"
27,"Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.,"Well, it, it sure seems to save lives and"
28,"But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.
29,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes."
30,What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea."
31,"It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up."
32,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh."
33,Yeah.,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?"
34,"Did it have, what, a three speed or a four speed?",Yeah.,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it."
35,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?",Yeah.,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?
36,Wow.,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?",Yeah.,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer."
37,"So, I guess in this area, at least, you know, if it's not automatic, it doesn't move.",Wow.,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?",Yeah.,"Huh, stick shift, huh?"
38,"Well, actually, I much prefer a stick shift and, what, I'm, I'm curious. I, I know why I love a stick shift. Why why did you want one?","So, I guess in this area, at least, you know, if it's not automatic, it doesn't move.",Wow.,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?",Yeah.
39,"Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable.","Well, actually, I much prefer a stick shift and, what, I'm, I'm curious. I, I know why I love a stick shift. Why why did you want one?","So, I guess in this area, at least, you know, if it's not automatic, it doesn't move.",Wow.,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?"
40,Uh-huh.,"Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable.","Well, actually, I much prefer a stick shift and, what, I'm, I'm curious. I, I know why I love a stick shift. Why why did you want one?","So, I guess in this area, at least, you know, if it's not automatic, it doesn't move.",Wow.,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it."
41,"Uh,",Uh-huh.,"Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable.","Well, actually, I much prefer a stick shift and, what, I'm, I'm curious. I, I know why I love a stick shift. Why why did you want one?","So, I guess in this area, at least, you know, if it's not automatic, it doesn't move.",Wow.
42,It's hard to find stick shift cars anymore.,"Uh,",Uh-huh.,"Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable.","Well, actually, I much prefer a stick shift and, what, I'm, I'm curious. I, I know why I love a stick shift. Why why did you want one?","So, I guess in this area, at least, you know, if it's not automatic, it doesn't move."
43,"I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,",It's hard to find stick shift cars anymore.,"Uh,",Uh-huh.,"Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable.","Well, actually, I much prefer a stick shift and, what, I'm, I'm curious. I, I know why I love a stick shift. Why why did you want one?"
44,"Huh, yeah.","I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,",It's hard to find stick shift cars anymore.,"Uh,",Uh-huh.,"Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable."
45,"So,","Huh, yeah.","I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,",It's hard to find stick shift cars anymore.,"Uh,",Uh-huh.
46,"No, I mean most of the sports cars are stick shift.","So,","Huh, yeah.","I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,",It's hard to find stick shift cars anymore.,"Uh,"
47,"Well, I'm not even sure all of them are anymore. At least in this area.","No, I mean most of the sports cars are stick shift.","So,","Huh, yeah.","I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,",It's hard to find stick shift cars anymore.
48,Huh.,"Well, I'm not even sure all of them are anymore. At least in this area.","No, I mean most of the sports cars are stick shift.","So,","Huh, yeah.","I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,"
49,"Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift.",Huh.,"Well, I'm not even sure all of them are anymore. At least in this area.","No, I mean most of the sports cars are stick shift.","So,","Huh, yeah."
50,Huh.,"Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift.",Huh.,"Well, I'm not even sure all of them are anymore. At least in this area.","No, I mean most of the sports cars are stick shift.","So,"
51,And so why do you like stick shift?,Huh.,"Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift.",Huh.,"Well, I'm not even sure all of them are anymore. At least in this area.","No, I mean most of the sports cars are stick shift."
52,"Uh, I guess I, I grew up on it and it's fun. It's, it's an enjoyable part of driving. I do feel like I have, uh, more control over the car",And so why do you like stick shift?,Huh.,"Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift.",Huh.,"Well, I'm not even sure all of them are anymore. At least in this area."
53,Uh-huh.,"Uh, I guess I, I grew up on it and it's fun. It's, it's an enjoyable part of driving. I do feel like I have, uh, more control over the car",And so why do you like stick shift?,Huh.,"Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift.",Huh.
54,"and it, it, to me, it gives me more, a lot more control in snow and ice and slick conditions.",Uh-huh.,"Uh, I guess I, I grew up on it and it's fun. It's, it's an enjoyable part of driving. I do feel like I have, uh, more control over the car",And so why do you like stick shift?,Huh.,"Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift."
55,Uh-huh. Right.,"and it, it, to me, it gives me more, a lot more control in snow and ice and slick conditions.",Uh-huh.,"Uh, I guess I, I grew up on it and it's fun. It's, it's an enjoyable part of driving. I do feel like I have, uh, more control over the car",And so why do you like stick shift?,Huh.
56,"Uh, it, it does, uh, I don't know, it, it's really more fun than anything else. As long as you're not stuck in heavy traffic, it's fun",Uh-huh. Right.,"and it, it, to me, it gives me more, a lot more control in snow and ice and slick conditions.",Uh-huh.,"Uh, I guess I, I grew up on it and it's fun. It's, it's an enjoyable part of driving. I do feel like I have, uh, more control over the car",And so why do you like stick shift?
57,"Right, and actually it's probably safer on, you know, at long trips because it keeps you more active.","Uh, it, it does, uh, I don't know, it, it's really more fun than anything else. As long as you're not stuck in heavy traffic, it's fun",Uh-huh. Right.,"and it, it, to me, it gives me more, a lot more control in snow and ice and slick conditions.",Uh-huh.,"Uh, I guess I, I grew up on it and it's fun. It's, it's an enjoyable part of driving. I do feel like I have, uh, more control over the car"
58,"Yeah, yeah","Right, and actually it's probably safer on, you know, at long trips because it keeps you more active.","Uh, it, it does, uh, I don't know, it, it's really more fun than anything else. As long as you're not stuck in heavy traffic, it's fun",Uh-huh. Right.,"and it, it, to me, it gives me more, a lot more control in snow and ice and slick conditions.",Uh-huh.
59,"So,","Yeah, yeah","Right, and actually it's probably safer on, you know, at long trips because it keeps you more active.","Uh, it, it does, uh, I don't know, it, it's really more fun than anything else. As long as you're not stuck in heavy traffic, it's fun",Uh-huh. Right.,"and it, it, to me, it gives me more, a lot more control in snow and ice and slick conditions."
60,"Yeah, uh, of course, I like gadgets and, and, uh, fun things, on the cars, which are all the things, course, the","So,","Yeah, yeah","Right, and actually it's probably safer on, you know, at long trips because it keeps you more active.","Uh, it, it does, uh, I don't know, it, it's really more fun than anything else. As long as you're not stuck in heavy traffic, it's fun",Uh-huh. Right.
