,response,context,context/0,context/1,context/2,context/3
0,"Yes, we're not too long distance today.","You're in Plano also, huh?",I'm in Plano also,"Great, Nancy.","Hi, fine, I'm Nancy. How are you?","Brian in Plano, Texas. How are you doing today?"
1,"Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today.","You're in Plano also, huh?",I'm in Plano also,"Great, Nancy.","Hi, fine, I'm Nancy. How are you?"
2,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today.","You're in Plano also, huh?",I'm in Plano also,"Great, Nancy."
3,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today.","You're in Plano also, huh?",I'm in Plano also
4,Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today.","You're in Plano also, huh?"
5,"All right. Well, good to hear, good to hear.",Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today."
6,Learned about their basketball team,"All right. Well, good to hear, good to hear.",Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania."
7,Which one?,Learned about their basketball team,"All right. Well, good to hear, good to hear.",Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it."
8,"Uh, Jazz.",Which one?,Learned about their basketball team,"All right. Well, good to hear, good to hear.",Yeah.,Really?
9,"Oh, yeah.","Uh, Jazz.",Which one?,Learned about their basketball team,"All right. Well, good to hear, good to hear.",Yeah.
10,Yeah.,"Oh, yeah.","Uh, Jazz.",Which one?,Learned about their basketball team,"All right. Well, good to hear, good to hear."
11,The Utah Jazz.,Yeah.,"Oh, yeah.","Uh, Jazz.",Which one?,Learned about their basketball team
12,Yeah.,The Utah Jazz.,Yeah.,"Oh, yeah.","Uh, Jazz.",Which one?
13,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there.",Yeah.,The Utah Jazz.,Yeah.,"Oh, yeah.","Uh, Jazz."
14,Yeah.,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there.",Yeah.,The Utah Jazz.,Yeah.,"Oh, yeah."
15,"Well, you ready for New Year's Eve?",Yeah.,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there.",Yeah.,The Utah Jazz.,Yeah.
