,response,context,context/0,context/1,context/2,context/3
0,Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it.",She didn't announce that to you?,Uh-huh.,Are you ready?
1,"So, what are your thoughts on dining out?",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it.",She didn't announce that to you?,Uh-huh.
2,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it.",She didn't announce that to you?
3,Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it."
4,"Well, a little bit for the price,",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant"
5,Okay.,"Well, a little bit for the price,",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?",Right
6,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.,"Well, a little bit for the price,",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?"
7,Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.,"Well, a little bit for the price,",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else."
8,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.,"Well, a little bit for the price,",Not for the price?
9,Uh-huh.,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.,"Well, a little bit for the price,"
10,"Some of the, some of the best food I have ever had was out of a, outside or inside of a place that we drove up and I was like, I'm not eating in there Are you nuts? And, uh, we went in and it was the it was the most wonderful food.",Uh-huh.,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.
11,"My word, it's like mama in the back kitchen, huh?","Some of the, some of the best food I have ever had was out of a, outside or inside of a place that we drove up and I was like, I'm not eating in there Are you nuts? And, uh, we went in and it was the it was the most wonderful food.",Uh-huh.,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food."
