,response,context,context/0,context/1,context/2,context/3
0,"And my in-laws also have one, and they're almost as close.",I see.,so we use that one.,Oh.,"I don't have one in my home here. My, um, parents have one and they live just about three miles away,","Okay. Uh, do you own a P C by the way? I'm guessing you probably do."
1,Right.,"And my in-laws also have one, and they're almost as close.",I see.,so we use that one.,Oh.,"I don't have one in my home here. My, um, parents have one and they live just about three miles away,"
2,They're in Richardson.,Right.,"And my in-laws also have one, and they're almost as close.",I see.,so we use that one.,Oh.
3,"Uh-huh, uh-huh. And what kinds of things do you use it for when you when you go to their houses to them?",They're in Richardson.,Right.,"And my in-laws also have one, and they're almost as close.",I see.,so we use that one.
4,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,","Uh-huh, uh-huh. And what kinds of things do you use it for when you when you go to their houses to them?",They're in Richardson.,Right.,"And my in-laws also have one, and they're almost as close.",I see.
5,Yeah.,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,","Uh-huh, uh-huh. And what kinds of things do you use it for when you when you go to their houses to them?",They're in Richardson.,Right.,"And my in-laws also have one, and they're almost as close."
6,also I have a nine year old that I've been home schooling for the last three years.,Yeah.,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,","Uh-huh, uh-huh. And what kinds of things do you use it for when you when you go to their houses to them?",They're in Richardson.,Right.
7,Oh.,also I have a nine year old that I've been home schooling for the last three years.,Yeah.,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,","Uh-huh, uh-huh. And what kinds of things do you use it for when you when you go to their houses to them?",They're in Richardson.
8,"And we got, uh, the one that my parents have is an Apple Two E.",Oh.,also I have a nine year old that I've been home schooling for the last three years.,Yeah.,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,","Uh-huh, uh-huh. And what kinds of things do you use it for when you when you go to their houses to them?"
9,Uh-huh.,"And we got, uh, the one that my parents have is an Apple Two E.",Oh.,also I have a nine year old that I've been home schooling for the last three years.,Yeah.,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,"
10,"And I have a sister-in-law who is, who works in the Fort Worth school district.",Uh-huh.,"And we got, uh, the one that my parents have is an Apple Two E.",Oh.,also I have a nine year old that I've been home schooling for the last three years.,Yeah.
11,Uh-huh.,"And I have a sister-in-law who is, who works in the Fort Worth school district.",Uh-huh.,"And we got, uh, the one that my parents have is an Apple Two E.",Oh.,also I have a nine year old that I've been home schooling for the last three years.
12,"And so she got me copies of, uh, several of the Apple programs for school programs,",Uh-huh.,"And I have a sister-in-law who is, who works in the Fort Worth school district.",Uh-huh.,"And we got, uh, the one that my parents have is an Apple Two E.",Oh.
13,Great. Yeah.,"And so she got me copies of, uh, several of the Apple programs for school programs,",Uh-huh.,"And I have a sister-in-law who is, who works in the Fort Worth school district.",Uh-huh.,"And we got, uh, the one that my parents have is an Apple Two E."
