Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
3	0	3	to the right	45	8	2	f	40,45,48	[[40, 45], [45, 48]]
8	2	2	of the	26	63	1	f	25,26,29,59,63,66,83,88	[[25, 26, 29], [26, 29], [59, 63], [63, 66], [83, 88]]
4	1	2	to the	45	10	3	f	40,45,48,50	[[40, 45], [45, 48, 50]]
4	1	2	and then	50	62	3	g	49,50,110,111	[[49, 50], [110, 111]]
3	1	2	at the	30	3	1	g	29,30,32	[[29, 30, 32]]
2	0	2	got a	99	3	5	g	96,99	[[96, 99]]
3	1	2	right okay	89	5	1	g	86,89,91	[[86, 89, 91]]
2	0	2	and just	118	1	1	g	117,118	[[117, 118]]
2	0	2	over the	51	1	1	g	50,51	[[50, 51]]
2	0	2	you've got	33	1	1	f	32,33	[[32, 33]]
2	0	2	in that	66	5	1	g	61,66	[[61, 66]]
2	0	2	okay ehm	91	3	1	f	88,91	[[88, 91]]
2	0	2	right round	72	3	1	g	69,72	[[69, 72]]
2	0	2	stone creek	66	5	1	g	61,66	[[61, 66]]
2	0	2	turn right	89	5	1	f	84,89	[[84, 89]]
47	18	1	the	8	114	1	g	3,8,14,18,19,25,26,27,29,30,31,32,34,40,43,45,47,48,49,50,51,52,59,60,61,63,66,67,68,69,70,72,74,75,77,78,83,88,89,92,93,95,105,109,111,113,117	[[3, 8], [14, 18, 19], [18, 19], [25, 26, 27, 29, 30], [26, 27, 29, 30, 31], [27, 29, 30, 31, 32], [29, 30, 31, 32, 34], [30, 31, 32, 34], [31, 32, 34], [32, 34], [40, 43, 45], [43, 45, 47, 48], [45, 47, 48, 49, 50], [47, 48, 49, 50, 51, 52], [48, 49, 50, 51, 52], [49, 50, 51, 52], [50, 51, 52], [51, 52], [59, 60, 61, 63], [60, 61, 63], [61, 63, 66], [63, 66, 67, 68], [66, 67, 68, 69, 70], [67, 68, 69, 70, 72], [68, 69, 70, 72], [69, 70, 72, 74], [70, 72, 74, 75], [72, 74, 75, 77], [74, 75, 77, 78], [75, 77, 78], [77, 78], [78, 83], [83, 88], [88, 89, 92, 93], [89, 92, 93], [92, 93, 95], [93, 95], [105, 109], [109, 111, 113], [111, 113], [113, 117]]
39	16	1	right	13	114	3	f	4,6,8,13,30,31,32,33,34,40,41,42,45,46,48,50,55,62,63,65,67,69,72,74,83,84,86,87,89,91,92,93,95,98,101,111,114,116,118	[[4, 6, 8], [6, 8], [8, 13], [30, 31, 32, 33, 34], [31, 32, 33, 34], [32, 33, 34], [33, 34], [40, 41, 42, 45], [41, 42, 45, 46], [42, 45, 46], [45, 46, 48, 50], [46, 48, 50], [48, 50], [50, 55], [62, 63, 65, 67], [63, 65, 67], [65, 67, 69], [67, 69, 72], [69, 72, 74], [72, 74], [83, 84, 86, 87], [84, 86, 87, 89], [86, 87, 89, 91], [87, 89, 91, 92], [89, 91, 92, 93], [91, 92, 93, 95], [92, 93, 95], [93, 95, 98], [95, 98], [98, 101], [111, 114, 116], [114, 116, 118]]
20	9	1	and	50	108	1	f	11,13,29,31,49,50,59,63,66,69,77,78,82,88,89,110,111,117,118,119	[[11, 13], [29, 31], [49, 50], [59, 63], [63, 66], [66, 69], [77, 78, 82], [78, 82], [88, 89], [110, 111], [117, 118, 119]]
22	11	1	of	8	106	1	g	5,8,25,26,29,40,43,47,55,59,63,66,72,75,77,83,88,93,95,105,109,111	[[5, 8], [25, 26, 29], [26, 29], [40, 43], [43, 47], [55, 59], [59, 63], [63, 66], [72, 75, 77], [75, 77], [83, 88], [88, 93], [93, 95], [105, 109], [109, 111]]
17	7	1	to	13	87	1	f	8,13,15,25,26,31,40,45,46,48,50,61,63,66,89,93,95	[[8, 13], [13, 15], [25, 26], [26, 31], [40, 45], [45, 46, 48, 50], [46, 48, 50], [48, 50], [61, 63, 66], [63, 66], [89, 93], [93, 95]]
16	11	1	a	60	80	7	g	19,21,31,33,43,45,60,63,71,73,77,79,85,89,96,99	[[19, 21], [31, 33], [43, 45], [60, 63], [71, 73], [73, 77], [77, 79], [85, 89], [96, 99]]
12	4	1	down	5	119	1	f	0,5,11,13,47,49,50,55,68,69,118,119	[[0, 5], [11, 13], [47, 49, 50], [49, 50], [50, 55], [68, 69], [118, 119]]
11	4	1	got	20	82	1	g	19,20,23,32,33,35,39,43,96,99,101	[[19, 20, 23], [20, 23], [32, 33, 35], [33, 35], [35, 39], [39, 43], [96, 99, 101]]
6	2	1	okay	63	33	3	g	58,63,86,88,89,91	[[58, 63], [86, 88, 89, 91]]
8	3	1	go	10	110	1	g	9,10,24,29,89,92,118,119	[[9, 10], [24, 29], [89, 92], [118, 119]]
10	5	1	just	13	108	1	f	10,13,17,19,29,31,40,43,117,118	[[10, 13], [13, 17], [17, 19], [29, 31], [40, 43], [117, 118]]
9	3	1	so	27	59	1	f	24,27,45,46,47,63,67,78,83	[[24, 27], [45, 46, 47], [46, 47], [63, 67], [78, 83]]
8	3	1	then	50	66	5	g	45,47,49,50,59,63,110,111	[[45, 47, 49, 50], [47, 49, 50], [49, 50], [59, 63], [110, 111]]
7	4	1	yeah	7	114	1	f	2,7,103,104,106,112,116	[[2, 7], [103, 104, 106], [104, 106], [112, 116]]
4	2	1	i	43	25	2	f	40,43,63,65	[[40, 43], [63, 65]]
4	1	1	uh-huh	115	72	4	f	44,48,115,116	[[44, 48], [115, 116]]
6	1	1	left	27	90	1	f	26,27,63,66,111,116	[[26, 27], [63, 66], [111, 116]]
3	1	1	at	30	3	1	g	29,30,32	[[29, 30, 32]]
3	1	1	that	66	5	2	g	61,65,66	[[61, 65, 66]]
3	1	1	in	66	5	4	g	61,63,66	[[61, 63, 66]]
2	0	1	about	40	3	3	g	37,40	[[37, 40]]
3	0	1	creek	61	6	1	g	60,61,66	[[60, 61], [61, 66]]
5	1	1	going	74	17	1	f	61,63,74,75,78	[[61, 63], [74, 75, 78]]
2	0	1	on	60	3	1	g	57,60	[[57, 60]]
2	0	1	there	38	3	1	f	35,38	[[35, 38]]
2	0	1	aye	84	3	2	f	81,84	[[81, 84]]
2	0	1	be	81	1	2	g	80,81	[[80, 81]]
3	1	1	but	66	7	3	g	61,66,68	[[61, 66], [66, 68]]
2	0	1	it	29	5	2	f	24,29	[[24, 29]]
2	0	1	mmhmm	102	1	3	f	101,102	[[101, 102]]
4	1	1	my	81	36	1	g	80,81,114,116	[[80, 81], [114, 116]]
2	0	1	which	60	1	2	g	59,60	[[59, 60]]
2	0	1	you've	33	1	1	f	32,33	[[32, 33]]
2	0	1	cottage	52	3	1	g	49,52	[[49, 52]]
2	0	1	ehm	91	3	2	g	88,91	[[88, 91]]
2	0	1	oh	39	5	1	f	34,39	[[34, 39]]
2	0	1	over	51	1	1	g	50,51	[[50, 51]]
2	0	1	round	72	3	1	f	69,72	[[69, 72]]
2	0	1	avoid	46	3	2	g	43,46	[[43, 46]]
2	0	1	stone	66	5	1	g	61,66	[[61, 66]]
2	0	1	turn	89	5	1	f	84,89	[[84, 89]]
2	0	1	before	19	1	1	f	18,19	[[18, 19]]
