Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	6	just stop at the old lighthouse	130	1	1	g	129,130	[[129, 130]]
2	0	4	to the right of	183	3	1	f	180,183	[[180, 183]]
2	0	3	to the right	183	3	2	g	180,183	[[180, 183]]
2	0	3	don't have a	175	3	1	f	172,175	[[172, 175]]
2	0	3	the concealed hideout	68	3	1	g	65,68	[[65, 68]]
11	4	2	of the	66	88	4	g	65,66,68,69,82,85,90,92,97,151,153	[[65, 66, 68, 69], [66, 68, 69], [68, 69], [82, 85], [85, 90], [90, 92], [92, 97], [151, 153]]
10	5	2	to the	58	126	1	g	57,58,90,92,113,117,161,166,180,183	[[57, 58], [90, 92], [113, 117], [161, 166], [180, 183]]
2	0	2	at the	130	1	1	g	129,130	[[129, 130]]
2	0	2	i've got	133	5	1	f	128,133	[[128, 133]]
4	1	2	the top	62	28	3	g	57,62,82,85	[[57, 62], [82, 85]]
4	1	2	have a	172	84	4	g	91,95,172,175	[[91, 95], [172, 175]]
2	0	2	left-hand side	83	1	2	g	82,83	[[82, 83]]
2	0	2	past the	194	3	1	f	191,194	[[191, 194]]
2	0	2	the old	130	1	2	g	129,130	[[129, 130]]
2	0	2	and the	42	3	1	g	39,42	[[39, 42]]
2	0	2	concealed hideout	68	3	1	g	65,68	[[65, 68]]
2	0	2	got the	11	5	1	f	6,11	[[6, 11]]
2	0	2	right of	183	3	1	g	180,183	[[180, 183]]
2	0	2	doing that	124	1	1	g	123,124	[[123, 124]]
2	0	2	on the	97	1	1	f	96,97	[[96, 97]]
2	0	2	straight across	25	5	1	f	20,25	[[20, 25]]
81	28	1	the	6	206	2	g	1,3,6,7,9,10,11,13,16,17,18,19,23,25,33,36,39,40,41,42,45,55,57,58,61,62,63,65,66,68,69,74,75,82,83,84,85,86,87,90,92,96,97,101,103,106,113,117,119,125,128,129,130,134,137,139,141,145,150,151,153,159,160,161,164,166,169,171,173,180,183,187,188,191,194,196,199,200,201,206,207	[[1, 3, 6], [3, 6, 7], [6, 7, 9, 10, 11], [7, 9, 10, 11], [9, 10, 11, 13], [10, 11, 13], [11, 13, 16], [13, 16, 17, 18], [16, 17, 18, 19], [17, 18, 19], [18, 19, 23], [19, 23], [23, 25], [33, 36], [36, 39, 40, 41], [39, 40, 41, 42], [40, 41, 42, 45], [41, 42, 45], [42, 45], [55, 57, 58], [57, 58, 61, 62], [58, 61, 62, 63], [61, 62, 63, 65, 66], [62, 63, 65, 66], [63, 65, 66, 68], [65, 66, 68, 69], [66, 68, 69], [68, 69], [69, 74], [74, 75], [82, 83, 84, 85, 86, 87], [83, 84, 85, 86, 87], [84, 85, 86, 87], [85, 86, 87, 90], [86, 87, 90], [87, 90, 92], [90, 92], [92, 96, 97], [96, 97, 101], [97, 101], [101, 103, 106], [103, 106], [113, 117], [117, 119], [125, 128, 129, 130], [128, 129, 130], [129, 130, 134], [130, 134], [134, 137, 139], [137, 139, 141], [139, 141], [141, 145], [145, 150], [150, 151, 153], [151, 153], [159, 160, 161, 164], [160, 161, 164], [161, 164, 166], [164, 166, 169], [166, 169, 171], [169, 171, 173], [171, 173], [180, 183], [183, 187, 188], [187, 188, 191], [188, 191], [191, 194, 196], [194, 196, 199], [196, 199, 200, 201], [199, 200, 201], [200, 201], [201, 206], [206, 207]]
58	27	1	right	13	196	2	f	10,13,14,18,19,21,23,27,29,30,57,59,61,64,65,68,70,74,78,81,88,91,96,100,102,103,110,112,113,115,117,131,132,140,141,142,146,150,153,157,160,165,166,171,177,179,180,182,183,186,188,190,191,198,200,203,205,206	[[10, 13, 14], [13, 14, 18], [14, 18, 19], [18, 19, 21, 23], [19, 21, 23], [21, 23], [23, 27], [27, 29, 30], [29, 30], [57, 59, 61], [59, 61, 64], [61, 64, 65], [64, 65, 68], [65, 68, 70], [68, 70], [70, 74], [74, 78], [78, 81], [88, 91], [91, 96], [96, 100], [100, 102, 103], [102, 103], [110, 112, 113, 115], [112, 113, 115, 117], [113, 115, 117], [115, 117], [131, 132], [140, 141, 142], [141, 142, 146], [142, 146], [146, 150], [150, 153], [153, 157], [157, 160], [160, 165], [165, 166], [166, 171], [177, 179, 180, 182], [179, 180, 182, 183], [180, 182, 183], [182, 183, 186], [183, 186, 188], [186, 188, 190, 191], [188, 190, 191], [190, 191], [198, 200, 203], [200, 203, 205], [203, 205, 206]]
38	31	1	you	86	182	18	g	5,9,11,29,31,33,35,39,57,61,65,67,69,73,77,79,86,91,95,101,105,111,113,115,117,119,123,124,126,127,137,139,165,166,175,177,185,187	[[5, 9], [9, 11], [29, 31, 33], [31, 33, 35], [33, 35], [35, 39], [57, 61], [61, 65], [65, 67, 69], [67, 69], [69, 73], [73, 77], [77, 79], [86, 91], [91, 95], [101, 105], [111, 113, 115], [113, 115, 117], [115, 117, 119], [117, 119], [119, 123, 124], [123, 124, 126, 127], [124, 126, 127], [126, 127], [137, 139], [165, 166], [175, 177], [185, 187]]
30	12	1	a	6	197	1	g	3,6,33,35,84,86,91,95,96,97,109,111,123,127,128,132,136,157,158,159,162,164,165,171,172,175,185,186,197,200	[[3, 6], [33, 35], [84, 86], [86, 91], [91, 95, 96], [95, 96, 97], [96, 97], [109, 111], [123, 127, 128], [127, 128, 132], [128, 132], [132, 136], [157, 158, 159, 162], [158, 159, 162], [159, 162, 164], [162, 164, 165], [164, 165], [171, 172, 175], [172, 175], [185, 186], [197, 200]]
26	13	1	and	6	186	1	g	3,6,38,39,40,42,55,57,58,61,109,111,113,117,122,123,139,141,159,162,163,168,171,175,185,189	[[3, 6], [38, 39, 40, 42], [39, 40, 42], [40, 42], [55, 57, 58], [57, 58, 61], [58, 61], [109, 111, 113], [111, 113], [113, 117], [117, 122], [122, 123], [139, 141], [159, 162, 163], [162, 163], [163, 168], [168, 171], [171, 175], [185, 189]]
27	16	1	of	66	202	7	g	1,3,7,65,66,68,69,74,82,85,90,92,97,113,117,119,151,153,157,161,164,180,183,185,188,200,203	[[1, 3], [3, 7], [65, 66, 68, 69], [66, 68, 69], [68, 69], [69, 74], [82, 85], [85, 90], [90, 92], [92, 97], [113, 117], [117, 119], [151, 153], [153, 157], [157, 161], [161, 164], [180, 183, 185], [183, 185, 188], [185, 188], [200, 203]]
25	10	1	to	40	148	6	g	35,39,40,57,58,90,91,92,109,113,115,117,123,128,134,139,151,153,161,162,165,166,171,180,183	[[35, 39, 40], [39, 40], [57, 58], [90, 91, 92], [91, 92], [109, 113], [113, 115, 117], [115, 117], [123, 128], [134, 139], [151, 153], [161, 162, 165, 166], [162, 165, 166], [165, 166], [166, 171], [180, 183]]
21	14	1	go	90	166	10	g	3,7,57,61,83,87,90,97,101,103,115,117,119,123,151,153,156,159,162,166,169	[[3, 7], [57, 61], [83, 87], [87, 90], [97, 101], [101, 103], [115, 117, 119], [117, 119], [119, 123], [151, 153, 156], [153, 156], [156, 159], [159, 162], [162, 166], [166, 169]]
13	4	1	down	113	122	5	g	72,76,113,117,119,122,125,139,142,163,168,191,194	[[72, 76], [113, 117], [117, 119, 122], [119, 122], [122, 125], [139, 142], [163, 168], [191, 194]]
13	4	1	okay	12	168	2	g	11,12,29,31,100,102,146,148,155,160,173,174,179	[[11, 12], [29, 31], [100, 102], [146, 148], [155, 160], [173, 174], [174, 179]]
14	9	1	have	86	122	8	g	65,67,69,77,79,86,91,95,123,126,172,175,185,187	[[65, 67, 69], [67, 69], [77, 79], [86, 91], [91, 95], [123, 126], [172, 175], [185, 187]]
10	6	1	just	97	109	1	f	92,97,101,125,129,130,171,173,199,201	[[92, 97], [97, 101], [125, 129, 130], [129, 130], [171, 173], [199, 201]]
13	5	1	got	11	197	1	f	6,11,57,61,93,96,123,128,133,185,186,200,203	[[6, 11], [57, 61], [93, 96], [123, 128], [128, 133], [185, 186], [200, 203]]
10	5	1	no	98	140	3	f	69,73,93,98,123,124,128,200,204,209	[[69, 73], [93, 98], [123, 124, 128], [124, 128], [200, 204], [204, 209]]
10	4	1	it	35	113	3	g	30,35,60,62,66,74,75,134,139,143	[[30, 35], [60, 62], [62, 66], [74, 75], [134, 139], [139, 143]]
6	2	1	then	61	41	1	g	38,40,58,61,76,79	[[38, 40], [58, 61], [76, 79]]
10	5	1	yeah	53	122	1	g	32,34,53,55,56,61,133,135,152,154	[[32, 34], [53, 55, 56], [55, 56], [56, 61], [133, 135], [152, 154]]
12	9	1	i	161	184	2	f	24,26,80,84,90,92,122,124,156,161,206,208	[[24, 26], [80, 84], [90, 92], [122, 124], [156, 161], [206, 208]]
6	3	1	do	80	18	1	g	77,79,80,90,91,95	[[77, 79, 80], [79, 80], [90, 91, 95]]
5	0	1	left	61	34	1	g	58,61,90,91,92	[[58, 61], [90, 91, 92]]
4	2	1	so	162	45	1	f	117,119,157,162	[[117, 119], [157, 162]]
11	6	1	up	42	150	4	g	1,3,5,39,42,113,115,137,141,150,151	[[1, 3, 5], [3, 5], [39, 42], [113, 115], [137, 141], [150, 151]]
4	1	1	in	137	56	5	g	132,137,185,188	[[132, 137], [185, 188]]
2	0	1	that	124	1	6	g	123,124	[[123, 124]]
5	3	1	uh-huh	49	9	4	f	44,46,48,49,53	[[44, 46, 48, 49], [46, 48, 49], [48, 49, 53]]
4	1	1	at	57	76	1	f	54,57,129,130	[[54, 57], [129, 130]]
4	1	1	i've	96	40	1	f	93,96,128,133	[[93, 96], [128, 133]]
4	1	1	along	43	28	1	g	40,43,66,68	[[40, 43], [66, 68]]
4	2	1	mmhmm	104	21	1	f	99,104,118,120	[[99, 104], [118, 120]]
2	0	1	below	163	3	1	g	160,163	[[160, 163]]
2	0	1	mine	36	3	1	f	33,36	[[33, 36]]
4	2	1	now	163	83	1	g	82,84,163,165	[[82, 84], [163, 165]]
5	2	1	on	97	76	3	g	96,97,165,169,172	[[96, 97], [165, 169], [169, 172]]
4	1	1	past	69	128	1	g	66,69,191,194	[[66, 69], [191, 194]]
6	1	1	side	82	94	4	g	3,7,82,83,96,97	[[3, 7], [82, 83], [96, 97]]
2	0	1	well	197	1	6	g	196,197	[[196, 197]]
4	2	1	where	80	67	2	g	17,19,80,84	[[17, 19], [80, 84]]
2	0	1	from	85	1	2	g	84,85	[[84, 85]]
4	1	1	or	17	50	1	f	16,17,62,66	[[16, 17], [62, 66]]
4	2	1	straight	25	121	1	g	20,25,137,141	[[20, 25], [137, 141]]
2	0	1	is	41	5	1	g	36,41	[[36, 41]]
4	2	1	oh	170	111	1	f	61,65,170,172	[[61, 65], [170, 172]]
4	2	1	old	130	55	3	g	75,77,129,130	[[75, 77], [129, 130]]
2	0	1	turn	38	3	2	g	35,38	[[35, 38]]
2	0	1	like	6	5	1	g	1,6	[[1, 6]]
2	0	1	across	25	5	1	f	20,25	[[20, 25]]
3	0	1	how	72	4	1	g	69,72,73	[[69, 72, 73]]
2	0	1	rocks	161	1	2	f	160,161	[[160, 161]]
2	0	1	stop	130	1	2	g	129,130	[[129, 130]]
3	1	1	there's	193	7	2	f	186,188,193	[[186, 188], [188, 193]]
