Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	4	below the diamond mine	3	1	1	f	2,3	[[2, 3]]
2	0	3	a slight curve	50	1	1	g	49,50	[[49, 50]]
4	0	2	to the	9	77	2	f	6,9,78,83	[[6, 9], [78, 83]]
2	0	2	at the	102	3	1	g	99,102	[[99, 102]]
3	0	2	right so	58	8	1	g	53,58,61	[[53, 58], [58, 61]]
2	0	2	below the	3	1	1	f	2,3	[[2, 3]]
2	0	2	abandoned cottage	6	1	1	g	5,6	[[5, 6]]
2	0	2	so i	61	3	1	f	58,61	[[58, 61]]
37	19	1	the	1	109	1	f	0,1,2,3,5,6,9,11,13,15,27,32,35,37,38,39,41,43,45,47,53,55,59,61,62,69,74,75,78,79,83,95,99,101,102,107,109	[[0, 1, 2, 3, 5], [1, 2, 3, 5, 6], [2, 3, 5, 6], [3, 5, 6], [5, 6, 9], [6, 9, 11], [9, 11, 13], [11, 13, 15], [13, 15], [27, 32], [32, 35, 37], [35, 37, 38, 39], [37, 38, 39, 41], [38, 39, 41, 43], [39, 41, 43], [41, 43, 45], [43, 45, 47], [45, 47], [53, 55], [55, 59], [59, 61, 62], [61, 62], [69, 74], [74, 75, 78, 79], [75, 78, 79], [78, 79, 83], [79, 83], [95, 99], [99, 101, 102], [101, 102], [102, 107], [107, 109]]
35	11	1	right	1	109	1	f	0,1,6,7,9,13,25,29,30,35,41,42,43,48,52,53,58,61,68,71,73,74,75,83,86,90,93,94,95,96,99,102,105,107,109	[[0, 1], [1, 6], [6, 7, 9], [7, 9], [9, 13], [25, 29, 30], [29, 30], [30, 35], [41, 42, 43], [42, 43], [43, 48], [48, 52, 53], [52, 53], [53, 58], [58, 61], [68, 71, 73], [71, 73, 74, 75], [73, 74, 75], [74, 75], [83, 86], [86, 90], [90, 93, 94, 95], [93, 94, 95, 96], [94, 95, 96, 99], [95, 96, 99], [96, 99], [99, 102], [102, 105, 107], [105, 107, 109]]
24	19	1	you	84	102	19	g	3,5,19,23,25,27,29,31,41,43,45,59,61,69,73,79,83,84,89,91,95,102,103,105	[[3, 5], [19, 23], [23, 25, 27], [25, 27, 29], [27, 29, 31], [29, 31], [41, 43, 45], [43, 45], [59, 61], [69, 73], [79, 83, 84], [83, 84], [84, 89], [89, 91], [91, 95], [102, 103, 105]]
20	10	1	a	30	81	4	g	27,29,30,34,41,45,49,50,53,59,61,63,67,70,73,74,76,103,105,108	[[27, 29, 30], [29, 30, 34], [30, 34], [41, 45], [45, 49, 50], [49, 50, 53], [50, 53], [59, 61, 63], [61, 63], [63, 67], [67, 70], [70, 73, 74], [73, 74, 76], [74, 76], [103, 105, 108]]
13	7	1	to	9	89	2	f	6,9,11,59,61,62,69,73,78,83,89,91,95	[[6, 9, 11], [9, 11], [59, 61, 62], [61, 62], [69, 73], [73, 78], [78, 83], [89, 91], [91, 95]]
16	5	1	okay	5	108	1	f	2,5,9,29,30,41,46,48,80,81,86,95,96,97,105,110	[[2, 5], [5, 9], [29, 30], [41, 46], [46, 48], [80, 81], [81, 86], [95, 96, 97], [96, 97], [105, 110]]
12	8	1	and	35	71	1	g	34,35,37,39,41,43,69,74,87,89,101,105	[[34, 35, 37, 39], [35, 37, 39], [37, 39, 41], [39, 41, 43], [41, 43], [69, 74], [87, 89], [101, 105]]
11	6	1	go	6	102	2	g	3,5,6,7,11,15,53,58,62,100,105	[[3, 5, 6, 7], [5, 6, 7], [6, 7, 11], [7, 11], [11, 15], [53, 58], [58, 62], [100, 105]]
7	5	1	of	35	69	2	f	34,35,59,61,95,99,103	[[34, 35], [59, 61], [95, 99], [99, 103]]
8	6	1	have	108	85	11	g	23,25,27,29,31,103,105,108	[[23, 25, 27], [25, 27, 29], [27, 29, 31], [29, 31], [103, 105, 108]]
8	3	1	i	61	42	4	f	58,61,62,66,67,70,98,100	[[58, 61, 62], [61, 62, 66], [62, 66, 67], [66, 67, 70], [67, 70], [98, 100]]
11	6	1	do	38	82	4	g	23,27,29,31,38,41,43,95,98,100,105	[[23, 27], [27, 29, 31], [29, 31], [38, 41, 43], [41, 43], [95, 98, 100], [98, 100], [100, 105]]
4	2	1	mmhmm	85	45	1	g	40,44,82,85	[[40, 44], [82, 85]]
6	1	1	so	53	50	3	f	50,53,58,61,99,100	[[50, 53], [53, 58], [58, 61], [99, 100]]
