Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
5	1	2	to the	13	21	1	f	10,13,14,29,31	[[10, 13, 14], [13, 14], [29, 31]]
3	0	2	of the	40	8	2	f	37,40,45	[[37, 40], [40, 45]]
4	1	2	do you	54	52	3	g	7,9,54,59	[[7, 9], [54, 59]]
3	1	2	the the	46	9	2	g	37,41,46	[[37, 41], [41, 46]]
2	0	2	to go	70	3	1	f	67,70	[[67, 70]]
2	0	2	above it	84	1	1	g	83,84	[[83, 84]]
2	0	2	mean yeah	27	5	1	f	22,27	[[22, 27]]
2	0	2	see what	22	3	1	g	19,22	[[19, 22]]
37	16	1	the	4	94	1	g	3,4,5,9,10,13,14,16,25,29,31,33,35,36,37,39,40,41,42,45,46,49,51,56,57,65,67,68,69,71,73,76,78,87,89,95,97	[[3, 4, 5], [4, 5, 9], [5, 9, 10], [9, 10, 13, 14], [10, 13, 14], [13, 14, 16], [14, 16], [25, 29], [29, 31, 33], [31, 33, 35, 36], [33, 35, 36, 37], [35, 36, 37, 39, 40], [36, 37, 39, 40, 41], [37, 39, 40, 41, 42], [39, 40, 41, 42], [40, 41, 42, 45], [41, 42, 45, 46], [42, 45, 46], [45, 46, 49], [46, 49, 51], [49, 51], [51, 56], [56, 57], [65, 67, 68, 69], [67, 68, 69, 71], [68, 69, 71, 73], [69, 71, 73], [71, 73, 76], [73, 76, 78], [76, 78], [87, 89], [95, 97]]
19	7	1	right	1	97	1	f	0,1,3,35,36,37,41,42,49,51,54,56,61,62,67,87,88,94,97	[[0, 1, 3], [1, 3], [35, 36, 37], [36, 37, 41], [37, 41, 42], [41, 42], [49, 51, 54], [51, 54, 56], [54, 56], [56, 61], [61, 62], [62, 67], [87, 88], [94, 97]]
21	14	1	you	22	86	4	g	3,5,7,9,22,27,31,37,41,47,49,54,57,59,67,70,82,83,85,87,89	[[3, 5, 7], [5, 7, 9], [7, 9], [22, 27], [27, 31], [37, 41], [47, 49], [49, 54], [54, 57, 59], [57, 59], [67, 70], [82, 83, 85, 87], [83, 85, 87], [85, 87, 89]]
13	3	1	to	13	67	1	g	10,13,14,26,29,31,54,57,64,67,70,73,77	[[10, 13, 14], [13, 14], [26, 29, 31], [29, 31], [54, 57], [64, 67], [67, 70], [70, 73], [73, 77]]
12	4	1	a	48	87	7	g	1,5,7,9,45,48,49,80,81,82,85,88	[[1, 5], [5, 7, 9], [7, 9], [45, 48, 49], [48, 49], [80, 81, 82, 85], [81, 82, 85], [82, 85], [85, 88]]
11	3	1	i	19	69	2	f	6,10,19,22,27,29,56,57,67,72,75	[[6, 10], [19, 22], [22, 27], [27, 29], [56, 57], [67, 72], [72, 75]]
8	5	1	just	62	54	1	g	33,37,41,57,62,65,83,87	[[33, 37], [37, 41], [57, 62], [62, 65], [83, 87]]
10	6	1	of	17	35	3	f	10,14,16,17,25,29,37,40,41,45	[[10, 14], [14, 16, 17], [16, 17], [25, 29], [37, 40, 41], [40, 41, 45]]
5	1	1	have	49	37	3	g	48,49,82,83,85	[[48, 49], [82, 83, 85]]
7	4	1	see	3	24	1	f	0,3,7,17,19,22,24	[[0, 3], [3, 7], [17, 19, 22], [19, 22, 24]]
5	3	1	and	64	19	6	g	45,49,51,63,64	[[45, 49], [49, 51], [63, 64]]
5	2	1	do	54	52	3	g	7,9,54,56,59	[[7, 9], [54, 56, 59]]
4	2	1	down	10	9	3	g	1,5,9,10	[[1, 5], [5, 9, 10]]
4	0	1	go	54	19	1	f	51,54,67,70	[[51, 54], [67, 70]]
3	1	1	it	84	3	2	f	83,84,86	[[83, 84, 86]]
4	1	1	no	48	10	3	g	47,48,56,57	[[47, 48], [56, 57]]
5	1	1	so	10	37	1	g	5,10,36,39,42	[[5, 10], [36, 39], [39, 42]]
3	1	1	uh-huh	39	3	3	f	36,38,39	[[36, 38, 39]]
2	0	1	yeah	27	5	1	f	22,27	[[22, 27]]
3	1	1	in	29	5	3	f	24,28,29	[[24, 28, 29]]
3	1	1	that	6	7	1	g	3,6,10	[[3, 6], [6, 10]]
3	0	1	above	84	4	3	g	83,84,87	[[83, 84, 87]]
4	1	1	what	22	12	3	g	15,19,22,27	[[15, 19], [19, 22], [22, 27]]
4	1	1	mean	22	10	1	g	19,22,27,29	[[19, 22], [22, 27], [27, 29]]
4	1	1	not	62	36	2	g	29,31,62,65	[[29, 31], [62, 65]]
2	0	1	want	70	3	1	f	67,70	[[67, 70]]
2	0	1	fenced	48	1	1	g	47,48	[[47, 48]]
2	0	1	should	85	3	1	f	82,85	[[82, 85]]
