,Word,Count
0,uh,313
1,yeah,205
2,know,197
3,'s,135
4,think,91
5,right,82
6,oh,57
7,n't,56
8,like,53
9,huh,36
10,mean,30
11,um,26
12,good,25
13,'re,19
14,people,15
15,'m,15
16,okay,14
17,nice,13
18,lot,11
19,going,10
20,'ve,9
21,work,9
22,thing,9
23,sure,9
24,little,8
25,things,8
26,food,7
27,home,7
28,got,7
29,kids,6
30,jury,6
31,talking,6
32,pay,5
33,real,5
34,music,5
35,want,5
36,enjoy,4
37,'d,4
38,cats,4
39,cowboys,4
40,year,4
41,death,4
42,dog,4
43,house,4
44,bit,4
45,true,3
46,homes,3
47,funny,3
48,ought,3
49,way,3
50,great,3
51,kind,3
52,big,3
53,bye,3
54,watch,3
55,guess,3
56,college,3
57,job,3
58,years,3
59,care,3
60,neat,3
61,'ll,2
62,cheaper,2
63,degree,2
64,mail,2
65,grew,2
66,yes,2
67,story,2
68,golf,2
69,hard,2
70,having,2
71,peace,2
72,course,2
73,moved,2
74,mad,2
75,country,2
76,live,2
77,beautiful,2
78,need,2
79,corps,2
80,usually,2
81,read,2
82,glasses,2
83,child,2
84,understand,2
85,probably,2
86,gets,2
87,health,2
88,summer,2
89,nursing,2
90,waste,2
91,garage,2
92,liberty,2
93,gun,2
94,burning,2
95,liberal,2
96,called,2
97,recycling,2
98,wear,2
99,e,2
100,n,2
101,high,2
102,book,2
103,p,2
104,flag,2
105,c,2
106,pennsylvania,2
107,guilty,2
108,listen,2
109,credit,2
110,living,2
111,interested,2
112,family,2
113,switch,1
114,hobbies,1
115,ski,1
116,fixed,1
117,tax,1
118,end,1
119,gas,1
120,went,1
121,natural,1
122,beam,1
123,grade,1
124,strange,1
125,kill,1
126,bad,1
127,circumstances,1
128,ask,1
129,comedy,1
130,loans,1
131,important,1
132,apartment,1
133,cans,1
134,person,1
135,witnesses,1
136,trees,1
137,benefits,1
138,expensive,1
139,dental,1
140,group,1
141,bill,1
142,loan,1
143,taxes,1
144,built,1
145,team,1
146,newspaper,1
147,economic,1
148,bet,1
149,communism,1
150,day,1
151,diseases,1
152,sports,1
153,air,1
154,water,1
155,thirty,1
156,average,1
157,unfortunately,1
158,actually,1
159,involved,1
160,supposed,1
161,rice,1
162,deterrent,1
163,student,1
164,felt,1
165,deer,1
166,trouble,1
167,different,1
168,news,1
169,junk,1
170,hello,1
171,dye,1
172,trash,1
173,trial,1
174,sorry,1
175,eat,1
176,problems,1
177,single,1
178,state,1
179,pretty,1
180,seen,1
181,helped,1
182,roast,1
183,urban,1
184,asphalt,1
185,microwave,1
186,idea,1
187,lessons,1
188,isolate,1
189,companies,1
190,favor,1
191,sales,1
192,buy,1
193,fun,1
194,stuff,1
195,movies,1
196,nuts,1
197,drives,1
198,agree,1
199,helps,1
200,cheese,1
201,sherman,1
202,came,1
203,richardson,1
204,wonderful,1
205,paying,1
206,meet,1
207,sounds,1
208,season,1
209,learning,1
210,leave,1
211,guy,1
212,feel,1
213,interesting,1
214,heard,1
215,game,1
216,dogs,1
217,cards,1
218,temperament,1
219,neighborhood,1
220,crimes,1
221,place,1
222,pro,1
223,problem,1
224,town,1
225,hall,1
226,media,1
227,vote,1
228,party,1
229,fairly,1
230,computer,1
231,program,1
232,miles,1
233,new,1
234,york,1
235,help,1
236,prices,1
237,gardening,1
238,makes,1
239,sense,1
240,retriever,1
241,breed,1
242,golden,1
243,car,1
244,mexican,1
245,arby,1
246,happened,1
247,beef,1
248,catfish,1
249,budgeting,1
250,evidence,1
251,system,1
252,foley,1
253,pick,1
254,onions,1
255,soil,1
256,market,1
257,security,1
258,difference,1
259,time,1
260,hey,1
261,twins,1
262,happen,1
263,children,1
264,goes,1
265,garland,1
266,popcorn,1
267,spanish,1
268,send,1
269,money,1
270,row,1
271,flexible,1
