,Word,Count
0,i,426
1,you,286
2,that,251
3,and,230
4,it,229
5,the,177
6,a,170
7,to,168
8,do,113
9,of,112
10,they,104
11,well,102
12,have,93
13,in,90
14,but,77
15,is,75
16,so,73
17,we,57
18,be,55
19,was,51
20,just,51
21,really,44
22,not,40
23,would,35
24,what,32
25,for,28
26,if,26
27,are,25
28,with,25
29,my,25
30,them,25
31,on,19
32,she,17
33,get,15
34,been,14
35,then,14
36,go,14
37,had,14
38,one,13
39,this,13
40,no,12
41,there,12
42,more,11
43,he,11
44,too,10
45,all,10
46,out,10
47,about,9
48,at,9
49,were,9
50,because,9
51,up,9
52,see,8
53,or,8
54,take,7
55,from,7
56,can,7
57,some,7
58,now,7
59,when,7
60,say,6
61,me,6
62,an,6
63,did,6
64,make,6
65,could,5
66,how,5
67,never,5
68,much,5
69,here,4
70,very,4
71,as,4
72,our,3
73,who,3
74,your,3
75,us,3
76,where,3
77,those,3
78,her,3
79,something,3
80,same,3
81,their,3
82,still,3
83,ca,2
84,seems,2
85,doing,2
86,than,2
87,three,2
88,before,2
89,down,2
90,should,2
91,through,2
92,off,2
93,into,2
94,put,2
95,hundred,2
96,either,2
97,two,2
98,back,2
99,done,2
100,everything,2
101,has,2
102,him,1
103,even,1
104,used,1
105,give,1
106,around,1
107,ours,1
108,anything,1
109,ever,1
110,four,1
111,once,1
112,by,1
113,own,1
114,behind,1
115,often,1
116,first,1
117,many,1
118,only,1
119,both,1
120,these,1
121,eight,1
122,does,1
123,always,1
124,ten,1
