Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	to the	5	3	1	f	2,5	[[2, 5]]
3	1	2	in the	165	5	1	f	162,165,167	[[162, 165, 167]]
48	12	1	the	1	177	1	f	0,1,2,4,5,14,15,16,17,32,33,37,60,61,66,67,68,72,73,75,76,77,86,88,90,91,102,107,110,115,128,130,131,140,141,142,145,147,160,161,162,163,165,167,170,172,173,177	[[0, 1, 2, 4, 5], [2, 4, 5], [4, 5], [14, 15, 16, 17], [16, 17], [32, 33, 37], [60, 61], [66, 67], [68, 72, 73], [72, 73, 75, 76, 77], [76, 77], [86, 88, 90, 91], [88, 90, 91], [90, 91], [102, 107], [110, 115], [128, 130, 131], [130, 131], [140, 141, 142, 145], [142, 145, 147], [160, 161, 162, 163, 165], [162, 163, 165, 167], [170, 172, 173], [172, 173, 177]]
16	4	1	right	29	81	2	f	24,26,29,34,36,39,41,46,51,66,67,76,80,81,102,105	[[24, 26, 29], [26, 29], [34, 36, 39], [36, 39, 41], [46, 51], [66, 67], [76, 80, 81], [80, 81], [102, 105]]
16	4	1	a	3	195	1	f	2,3,4,6,9,76,77,90,91,95,162,165,190,194,195,197	[[2, 3], [4, 6, 9], [6, 9], [76, 77], [90, 91, 95], [162, 165], [190, 194, 195], [194, 195, 197]]
16	0	1	i	11	139	1	f	6,11,28,31,60,63,68,69,88,89,90,93,138,139,140,145	[[6, 11], [28, 31], [60, 63], [68, 69], [88, 89, 90, 93], [90, 93], [138, 139], [140, 145]]
6	0	1	you	5	101	1	f	4,5,38,41,104,105	[[4, 5], [38, 41], [104, 105]]
6	0	1	to	5	185	1	f	2,5,50,55,186,187	[[2, 5], [50, 55], [186, 187]]
15	1	1	i'm	43	161	1	f	38,43,60,61,63,68,69,116,121,152,155,186,191,196,199	[[38, 43], [60, 61, 63], [68, 69], [116, 121], [152, 155], [186, 191], [196, 199]]
5	1	1	in	95	75	1	f	92,95,162,165,167	[[92, 95], [162, 165, 167]]
4	0	1	now	29	137	1	f	24,29,156,161	[[24, 29], [156, 161]]
2	0	1	so	29	5	1	f	24,29	[[24, 29]]
2	0	1	back	121	5	1	f	116,121	[[116, 121]]
2	0	1	if	163	3	3	f	160,163	[[160, 163]]
2	0	1	turn	203	5	2	f	198,203	[[198, 203]]
2	0	1	more	169	3	1	f	166,169	[[166, 169]]
