Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	of the	131	1	3	f	130,131	[[130, 131]]
2	0	2	the left	89	5	3	f	84,89	[[84, 89]]
2	0	2	i'm going	159	1	2	f	158,159	[[158, 159]]
18	2	1	right	35	129	6	f	32,34,35,36,39,44,46,47,116,121,124,127,138,143,146,149,158,161	[[32, 34, 35], [34, 35, 36, 39], [36, 39], [44, 46, 47], [46, 47], [116, 121], [124, 127], [138, 143], [146, 149], [158, 161]]
8	0	1	i	31	103	1	f	26,31,62,65,74,79,128,129	[[26, 31], [62, 65], [74, 79], [128, 129]]
4	0	1	you	13	35	2	f	10,13,42,45	[[10, 13], [42, 45]]
5	1	1	of	31	105	3	f	26,28,31,130,131	[[26, 28, 31], [28, 31], [130, 131]]
4	0	1	is	9	15	1	f	4,9,18,19	[[4, 9], [18, 19]]
4	0	1	left	89	43	4	f	84,89,122,127	[[84, 89], [122, 127]]
2	0	1	do	119	5	2	f	114,119	[[114, 119]]
2	0	1	down	69	3	1	f	66,69	[[66, 69]]
2	0	1	know	7	3	1	f	4,7	[[4, 7]]
2	0	1	mean	13	3	1	f	10,13	[[10, 13]]
2	0	1	over	83	3	2	f	80,83	[[80, 83]]
2	0	1	where	9	5	1	f	4,9	[[4, 9]]
2	0	1	back	13	5	1	f	8,13	[[8, 13]]
