Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	at the top	23	5	1	f	18,23	[[18, 23]]
6	0	2	of the	5	69	1	f	4,5,34,35,70,73	[[4, 5], [34, 35], [70, 73]]
4	0	2	to the	25	103	2	f	20,25,118,123	[[20, 25], [118, 123]]
2	0	2	the top	23	5	1	f	18,23	[[18, 23]]
2	0	2	at the	23	5	1	f	18,23	[[18, 23]]
35	7	1	the	5	119	1	f	4,5,14,15,18,20,22,23,25,28,29,32,33,34,35,36,37,39,46,47,50,53,58,60,61,70,73,75,76,77,92,95,97,118,123	[[4, 5], [14, 15], [18, 20, 22, 23], [20, 22, 23, 25], [22, 23, 25], [28, 29, 32, 33], [32, 33, 34, 35, 36, 37], [34, 35, 36, 37, 39], [36, 37, 39], [46, 47], [50, 53], [58, 60, 61], [60, 61], [70, 73, 75], [76, 77], [92, 95, 97], [118, 123]]
12	2	1	i	15	109	1	f	14,15,16,19,40,42,43,46,51,118,121,123	[[14, 15, 16, 19], [16, 19], [40, 42, 43], [42, 43], [46, 51], [118, 121, 123]]
9	1	1	to	25	103	3	f	20,25,28,33,92,93,118,121,123	[[20, 25], [28, 33], [92, 93], [118, 121, 123]]
6	0	1	of	5	69	1	f	4,5,34,35,70,73	[[4, 5], [34, 35], [70, 73]]
2	0	1	you	43	1	1	f	42,43	[[42, 43]]
4	0	1	a	29	93	1	f	28,29,116,121	[[28, 29], [116, 121]]
2	0	1	that	45	3	2	f	42,45	[[42, 45]]
4	0	1	go	17	107	2	f	14,17,118,121	[[14, 17], [118, 121]]
2	0	1	so	119	3	2	f	116,119	[[116, 119]]
4	0	1	i'm	71	15	4	f	66,71,80,81	[[66, 71], [80, 81]]
2	0	1	top	23	5	1	f	18,23	[[18, 23]]
2	0	1	are	31	3	1	f	28,31	[[28, 31]]
