,Word,Count
0,right,833
1,okay,240
2,uh,203
3,'re,186
4,yeah,157
5,going,135
6,left,125
7,huh,113
8,round,99
9,mmhmm,91
10,'ve,88
11,got,88
12,straight,88
13,hand,74
14,'m,68
15,'s,67
16,inch,51
17,ehm,50
18,underneath,48
19,page,47
20,inches,46
21,want,38
22,mm,38
23,half,29
24,sort,28
25,past,28
26,come,26
27,oh,25
28,line,25
29,curve,23
30,turn,23
31,fort,22
32,lake,22
33,centimetres,22
34,ok,22
35,n't,19
36,edge,17
37,map,17
38,east,16
39,yes,16
40,start,15
41,draw,15
42,old,15
43,directly,15
44,mountain,14
45,like,14
46,concealed,14
47,white,13
48,stop,13
49,abandoned,12
50,eh,12
51,tree,12
52,pine,11
53,remote,11
54,diamond,11
55,carved,11
56,bay,10
57,bit,10
58,slightly,10
59,e,10
60,west,10
61,middle,10
62,2018,10
63,cottage,10
64,centimetre,10
65,away,10
66,north,9
67,hope,9
68,pole,9
69,til,9
70,finish,9
71,stone,9
72,end,9
73,buffalo,8
74,fallen,8
75,stones,8
76,2017,8
77,crane,8
78,way,8
79,2017!!2018!!2019!!2020,8
80,paper,8
81,gold,8
82,cattle,8
83,creek,7
84,grove,7
85,shore,7
86,bakery,7
87,temple,7
88,stream,7
89,u,7
90,great,7
91,kind,7
92,know,7
93,wee,7
94,manned,7
95,Slay,7
96,south,7
97,hideout,6
98,shape,6
99,'ll,6
100,forge,6
101,level,6
102,diagonally,6
103,wooden,6
104,lost,6
105,totem,6
106,circle,6
107,rocks,6
108,curving,6
109,b,5
110,slate,5
111,point,5
112,need,5
113,pillar,5
114,caravan,5
115,wall,5
116,washed,5
117,forest,5
118,water,5
119,wagon,5
120,gone,5
121,c,5
122,village,5
123,pebbled,5
124,Bolshevik,5
125,corner,5
126,outside,5
127,ranch,5
128,mean,4
129,peak,4
130,mill,4
131,rift,4
132,aye,4
133,banana,4
134,miss,4
135,trout,4
136,apache,4
137,heading,4
138,okaye,4
139,halfway,4
140,truck,4
141,lighthouse,4
142,dead,4
143,Siri,4
144,follow,4
145,steps,4
146,Kats,4
147,rock,4
148,camp,4
149,fast,4
150,southwest,4
151,cross,4
152,river,4
153,er,4
154,graveyard,4
155,pyramid,4
156,shelter,4
157,2020,4
158,boat,4
159,collapsed,4
160,hide,4
161,ravine,4
162,head,4
163,centre,4
164,flat,4
165,cliffs,3
166,playground,3
167,adventure,3
168,hot,3
169,2018!!2017,3
170,t,3
171,far,3
172,mmh,3
173,actually,3
174,warehouse,3
175,rocket,3
176,plane,3
177,ah,3
178,>,3
179,path,3
180,cobbled,3
181,flowing,3
182,house,3
183,noose,3
184,Remind,3
185,Tokyo,3
186,drop,3
187,continue,3
188,2018!!2017!!2019!!2020,3
189,southeast,3
190,marked,3
191,indian,3
192,vertically,3
193,ravines,3
194,concealedout,3
195,fenced,3
196,finished,3
197,slope,3
198,2018!!2019!!2020!!2017,3
199,northwards,3
200,Nato,3
201,waterfall,3
202,curved,3
203,pea,3
204,outlaws,3
205,coming,3
206,donae,3
207,downwards,3
208,rapids,3
209,pebbles,3
210,footbridge,3
211,cairn,2
212,wanting,2
213,Remindme,2
214,time,2
215,valley,2
216,word,2
217,letters,2
218,cave,2
219,thing,2
220,picket,2
221,degrees,2
222,pelicans,2
223,good,2
224,pirate,2
225,maybe,2
226,fall,2
227,wells,2
228,rope,2
229,fence,2
230,horizontal,2
231,viewpoint,2
232,missionary,2
233,8!!4!!6!!7,2
234,midway,2
235,swamp,2
236,avoiding,2
237,forked,2
238,avoid,2
239,went,2
240,2016,2
241,trying,2
242,bridge,2
243,seagulls,2
244,saloons,2
245,hill,2
246,wheat,2
247,ravn,2
248,territory,2
249,marking,2
250,bandits,2
251,park,2
252,'cause,2
