,Word,Count
0,right,21
1,okay,18
2,going,13
3,got,11
4,yeah,9
5,past,9
6,left,8
7,'s,7
8,fort,6
9,concealed,6
10,straight,5
11,pine,4
12,underneath,4
13,round,4
14,huh,4
15,stone,4
16,uh,4
17,'re,4
18,inches,4
19,n't,3
20,'ve,3
21,cottage,3
22,come,3
23,'m,3
24,turn,2
25,banana,2
26,trout,2
27,cross,2
28,diamond,2
29,want,2
30,camp,2
31,steps,2
32,slightly,2
33,forge,2
34,bakery,2
35,carved,2
36,buffalo,2
37,flat,2
38,forest,2
39,inch,2
40,south,2
41,cave,2
42,think,2
43,creek,2
44,start,2
45,end,2
46,way,2
47,continue,2
48,stones,2
49,rift,2
50,bar,2
51,fast,1
52,pole,1
53,hot,1
54,lake,1
55,mmhmm,1
56,saloon,1
57,coming,1
58,yes,1
59,remote,1
60,meant,1
61,map,1
62,town,1
63,oh,1
64,lost,1
65,pyramid,1
66,ghost,1
67,cattle,1
68,noose,1
69,gold,1
70,slabs,1
71,gallows,1
72,aye,1
73,abandoned,1
74,mill,1
75,bypass,1
76,boat,1
77,comes,1
78,vertically,1
79,warehouse,1
80,stream,1
81,washed,1
82,ehm,1
83,wagon,1
84,tree,1
85,rope,1
86,level,1
87,er,1
88,manned,1
89,'ll,1
90,edge,1
91,bit,1
92,indian,1
93,corner,1
