,Word,Count
0,the,813
1,you,449
2,and,387
3,to,362
4,go,359
5,of,292
6,then,219
7,up,194
8,a,191
9,i,183
10,down,177
11,about,135
12,well,119
13,it,114
14,so,114
15,no,111
16,just,89
17,side,88
18,that,73
19,along,72
20,now,60
21,an,60
22,have,54
23,top,51
24,do,48
25,your,44
26,bottom,44
27,from,43
28,two,43
29,above,42
30,at,38
31,there,34
32,below,32
33,on,30
34,in,28
35,three,25
36,if,24
37,where,24
38,towards,20
39,is,20
40,be,20
41,should,19
42,not,18
43,them,16
44,mine,16
45,until,15
46,but,15
47,see,15
48,back,12
49,across,12
50,under,12
51,we,12
52,for,12
53,out,12
54,are,12
55,what,11
56,one,10
57,as,9
58,over,9
59,my,9
60,between,8
61,take,7
62,me,7
63,again,6
64,they,6
65,four,6
66,get,6
67,all,6
68,keep,6
69,most,5
70,five,5
71,this,5
72,anything,4
73,doing,4
74,with,4
75,through,4
76,still,4
77,due,4
78,move,4
79,other,4
80,another,4
81,or,4
82,how,4
83,forty,3
84,done,3
85,same,3
86,could,3
87,only,3
88,further,3
89,can,3
90,before,2
91,here,2
92,say,2
93,when,2
94,which,2
95,make,2
96,much,2
97,than,2
98,nothing,2
99,also,2
100,more,2
101,any,2
102,ten,2
103,off,2
104,less,2
105,by,2
106,first,1
107,into,1
108,very,1
109,would,1
110,these,1
111,beside,1
112,am,1
113,does,1
114,almost,1
115,around,1
116,must,1
117,will,1
118,anyway,1
119,whatever,1
120,once,1
121,yet,1
122,did,1
123,us,1
124,indeed,1
125,twelve,1
126,third,1
