,Word,Count
0,the,107
1,of,37
2,to,36
3,you,24
4,a,19
5,so,18
6,and,18
7,down,17
8,i,17
9,it,15
10,go,13
11,up,13
12,have,12
13,then,12
14,above,10
15,no,10
16,just,9
17,that,8
18,on,7
19,below,7
20,do,7
21,along,6
22,about,6
23,at,6
24,well,5
25,mine,4
26,two,4
27,back,4
28,there,4
29,what,4
30,be,4
31,not,4
32,an,4
33,in,3
34,by,3
35,now,3
36,one,3
37,or,2
38,across,2
39,them,2
40,under,2
41,over,2
42,as,2
43,bottom,2
44,your,2
45,where,2
46,see,2
47,this,2
48,should,2
49,towards,1
50,more,1
51,side,1
52,much,1
53,is,1
54,again,1
55,any,1
56,less,1
57,with,1
58,top,1
59,only,1
60,through,1
61,me,1
62,take,1
63,from,1
64,until,1
