Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	the banana tree	15	f	2, 16
2	3	up past the	27	f	48, 74
2	2	my left	3	f	2, 4
2	2	of it	47	f	36, 82
2	2	to the	47	f	36, 82
18	1	right	103	f	4, 6, 10, 14, 24, 44, 50, 52, 56, 64, 70, 76, 84, 94, 96, 98, 100, 106
15	1	mmhmm	91	f	18, 20, 26, 30, 42, 46, 54, 62, 68, 72, 78, 80, 94, 102, 108
7	1	yeah	105	f	0, 4, 16, 38, 60, 88, 104
6	1	the	81	f	2, 16, 36, 48, 74, 82
4	1	okey-dokey	107	f	8, 12, 86, 114
3	1	it	57	f	36, 82, 92
3	1	left	35	f	2, 4, 36
3	1	no	69	f	22, 58, 90
3	1	of	67	f	16, 36, 82
3	1	up	41	f	34, 48, 74
2	1	in	3	f	110, 112
2	1	mountain	9	f	40, 48
2	1	uh-huh	63	f	4, 66
2	1	we	33	f	82, 114
2	1	yes	39	f	28, 66

