Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	down to the concealed	99	34	1	f	66, 99
2	2	4	to the right of	145	20	1	f	126, 145
5	5	3	of the page	74	122	2	M	15, 23, 74, 92, 136
3	1	3	down to the	126	61	1	f	66, 99, 126
3	3	3	side of the	92	83	1	M	27, 92, 109
3	1	3	the right of	145	134	2	f	12, 126, 145
3	3	3	to the end	137	64	2	f	74, 136, 137
3	1	3	to the right	145	90	2	f	56, 126, 145
2	2	3	down past the	31	2	1	f	30, 31
2	2	3	of the cottage	35	24	1	f	12, 35
2	2	3	the pebbled shore	142	24	1	M	119, 142
14	6	2	to the	99	141	6	f	6, 56, 66, 74, 82, 86, 99, 126, 135, 136, 137, 144, 145, 146
13	4	2	of the	15	133	2	f	4, 12, 15, 23, 27, 35, 37, 40, 74, 80, 92, 109, 136
10	10	2	and then	32	131	1	M	27, 32, 37, 45, 49, 71, 77, 138, 148, 157
8	8	2	to go	86	97	3	M	39, 45, 49, 86, 87, 97, 113, 135
7	7	2	go down	126	103	5	M	33, 45, 65, 95, 97, 126, 135
7	5	2	the concealed	71	34	1	f	66, 71, 80, 82, 90, 94, 99
6	1	2	the page	137	123	2	M	15, 23, 74, 92, 136, 137
6	6	2	underneath the	105	85	4	f	58, 60, 90, 94, 105, 142
5	3	2	pebbled shore	124	26	1	M	119, 124, 126, 142, 144
5	2	2	right of	145	134	4	f	12, 40, 80, 126, 145
5	5	2	round the	39	134	1	f	24, 39, 87, 105, 157
5	1	2	the right	145	134	4	f	12, 56, 126, 130, 145
4	4	2	oh right	30	89	1	M	7, 30, 87, 95
4	2	2	past the	35	39	1	f	30, 31, 35, 68
4	1	2	side of	105	83	1	M	27, 92, 105, 109
4	4	2	underneath it	61	50	1	f	56, 61, 99, 105
4	4	2	washed stones	145	44	2	f	114, 140, 145, 157
3	3	2	do you	73	42	1	f	72, 73, 113
3	3	2	go right	87	82	1	f	32, 87, 113
3	3	2	so i	126	98	1	M	45, 126, 142
3	3	2	the boat	87	6	2	f	82, 86, 87
3	3	2	the bottom	78	44	2	M	35, 37, 78
3	1	2	the cottage	35	24	2	f	12, 24, 35
2	2	2	at the	99	22	1	f	78, 99
2	2	2	bypass the	85	2	1	f	84, 85
2	2	2	don't have	88	16	1	M	73, 88
2	2	2	got one	95	6	1	f	90, 95
2	2	2	on the	109	98	1	f	12, 109
2	2	2	the map	130	22	1	M	109, 130
2	2	2	to it	135	128	1	f	8, 135
49	13	1	the	15	154	3	f	4, 6, 12, 15, 23, 24, 27, 30, 31, 35, 37, 39, 40, 49, 51, 56, 58, 60, 66, 68, 71, 74, 78, 80, 82, 84, 85, 86, 87, 90, 92, 94, 99, 105, 109, 119, 121, 126, 130, 135, 136, 137, 142, 144, 145, 146, 148, 150, 157
48	36	1	right	8	153	3	M	1, 3, 7, 8, 11, 12, 13, 17, 20, 23, 25, 29, 30, 32, 37, 40, 41, 43, 44, 49, 56, 57, 70, 71, 74, 77, 78, 80, 81, 83, 87, 95, 97, 101, 113, 115, 123, 126, 129, 130, 131, 133, 135, 137, 139, 145, 152, 153
24	4	1	to	23	141	2	f	6, 8, 23, 39, 45, 49, 56, 66, 71, 74, 82, 86, 87, 97, 99, 103, 113, 126, 135, 136, 137, 144, 145, 146
22	14	1	and	23	144	1	f	14, 23, 27, 32, 33, 35, 37, 39, 45, 49, 71, 77, 99, 101, 103, 105, 116, 128, 135, 138, 148, 157
20	9	1	down	27	125	2	f	14, 18, 27, 30, 31, 33, 45, 52, 62, 63, 65, 66, 95, 97, 99, 105, 126, 128, 135, 138
20	7	1	go	32	120	2	M	23, 27, 32, 33, 37, 39, 45, 49, 65, 86, 87, 95, 97, 101, 105, 109, 113, 126, 135, 142
18	3	1	of	23	142	2	f	4, 12, 15, 23, 27, 35, 37, 40, 74, 80, 92, 99, 105, 109, 126, 135, 136, 145
18	18	1	uh-huh	34	147	2	M	5, 15, 34, 36, 42, 48, 61, 64, 75, 80, 91, 93, 117, 127, 128, 134, 142, 151
17	17	1	mmhmm	53	149	5	f	8, 10, 16, 26, 28, 53, 76, 98, 102, 104, 106, 110, 112, 118, 120, 122, 156
12	2	1	then	132	131	1	M	27, 32, 37, 45, 49, 71, 77, 132, 138, 140, 148, 157
12	10	1	you	24	117	1	M	19, 24, 27, 71, 72, 73, 87, 95, 109, 113, 130, 135
11	2	1	underneath	61	121	4	f	22, 56, 58, 60, 61, 90, 94, 99, 105, 135, 142
11	11	1	yeah	51	147	1	f	0, 51, 58, 67, 79, 80, 85, 100, 122, 125, 146
10	10	1	a	71	110	3	f	2, 46, 50, 71, 73, 77, 99, 101, 103, 111
8	2	1	concealed	71	34	1	f	66, 71, 73, 80, 82, 90, 94, 99
8	5	1	i	45	137	1	f	22, 45, 86, 88, 111, 126, 142, 158
8	3	1	it	84	128	2	f	8, 56, 61, 84, 86, 99, 105, 135
8	8	1	okay	154	148	7	M	7, 11, 57, 59, 107, 123, 149, 154
8	3	1	round	71	134	1	f	24, 39, 71, 72, 87, 105, 113, 157
8	5	1	so	52	98	1	M	45, 52, 74, 84, 87, 95, 126, 142
8	8	1	well	24	110	1	M	23, 24, 39, 95, 97, 101, 109, 132
7	7	1	no	55	132	2	f	12, 38, 55, 94, 96, 108, 143
7	3	1	oh	30	89	2	M	7, 19, 30, 87, 89, 94, 95
7	7	1	there	101	140	1	f	18, 101, 133, 139, 140, 152, 157
6	1	1	shore	124	32	2	M	113, 119, 124, 126, 142, 144
5	2	1	cottage	35	34	4	f	2, 12, 24, 30, 35
5	5	1	draw	71	80	1	f	24, 71, 77, 99, 103
5	5	1	just	35	109	1	f	18, 35, 103, 109, 126
5	5	1	left	71	143	1	f	4, 71, 88, 144, 146
5	1	1	side	132	106	1	M	27, 92, 105, 109, 132
5	5	1	what	72	62	1	M	71, 72, 82, 92, 132
4	1	1	do	72	43	1	M	71, 72, 73, 113
4	2	1	got	140	68	1	f	90, 95, 140, 157
4	4	1	i've	95	128	1	f	18, 95, 140, 145
4	4	1	like	52	135	1	M	23, 52, 128, 157
4	2	1	on	109	108	3	f	2, 12, 88, 109
4	4	1	that's	71	91	1	f	58, 71, 123, 148
3	3	1	but	99	55	1	f	86, 99, 140
3	1	1	have	86	16	1	M	73, 86, 88
3	3	1	is	94	51	1	M	71, 94, 121
3	1	1	map	109	129	1	f	2, 109, 130
3	1	1	one	95	8	2	f	88, 90, 95
2	2	1	bay	116	18	1	M	99, 116
2	2	1	below	144	42	1	M	103, 144
2	2	1	ehm	135	12	1	f	124, 135
2	2	1	from	82	12	1	M	71, 82
2	2	1	or	157	96	1	f	62, 157
2	2	1	through	15	2	1	f	14, 15

