Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	4	, you know ,	79	3	4	B	76,79	[[76, 79]]
2	0	3	, you know	79	3	4	B	76,79	[[76, 79]]
2	0	3	you know ,	79	3	4	B	76,79	[[76, 79]]
2	0	2	, i	107	3	3	B	104,107	[[104, 107]]
4	0	2	, you	47	37	3	B	42,47,76,79	[[42, 47], [76, 79]]
2	0	2	you know	79	3	4	B	76,79	[[76, 79]]
2	0	2	, and	79	3	4	B	76,79	[[76, 79]]
2	0	2	yeah ,	73	1	3	B	72,73	[[72, 73]]
4	0	2	i don't	27	127	1	B	22,27,148,149	[[22, 27], [148, 149]]
2	0	2	, yeah	73	3	1	B	70,73	[[70, 73]]
2	0	2	in the	127	1	5	B	126,127	[[126, 127]]
3	1	2	of the	107	5	3	B	106,107,111	[[106, 107, 111]]
3	1	2	and ,	79	5	3	B	74,76,79	[[74, 76, 79]]
2	0	2	it's not	3	1	1	B	2,3	[[2, 3]]
2	0	2	, that	191	5	2	B	186,191	[[186, 191]]
2	0	2	have to	191	1	2	B	190,191	[[190, 191]]
2	0	2	i would	181	1	1	B	180,181	[[180, 181]]
2	0	2	. i'm	31	1	1	B	30,31	[[30, 31]]
2	0	2	think that's	81	5	1	B	76,81	[[76, 81]]
36	6	1	i	1	181	1	B	0,1,22,26,27,29,31,52,56,57,64,67,74,75,76,77,104,107,109,114,115,116,117,121,122,123,148,149,150,151,162,165,174,175,180,181	[[0, 1], [22, 26, 27], [26, 27, 29, 31], [52, 56, 57], [56, 57], [64, 67], [74, 75, 76, 77], [76, 77], [104, 107, 109], [114, 115, 116, 117], [116, 117, 121], [122, 123], [148, 149, 150, 151], [150, 151], [162, 165], [174, 175], [180, 181]]
21	5	1	you	39	157	1	B	36,39,42,47,68,71,76,79,81,82,85,88,91,156,160,161,165,188,190,191,193	[[36, 39], [42, 47], [68, 71], [76, 79, 81], [82, 85], [88, 91], [156, 160, 161], [160, 161, 165], [188, 190, 191, 193]]
28	6	1	the	37	161	4	B	32,34,37,38,39,74,76,77,106,107,110,111,115,126,127,138,141,162,163,165,176,179,180,185,186,190,191,193	[[32, 34, 37], [34, 37, 38, 39], [38, 39], [74, 76, 77], [76, 77], [106, 107, 110, 111], [110, 111, 115], [126, 127], [138, 141], [162, 163, 165], [176, 179], [180, 185], [186, 190, 191], [190, 191, 193]]
16	2	1	a	49	125	2	B	46,49,56,57,61,64,65,104,106,107,118,119,122,123,168,171	[[46, 49], [56, 57, 61], [64, 65], [104, 106, 107], [106, 107], [118, 119, 122, 123], [122, 123], [168, 171]]
10	2	1	and	79	97	14	B	74,76,79,110,114,115,152,155,168,171	[[74, 76, 79], [76, 79], [110, 114, 115], [114, 115], [152, 155], [168, 171]]
15	1	1	that	31	165	3	B	26,31,42,45,64,69,92,94,95,104,107,114,117,186,191	[[26, 31], [42, 45], [64, 69], [92, 94, 95], [94, 95], [104, 107], [114, 117], [186, 191]]
13	1	1	to	21	175	2	B	16,21,30,31,64,69,114,117,122,123,186,190,191	[[16, 21], [30, 31], [64, 69], [114, 117], [122, 123], [186, 190, 191]]
10	2	1	of	65	121	6	B	64,65,104,106,107,111,118,123,180,185	[[64, 65], [104, 106, 107], [106, 107, 111], [118, 123], [180, 185]]
5	1	1	have	57	135	2	B	56,57,188,190,191	[[56, 57], [188, 190, 191]]
4	0	1	not	1	3	1	B	0,1,2,3	[[0, 1, 2, 3], [2, 3]]
8	2	1	it's	3	143	2	B	0,2,3,86,87,89,142,143	[[0, 2, 3], [2, 3], [86, 87, 89], [142, 143]]
2	0	1	they	93	3	5	B	90,93	[[90, 93]]
5	1	1	but	115	71	1	B	114,115,180,184,185	[[114, 115], [180, 184, 185]]
8	0	1	what	59	45	2	B	56,59,64,67,68,71,100,101	[[56, 59], [64, 67], [68, 71], [100, 101]]
2	0	1	is	39	1	5	B	38,39	[[38, 39]]
5	1	1	just	7	29	2	B	2,7,26,30,31	[[2, 7], [26, 30, 31]]
4	0	1	don't	27	127	1	B	22,27,148,149	[[22, 27], [148, 149]]
2	0	1	well	77	3	6	B	74,77	[[74, 77]]
3	1	1	that's	77	5	2	B	76,77,81	[[76, 77, 81]]
2	0	1	people	177	1	5	B	176,177	[[176, 177]]
4	0	1	no	7	35	1	B	2,7,34,37	[[2, 7], [34, 37]]
2	0	1	really	23	5	1	B	18,23	[[18, 23]]
2	0	1	there	107	3	1	B	104,107	[[104, 107]]
2	0	1	one	37	3	3	B	34,37	[[34, 37]]
2	0	1	would	181	1	1	B	180,181	[[180, 181]]
2	0	1	even	123	5	2	B	118,123	[[118, 123]]
2	0	1	ever	191	3	1	B	188,191	[[188, 191]]
3	1	1	thing	43	5	3	B	38,42,43	[[38, 42, 43], [42, 43]]
2	0	1	time	143	1	3	B	142,143	[[142, 143]]
2	0	1	been	143	3	1	B	140,143	[[140, 143]]
2	0	1	better	119	3	1	B	116,119	[[116, 119]]
2	0	1	very	49	5	1	B	44,49	[[44, 49]]
