Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	, uh ,	47	1	7	B	46,47	[[46, 47]]
2	0	3	, do you	5	1	1	B	4,5	[[4, 5]]
3	1	2	uh ,	47	3	9	B	44,46,47	[[44, 46, 47], [46, 47]]
7	1	2	, uh	41	35	6	B	38,41,46,47,70,72,73	[[38, 41], [46, 47], [70, 72, 73]]
4	0	2	, you	61	63	6	B	56,61,116,119	[[56, 61], [116, 119]]
2	0	2	, i	85	5	1	B	80,85	[[80, 85]]
2	0	2	i ,	85	1	5	B	84,85	[[84, 85]]
2	0	2	, and	59	3	4	B	56,59	[[56, 59]]
2	0	2	do you	5	1	1	B	4,5	[[4, 5]]
2	0	2	good .	47	5	1	B	42,47	[[42, 47]]
18	6	1	a	5	79	1	B	4,5,7,9,14,16,17,44,46,48,49,50,53,72,75,78,81,83	[[4, 5, 7, 9], [14, 16, 17], [16, 17], [44, 46, 48, 49], [46, 48, 49], [48, 49, 50, 53], [50, 53], [72, 75], [78, 81, 83]]
7	1	1	and	59	71	15	B	54,56,59,100,103,122,125	[[54, 56, 59], [56, 59], [100, 103], [122, 125]]
9	1	1	of	9	77	3	B	4,6,9,28,31,50,53,78,81	[[4, 6, 9], [6, 9], [28, 31], [50, 53], [78, 81]]
9	1	1	that	3	53	1	B	2,3,14,16,17,38,39,50,55	[[2, 3], [14, 16, 17], [16, 17], [38, 39], [50, 55]]
8	2	1	uh	41	35	5	B	38,41,44,46,47,70,72,73	[[38, 41], [44, 46, 47], [46, 47], [70, 72, 73]]
2	0	1	to	75	3	6	B	72,75	[[72, 75]]
8	0	1	it's	17	75	3	B	12,17,40,43,56,59,84,87	[[12, 17], [40, 43], [56, 59], [84, 87]]
6	0	1	it	43	51	5	B	40,43,46,49,88,91	[[40, 43], [46, 49], [88, 91]]
2	0	1	have	69	1	4	B	68,69	[[68, 69]]
2	0	1	on	75	1	2	B	74,75	[[74, 75]]
2	0	1	they	39	1	3	B	38,39	[[38, 39]]
3	1	1	do	5	3	2	B	2,4,5	[[2, 4, 5], [4, 5]]
2	0	1	or	49	3	4	B	46,49	[[46, 49]]
2	0	1	he's	53	5	1	B	48,53	[[48, 53]]
2	0	1	would	43	5	2	B	38,43	[[38, 43]]
2	0	1	back	15	5	1	B	10,15	[[10, 15]]
