Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	go back to the	172	10	1	M	163, 172
4	4	3	in the middle	76	77	1	M	73, 76, 92, 149
3	3	3	side of the	140	127	1	M	37, 140, 163
3	3	3	to the abandoned	163	65	1	f	108, 163, 172
3	3	3	to the right	55	171	1	f	2, 55, 172
2	2	3	do you want	104	78	1	M	27, 104
2	2	3	get to the	198	194	1	M	5, 198
2	2	3	i am now	87	64	1	f	24, 87
2	2	3	i don't know	63	26	1	f	38, 63
2	2	3	of the map	192	156	1	M	37, 192
15	9	2	to the	15	197	1	f	2, 5, 15, 45, 49, 55, 108, 110, 128, 140, 142, 163, 172, 186, 198
14	10	2	in the	33	152	1	f	16, 33, 57, 59, 61, 73, 76, 92, 131, 149, 161, 162, 165, 167
12	8	2	of the	88	156	4	M	37, 45, 55, 73, 88, 91, 128, 140, 142, 161, 163, 192
5	5	2	i think	172	162	4	M	11, 89, 139, 151, 172
5	2	2	the abandoned	163	113	3	f	60, 88, 108, 163, 172
5	1	2	the middle	162	90	1	M	73, 76, 92, 149, 162
5	5	2	to go	104	169	2	M	15, 77, 104, 163, 183
4	4	2	at the	179	166	3	f	14, 102, 128, 179
4	2	2	i don't	79	100	1	f	38, 63, 79, 137
4	1	2	side of	140	151	2	M	13, 37, 140, 163
4	2	2	the map	86	156	1	M	37, 86, 88, 192
4	1	2	the right	162	171	1	f	2, 55, 162, 172
3	3	2	a bit	55	157	1	f	6, 55, 162
3	3	2	but it's	92	132	1	M	69, 92, 200
3	2	2	do you	104	78	2	M	27, 71, 104
3	1	2	i am	90	67	1	f	24, 87, 90
3	3	2	i have	111	83	1	f	56, 111, 138
3	3	2	i was	135	73	1	f	88, 135, 160
3	3	2	i've got	191	190	2	f	2, 76, 191
3	3	2	over the	66	167	1	M	17, 66, 183
3	3	2	right i	88	92	1	M	81, 88, 172
3	3	2	right now	156	157	1	M	29, 156, 185
3	3	2	the bottom	145	97	1	f	102, 145, 198
3	3	2	the left	128	135	1	M	47, 128, 181
3	1	2	you want	163	137	1	M	27, 104, 163
2	2	2	above it	138	88	1	M	51, 138
2	2	2	all right	86	20	1	M	67, 86
2	2	2	am i	128	36	1	M	93, 128
2	2	2	and get	198	2	1	M	197, 198
2	2	2	aye but	200	94	1	M	107, 200
2	2	2	how far	104	12	1	M	93, 104
2	2	2	i'm heading	60	12	1	M	49, 60
2	2	2	i'm right	196	146	1	M	51, 196
2	2	2	it there	160	32	1	M	129, 160
2	2	2	that means	69	10	1	f	60, 69
2	2	2	that's not	145	122	1	f	24, 145
2	2	2	the cattle	92	76	1	M	17, 92
2	2	2	the pine	177	112	1	f	66, 177
2	2	2	to avoid	186	48	1	M	139, 186
69	35	1	the	1	199	1	f	0, 1, 2, 4, 5, 11, 14, 15, 16, 17, 22, 32, 33, 37, 43, 45, 47, 49, 55, 57, 59, 60, 61, 66, 67, 68, 72, 73, 75, 76, 77, 86, 88, 90, 91, 92, 96, 102, 107, 108, 110, 115, 127, 128, 130, 131, 140, 141, 142, 145, 147, 149, 152, 160, 161, 162, 163, 165, 167, 170, 172, 173, 177, 179, 181, 183, 186, 192, 198
43	34	1	right	13	195	2	f	2, 6, 13, 24, 26, 29, 34, 36, 39, 41, 44, 46, 51, 55, 60, 66, 67, 70, 74, 76, 80, 81, 86, 88, 94, 102, 105, 122, 126, 134, 136, 142, 153, 156, 158, 160, 162, 164, 172, 178, 185, 187, 196
34	31	1	a	3	196	1	f	2, 3, 4, 6, 9, 17, 55, 57, 59, 76, 77, 85, 89, 90, 91, 95, 101, 103, 111, 125, 138, 145, 157, 161, 162, 165, 169, 171, 181, 187, 190, 194, 195, 197
33	17	1	i	11	192	1	f	6, 11, 23, 24, 28, 31, 38, 53, 56, 60, 63, 68, 69, 79, 81, 87, 88, 89, 90, 93, 111, 128, 135, 137, 138, 139, 140, 145, 151, 160, 172, 183, 197
28	25	1	you	5	198	1	f	4, 5, 27, 29, 37, 38, 41, 46, 53, 69, 71, 77, 89, 97, 101, 104, 105, 115, 131, 137, 151, 153, 155, 163, 171, 187, 195, 201
27	10	1	to	27	199	1	f	2, 5, 15, 27, 38, 45, 49, 50, 55, 63, 69, 77, 89, 104, 108, 110, 128, 139, 140, 142, 163, 172, 183, 186, 187, 198, 200
26	22	1	i'm	35	178	1	f	22, 35, 38, 43, 49, 51, 60, 61, 63, 68, 69, 83, 116, 121, 125, 128, 139, 152, 155, 167, 170, 185, 186, 191, 196, 199
20	17	1	it	50	159	1	M	43, 50, 51, 58, 76, 79, 89, 108, 129, 131, 132, 133, 138, 139, 145, 160, 191, 196, 197, 201
20	8	1	of	88	193	7	M	3, 7, 13, 37, 45, 55, 73, 88, 91, 92, 128, 140, 142, 145, 161, 162, 163, 170, 192, 195
18	4	1	in	89	156	1	f	16, 33, 57, 59, 61, 73, 76, 89, 92, 95, 131, 149, 161, 162, 165, 167, 170, 171
14	11	1	have	15	198	1	f	4, 15, 46, 56, 65, 77, 89, 101, 111, 137, 138, 171, 187, 201
14	14	1	is	90	201	4	M	1, 55, 59, 75, 90, 99, 129, 133, 135, 145, 147, 149, 181, 201
14	14	1	just	22	185	1	M	17, 22, 90, 91, 128, 135, 141, 157, 170, 171, 183, 189, 197, 201
13	11	1	and	50	190	3	M	9, 15, 47, 50, 76, 102, 109, 111, 146, 161, 170, 197, 198
