Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	the other side of the	118	22	1	M	97, 118
4	2	3	side of the	97	86	1	f	52, 97, 118, 137
2	2	3	go to the	52	26	1	M	27, 52
2	2	3	right below the	97	50	1	f	48, 97
2	2	3	up on the	137	14	1	f	124, 137
7	3	2	of the	53	110	2	f	28, 52, 53, 97, 118, 127, 137
7	5	2	on the	66	135	2	M	3, 45, 66, 95, 97, 124, 137
7	5	2	to the	62	108	1	M	27, 52, 62, 85, 124, 128, 134
5	1	2	side of	97	86	2	f	52, 66, 97, 118, 137
4	4	2	from the	103	75	2	f	46, 72, 103, 120
4	4	2	have a	100	78	3	M	23, 43, 89, 100
3	2	2	below the	97	50	2	f	48, 72, 97
3	3	2	i don't	100	74	2	M	27, 67, 100
3	3	2	the right	124	135	1	M	3, 124, 137
2	2	2	and i'm	116	18	1	M	99, 116
2	2	2	going up	116	104	1	M	13, 116
2	2	2	i am	124	38	1	M	87, 124
2	2	2	if you	72	50	1	M	23, 72
2	2	2	in a	134	36	1	M	99, 134
2	2	2	my left	117	88	1	f	30, 117
2	2	2	should be	97	2	1	f	96, 97
2	2	2	so you	98	2	1	M	97, 98
2	2	2	the abandoned	97	56	1	f	42, 97
2	2	2	the stone	116	62	1	M	55, 116
2	2	2	under the	79	52	1	f	28, 79
2	2	2	you should	97	2	1	f	96, 97
43	26	1	the	28	135	4	M	3, 9, 17, 27, 28, 30, 32, 33, 39, 42, 45, 46, 48, 52, 53, 55, 59, 62, 63, 65, 66, 71, 72, 76, 79, 85, 92, 95, 97, 99, 103, 112, 116, 117, 118, 120, 124, 127, 128, 131, 134, 135, 137
29	24	1	right	10	137	2	M	1, 3, 10, 16, 18, 24, 28, 36, 37, 44, 46, 48, 51, 64, 78, 82, 83, 86, 94, 97, 116, 122, 123, 124, 129, 131, 132, 134, 137
20	16	1	i	20	135	2	M	3, 5, 20, 23, 27, 35, 39, 43, 52, 57, 61, 67, 81, 87, 89, 100, 113, 124, 127, 137
20	16	1	you	5	124	1	f	4, 5, 21, 23, 31, 39, 47, 53, 63, 71, 72, 96, 97, 98, 103, 105, 109, 111, 123, 127
17	12	1	a	96	128	10	M	7, 21, 23, 25, 29, 37, 43, 59, 73, 89, 96, 99, 100, 108, 121, 129, 134
13	13	1	okay	77	118	6	f	16, 18, 38, 40, 54, 76, 77, 82, 90, 109, 116, 125, 133
13	7	1	to	52	132	2	M	3, 27, 52, 62, 71, 85, 103, 107, 116, 124, 127, 128, 134
12	4	1	of	59	110	2	f	28, 52, 53, 59, 66, 92, 97, 118, 124, 127, 128, 137
10	8	1	and	42	115	3	M	11, 13, 39, 42, 96, 99, 115, 116, 124, 125
9	2	1	on	117	135	2	M	3, 45, 66, 95, 97, 117, 123, 124, 137
9	7	1	so	98	132	5	M	3, 49, 57, 95, 97, 98, 116, 121, 134
9	5	1	up	116	129	5	M	9, 13, 31, 91, 103, 116, 124, 125, 137
8	8	1	i'm	45	107	1	f	28, 45, 51, 81, 99, 105, 116, 134
8	7	1	in	112	133	4	M	3, 59, 63, 99, 112, 131, 134, 135
8	8	1	what	118	114	7	M	5, 35, 41, 71, 101, 105, 111, 118
7	3	1	have	96	78	4	M	23, 39, 43, 89, 96, 98, 100
7	2	1	side	75	86	2	f	52, 66, 75, 97, 118, 119, 137
7	7	1	that	72	97	2	M	31, 49, 72, 81, 105, 112, 127
7	7	1	yeah	6	104	1	M	1, 6, 14, 31, 47, 92, 104
6	6	1	down	13	107	2	f	4, 6, 13, 69, 72, 110
6	6	1	it	72	88	2	M	41, 63, 72, 86, 120, 128
6	6	1	just	72	101	2	M	25, 47, 72, 110, 124, 125
5	5	1	about	89	82	1	f	46, 89, 111, 124, 127
5	3	1	be	96	95	3	M	3, 73, 81, 96, 97
5	5	1	but	108	101	3	M	27, 31, 33, 108, 127
5	1	1	from	134	89	2	f	46, 72, 103, 120, 134
5	3	1	go	48	109	2	M	27, 31, 48, 52, 135
5	4	1	left	117	99	2	f	30, 42, 117, 119, 128
5	5	1	now	49	96	1	f	28, 49, 69, 113, 123
5	5	1	oh	42	75	1	M	39, 42, 45, 83, 113
5	5	1	that's	72	73	2	M	29, 35, 72, 84, 101
4	2	1	below	97	50	3	f	48, 58, 72, 97
4	1	1	don't	100	74	3	M	27, 53, 67, 100
4	4	1	got	46	50	2	M	7, 17, 46, 56
4	4	1	is	124	116	3	M	9, 41, 53, 124
4	4	1	more	108	72	3	M	37, 73, 81, 108
4	4	1	where	124	116	3	M	9, 27, 53, 124
3	3	1	do	52	14	2	M	39, 49, 52
3	1	1	going	28	104	1	M	13, 28, 116
3	1	1	if	72	50	2	M	23, 25, 72
3	3	1	it's	81	124	1	f	6, 81, 129
3	1	1	my	125	96	1	f	30, 117, 125
3	3	1	yes	136	118	2	M	19, 93, 136
2	2	1	aye	125	42	1	f	84, 125
2	2	1	bay	112	14	1	M	99, 112
2	2	1	bit	112	76	1	M	37, 112
2	2	1	by	105	64	1	f	42, 105
2	2	1	inches	73	28	1	f	46, 73
2	2	1	said	96	62	1	M	35, 96
2	2	1	tree	121	92	1	f	30, 121
2	2	1	well	25	6	1	f	20, 25

