Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	6	to go to the boat house	92	1	1	f	91,92	[[91, 92]]
2	0	6	to the left of burnt forest	1	1	1	g	0,1	[[0, 1]]
2	0	5	right of the burnt forest	48	3	1	f	45,48	[[45, 48]]
2	0	5	right of the concealed hideout	85	1	1	g	84,85	[[84, 85]]
2	0	5	the left of the ravine	9	3	1	g	6,9	[[6, 9]]
3	0	4	to the left of	1	6	1	g	0,1,6	[[0, 1], [1, 6]]
2	0	4	of the concealed hideout	85	1	1	g	84,85	[[84, 85]]
2	0	4	the left of the	9	3	1	g	6,9	[[6, 9]]
3	1	4	to the boat house	92	5	2	f	87,91,92	[[87, 91, 92]]
7	2	3	the concealed hideout	85	18	1	f	84,85,87,95,96,99,102	[[84, 85, 87], [85, 87], [95, 96, 99], [96, 99], [99, 102]]
5	2	3	to the right	131	90	3	g	44,48,50,131,134	[[44, 48], [48, 50], [131, 134]]
5	1	3	to the left	1	151	1	g	0,1,6,149,151	[[0, 1], [1, 6], [149, 151]]
5	2	3	the pine grove	65	14	3	g	54,56,64,65,68	[[54, 56], [64, 65, 68]]
4	1	3	the boat house	87	6	1	g	86,87,91,92	[[86, 87, 91], [87, 91, 92]]
2	0	3	of the ravine	9	3	1	g	6,9	[[6, 9]]
2	0	3	a pine grove	52	1	1	f	51,52	[[51, 52]]
2	0	3	past the avalanche	73	1	1	g	72,73	[[72, 73]]
2	0	3	then go right	38	1	1	f	37,38	[[37, 38]]
2	0	3	to go near	91	1	1	g	90,91	[[90, 91]]
20	9	2	to the	1	154	1	g	0,1,6,11,44,48,50,78,79,87,91,92,96,108,110,131,134,149,151,154	[[0, 1], [1, 6], [6, 11], [44, 48], [48, 50], [78, 79], [87, 91, 92], [91, 92, 96], [92, 96], [108, 110], [131, 134], [149, 151, 154]]
12	3	2	of the	9	96	1	g	6,9,45,48,54,56,79,84,85,96,97,102	[[6, 9], [45, 48], [54, 56], [79, 84], [84, 85], [96, 97], [97, 102]]
13	7	2	concealed hideout	74	39	1	g	71,74,78,80,84,85,87,95,96,99,102,106,110	[[71, 74], [74, 78], [78, 80], [80, 84, 85], [84, 85, 87], [85, 87], [95, 96, 99], [96, 99], [99, 102], [102, 106], [106, 110]]
9	6	2	do you	77	56	4	g	58,62,77,82,84,102,104,112,114	[[58, 62], [77, 82], [82, 84], [102, 104], [112, 114]]
10	7	2	the cottage	17	30	3	g	10,12,16,17,18,20,22,36,38,40	[[10, 12], [12, 16, 17], [16, 17, 18, 20], [17, 18, 20, 22], [18, 20, 22], [20, 22], [36, 38, 40]]
9	7	2	pebbled shore	129	35	5	g	114,116,118,124,126,129,131,147,149	[[114, 116, 118], [116, 118], [124, 126, 129], [126, 129, 131], [129, 131], [147, 149]]
8	5	2	the ravine	9	44	1	g	6,9,11,12,18,22,46,50	[[6, 9, 11], [9, 11, 12], [11, 12], [18, 22], [46, 50]]
6	2	2	the right	131	91	1	f	44,48,50,131,134,135	[[44, 48], [48, 50], [131, 134, 135]]
8	6	2	underneath the	63	83	5	g	16,20,54,56,63,65,95,99	[[16, 20], [54, 56], [63, 65], [95, 99]]
