Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
3	1	4	the side of the	64	9	1	f	59,64,68	[[59, 64], [64, 68]]
2	0	4	to the trout farm	88	1	1	g	87,88	[[87, 88]]
3	0	4	underneath the diamond mine	24	2	1	f	23,24,25	[[23, 24, 25]]
2	0	4	above the carved stones	37	1	1	g	36,37	[[36, 37]]
5	2	3	the indian country	59	8	5	g	52,54,56,59,60	[[52, 54, 56], [54, 56, 59], [56, 59, 60]]
5	0	3	the trout farm	87	8	2	g	86,87,88,91,94	[[86, 87, 88, 91], [87, 88, 91], [88, 91], [91, 94]]
3	1	3	side of the	64	9	1	g	59,64,68	[[59, 64], [64, 68]]
4	0	3	the diamond mine	23	7	2	g	18,23,24,25	[[18, 23], [23, 24, 25]]
4	2	3	the carved stones	37	5	2	g	34,36,37,39	[[34, 36, 37, 39]]
4	1	3	the cattle stockade	115	12	2	g	104,108,115,116	[[104, 108], [115, 116]]
2	0	3	to the side	64	5	1	f	59,64	[[59, 64]]
2	0	3	along the bottom	110	1	1	f	109,110	[[109, 110]]
2	0	3	in a curve	36	1	1	f	35,36	[[35, 36]]
2	0	3	the gold rock	61	1	1	g	60,61	[[60, 61]]
12	5	2	to the	59	92	1	f	18,22,59,60,64,77,80,87,88,104,108,110	[[18, 22], [59, 60, 64], [60, 64], [77, 80], [87, 88], [104, 108], [108, 110]]
5	2	2	do you	41	38	4	g	10,14,41,46,48	[[10, 14], [41, 46], [46, 48]]
5	3	2	of the	64	39	2	g	59,64,68,94,98	[[59, 64], [64, 68], [94, 98]]
7	3	2	underneath the	24	97	1	f	23,24,25,76,78,116,120	[[23, 24, 25], [24, 25], [76, 78], [116, 120]]
6	4	2	gold mine	71	23	1	f	48,52,66,68,70,71	[[48, 52], [66, 68, 70, 71]]
5	2	2	indian country	59	8	1	f	52,54,56,59,60	[[52, 54, 56], [54, 56, 59], [56, 59, 60]]
4	2	2	and then	120	51	3	f	71,73,120,122	[[71, 73], [120, 122]]
6	2	2	carved stones	31	9	2	g	30,31,34,36,37,39	[[30, 31, 34], [31, 34, 36], [34, 36, 37, 39]]
7	2	2	trout farm	87	18	3	g	76,80,86,87,88,91,94	[[76, 80], [86, 87, 88, 91], [87, 88, 91], [88, 91], [91, 94]]
6	3	2	cattle stockade	115	16	4	g	100,104,108,112,115,116	[[100, 104], [104, 108], [108, 112], [112, 115, 116]]
4	0	2	diamond mine	23	7	3	g	18,23,24,25	[[18, 23], [23, 24, 25]]
5	2	2	the gold	61	10	2	g	60,61,66,68,70	[[60, 61], [61, 66], [66, 68, 70]]
3	0	2	above the	37	6	1	g	36,37,42	[[36, 37], [37, 42]]
4	1	2	no i	16	4	1	f	15,16,17,19	[[15, 16, 17, 19]]
