Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
3	0	7	level with the bottom of the lake	81	2	1	g	80,81,82	[[80, 81, 82]]
3	0	6	level with the bottom of the	81	2	2	g	80,81,82	[[80, 81, 82]]
3	0	4	the bottom of the	81	2	2	g	80,81,82	[[80, 81, 82]]
2	0	4	just past the antelopes	111	3	1	g	108,111	[[108, 111]]
2	0	4	the very end of	11	1	1	g	10,11	[[10, 11]]
4	1	3	of the lake	81	4	1	g	80,81,82,84	[[80, 81, 82, 84]]
4	2	3	to the east	108	33	3	f	75,79,103,108	[[75, 79], [103, 108]]
10	4	2	to the	50	63	2	g	45,50,71,75,79,82,84,103,104,108	[[45, 50], [71, 75], [75, 79], [79, 82, 84], [82, 84], [103, 104, 108]]
7	2	2	of the	11	78	1	g	6,11,75,80,81,82,84	[[6, 11], [75, 80], [80, 81, 82, 84]]
8	5	2	the lake	81	20	2	g	80,81,82,84,88,96,98,100	[[80, 81, 82, 84], [81, 82, 84], [82, 84], [84, 88], [96, 98, 100]]
4	1	2	and then	5	56	1	g	4,5,58,60	[[4, 5], [58, 60]]
2	0	2	above the	96	1	3	g	95,96	[[95, 96]]
4	2	2	the antelopes	111	9	1	f	102,104,108,111	[[102, 104], [104, 108], [108, 111]]
4	0	2	the west	48	59	1	g	45,48,103,104	[[45, 48], [103, 104]]
2	0	2	past the	111	3	1	g	108,111	[[108, 111]]
2	0	2	down south	5	1	1	g	4,5	[[4, 5]]
2	0	2	right round	91	3	1	g	88,91	[[88, 91]]
2	0	2	then south	29	1	1	g	28,29	[[28, 29]]
2	0	2	to them	56	3	1	f	53,56	[[53, 56]]
38	14	1	the	7	111	3	g	0,2,6,7,10,11,22,26,30,34,42,45,46,48,50,52,65,68,71,72,75,78,79,80,81,82,84,85,88,95,96,98,100,102,103,104,108,111	[[0, 2], [2, 6, 7], [6, 7, 10, 11], [7, 10, 11], [10, 11], [22, 26], [26, 30], [30, 34], [42, 45, 46], [45, 46, 48, 50], [46, 48, 50], [48, 50, 52], [50, 52], [65, 68], [68, 71, 72], [71, 72, 75], [72, 75], [75, 78, 79, 80], [78, 79, 80, 81, 82], [79, 80, 81, 82, 84], [80, 81, 82, 84, 85], [81, 82, 84, 85], [82, 84, 85], [84, 85, 88], [85, 88], [95, 96, 98, 100], [96, 98, 100], [98, 100, 102, 103], [100, 102, 103, 104], [102, 103, 104], [103, 104, 108], [104, 108], [108, 111]]
37	18	1	right	7	106	2	g	0,2,7,8,10,12,20,24,28,31,34,40,42,46,47,49,51,53,62,66,67,68,76,78,79,80,87,88,91,92,94,95,97,98,101,105,106	[[0, 2], [2, 7], [7, 8, 10, 12], [8, 10, 12], [10, 12], [20, 24], [24, 28], [28, 31], [31, 34], [40, 42], [42, 46, 47], [46, 47, 49, 51], [47, 49, 51], [49, 51, 53], [51, 53], [62, 66, 67], [66, 67, 68], [67, 68], [76, 78, 79, 80], [78, 79, 80], [79, 80], [87, 88, 91, 92], [88, 91, 92], [91, 92, 94, 95], [92, 94, 95, 97], [94, 95, 97, 98], [95, 97, 98], [97, 98, 101], [98, 101], [101, 105, 106]]
24	11	1	to	45	86	6	g	22,24,30,34,45,48,50,53,56,71,75,76,79,80,82,84,85,88,90,100,102,103,104,108	[[22, 24], [30, 34], [45, 48, 50], [48, 50, 53], [50, 53], [53, 56], [71, 75, 76], [75, 76, 79, 80], [76, 79, 80], [79, 80, 82, 84], [80, 82, 84, 85], [82, 84, 85], [84, 85, 88], [85, 88, 90], [88, 90], [100, 102, 103, 104], [102, 103, 104], [103, 104, 108]]
19	9	1	mmhmm	6	109	1	f	3,6,9,13,15,33,35,37,39,56,59,60,61,63,90,92,107,109,112	[[3, 6], [6, 9], [9, 13], [13, 15], [33, 35, 37], [35, 37, 39], [37, 39], [56, 59, 60, 61], [59, 60, 61, 63], [60, 61, 63], [61, 63], [90, 92], [107, 109, 112]]
11	4	1	of	11	80	3	g	4,6,10,11,30,32,75,80,81,82,84	[[4, 6], [6, 10, 11], [10, 11], [30, 32], [75, 80], [80, 81, 82, 84]]
11	8	1	and	5	102	1	g	4,5,54,58,60,84,88,90,100,102,106	[[4, 5], [54, 58], [58, 60], [84, 88], [88, 90], [100, 102], [102, 106]]
12	5	1	a	19	80	1	g	18,19,22,32,34,40,43,45,58,61,94,98	[[18, 19, 22], [19, 22], [32, 34], [40, 43, 45], [43, 45], [58, 61], [94, 98]]
7	4	1	up	61	46	5	g	36,38,61,62,66,80,82	[[36, 38], [61, 62, 66], [62, 66], [80, 82]]
8	3	1	then	5	56	1	g	4,5,8,28,29,56,58,60	[[4, 5, 8], [5, 8], [28, 29], [56, 58, 60]]
4	1	1	go	53	28	4	g	52,53,76,80	[[52, 53], [76, 80]]
7	3	1	just	95	55	6	g	56,58,94,95,96,108,111	[[56, 58], [94, 95, 96], [95, 96], [108, 111]]
9	6	1	lake	81	24	3	g	76,80,81,82,84,88,96,98,100	[[76, 80, 81], [80, 81, 82, 84], [81, 82, 84], [82, 84], [84, 88], [96, 98, 100]]
7	3	1	no	78	17	2	g	69,71,73,77,78,85,86	[[69, 71, 73], [71, 73], [73, 77, 78], [77, 78], [85, 86]]
9	3	1	them	52	51	1	f	49,52,53,54,55,56,94,96,100	[[49, 52, 53, 54], [52, 53, 54, 55, 56], [53, 54, 55, 56], [54, 55, 56], [55, 56], [94, 96], [96, 100]]
7	2	1	it	65	50	3	g	64,65,66,89,91,110,114	[[64, 65, 66], [65, 66], [89, 91], [110, 114]]
