Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	4	no no no no	19	1	1	g	18,19	[[18, 19]]
6	2	3	the diamond mine	14	17	2	f	5,9,14,17,20,22	[[5, 9], [9, 14], [14, 17], [17, 20, 22]]
2	0	3	over the top	49	1	2	g	48,49	[[48, 49]]
3	1	3	under the fort	91	5	1	g	88,91,93	[[88, 91, 93]]
2	0	3	from the top	55	1	1	g	54,55	[[54, 55]]
2	0	3	of the apache	48	5	1	f	43,48	[[43, 48]]
2	0	3	over stone creek	70	3	1	f	67,70	[[67, 70]]
2	0	3	sarah and danielle	2	1	1	f	1,2	[[1, 2]]
2	0	3	the right-hand side	33	1	1	g	32,33	[[32, 33]]
2	0	2	and then	91	3	5	g	88,91	[[88, 91]]
4	2	2	of the	48	37	1	f	43,48,76,80	[[43, 48], [76, 80]]
5	2	2	the fort	91	8	2	g	86,88,91,93,94	[[86, 88, 91], [88, 91, 93], [91, 93, 94]]
3	1	2	from the	55	3	1	g	54,55,57	[[54, 55, 57]]
3	0	2	stone creek	67	4	2	g	66,67,70	[[66, 67, 70]]
3	0	2	a curve	17	6	1	g	14,17,20	[[14, 17], [17, 20]]
2	0	2	above it	57	1	1	g	56,57	[[56, 57]]
2	0	2	flat rocks	70	1	1	g	69,70	[[69, 70]]
2	0	2	left-hand side	43	5	1	g	38,43	[[38, 43]]
3	1	2	right right	80	7	2	f	73,77,80	[[73, 77], [77, 80]]
2	0	2	go under	91	5	1	g	86,91	[[86, 91]]
2	0	2	got a	27	3	1	g	24,27	[[24, 27]]
2	0	2	heading down	51	1	1	g	50,51	[[50, 51]]
36	19	1	the	5	94	2	g	0,4,5,9,12,14,16,17,20,22,28,29,30,32,33,38,43,44,46,48,49,52,54,55,57,62,66,74,76,78,80,86,88,91,93,94	[[0, 4, 5], [4, 5, 9], [5, 9], [9, 12, 14], [12, 14, 16, 17], [14, 16, 17], [16, 17, 20], [17, 20, 22], [20, 22], [28, 29, 30, 32, 33], [29, 30, 32, 33], [30, 32, 33], [32, 33], [33, 38], [38, 43], [43, 44, 46, 48], [44, 46, 48, 49], [46, 48, 49], [48, 49, 52], [49, 52, 54], [52, 54, 55, 57], [54, 55, 57], [55, 57], [57, 62], [62, 66], [74, 76, 78], [76, 78, 80], [78, 80], [86, 88, 91], [88, 91, 93], [91, 93, 94]]
31	10	1	right	3	94	1	g	0,3,4,6,7,11,15,16,23,26,28,31,34,38,43,48,59,62,66,70,73,74,77,78,80,81,84,86,91,92,94	[[0, 3, 4], [3, 4, 6, 7], [4, 6, 7], [6, 7, 11], [7, 11], [11, 15, 16], [15, 16], [23, 26, 28], [26, 28, 31], [28, 31], [31, 34], [34, 38], [38, 43], [43, 48], [59, 62], [62, 66], [66, 70], [70, 73, 74], [73, 74, 77, 78], [74, 77, 78], [77, 78, 80, 81], [78, 80, 81], [80, 81, 84], [81, 84, 86], [84, 86], [86, 91], [91, 92, 94]]
16	13	1	you	41	70	1	f	24,28,41,44,46,48,52,54,62,66,70,72,82,84,92,94	[[24, 28], [41, 44, 46], [44, 46, 48], [46, 48], [48, 52], [52, 54], [62, 66], [66, 70], [70, 72], [82, 84], [92, 94]]
11	5	1	and	2	95	1	f	1,2,27,28,32,48,50,86,88,91,96	[[1, 2], [27, 28, 32], [28, 32], [48, 50], [86, 88, 91], [88, 91], [91, 96]]
10	5	1	yeah	28	44	1	g	17,21,23,28,30,35,37,39,58,61	[[17, 21], [21, 23], [23, 28], [28, 30], [30, 35], [35, 37, 39], [37, 39], [58, 61]]
11	4	1	a	17	72	1	g	14,17,20,22,24,27,66,69,74,82,86	[[14, 17], [17, 20, 22], [20, 22, 24], [22, 24, 27], [24, 27], [66, 69], [69, 74], [82, 86]]
9	6	1	just	21	82	3	g	12,16,20,21,22,48,50,90,94	[[12, 16], [16, 20, 21], [20, 21, 22], [21, 22], [48, 50], [90, 94]]
11	3	1	no	19	51	1	g	18,19,25,26,42,45,46,63,64,65,69	[[18, 19], [25, 26], [42, 45, 46], [45, 46], [63, 64, 65], [64, 65, 69]]
6	2	1	down	9	43	1	g	8,9,12,48,50,51	[[8, 9, 12], [9, 12], [48, 50, 51]]
4	1	1	to	57	20	1	f	54,57,72,74	[[54, 57], [72, 74]]
8	2	1	okay	13	63	1	g	8,13,23,28,49,50,66,71	[[8, 13], [23, 28], [49, 50], [66, 71]]
4	1	1	curve	17	6	2	g	14,16,17,20	[[14, 16, 17], [16, 17, 20]]
6	3	1	of	29	52	1	g	28,29,43,48,76,80	[[28, 29], [43, 48], [76, 80]]
4	0	1	side	33	11	2	g	32,33,38,43	[[32, 33], [33, 38], [38, 43]]
5	2	1	then	91	78	6	g	14,16,88,91,92	[[14, 16], [88, 91, 92]]
5	2	1	up	29	44	2	g	28,29,66,70,72	[[28, 29], [66, 70], [70, 72]]
3	1	1	heading	51	3	3	g	48,50,51	[[48, 50, 51]]
4	1	1	it	57	40	2	f	56,57,94,96	[[56, 57], [94, 96]]
5	1	1	creek	28	43	1	f	27,28,66,67,70	[[27, 28], [66, 67, 70]]
6	3	1	fort	91	10	3	g	84,86,88,91,93,94	[[84, 86, 88], [86, 88, 91], [88, 91, 93], [91, 93, 94]]
2	0	1	go	91	5	3	g	86,91	[[86, 91]]
4	0	1	round	17	15	1	g	14,17,28,29	[[14, 17], [28, 29]]
4	1	1	well	57	16	1	f	54,57,69,70	[[54, 57], [69, 70]]
3	0	1	going	67	4	2	g	66,67,70	[[66, 67, 70]]
2	0	1	got	27	3	1	f	24,27	[[24, 27]]
2	0	1	so	72	5	3	f	67,72	[[67, 72]]
2	0	1	above	57	1	1	f	56,57	[[56, 57]]
3	1	1	canoes	40	3	2	f	39,40,42	[[39, 40, 42]]
3	0	1	left-hand	43	10	1	g	38,43,48	[[38, 43], [43, 48]]
2	0	1	apache	48	5	1	g	43,48	[[43, 48]]
2	0	1	fast	28	1	1	f	27,28	[[27, 28]]
2	0	1	what	29	1	1	g	28,29	[[28, 29]]
