ID	S1	S2	S1/Initiated Expression (IE_S1)	S1/Expression Repetition (ER_S1)	S1/tokens (%)	S2/Initiated Expression (IE_S2)	S2/Expression Repetition (ER_S2)	S2/tokens (%)	Voc. Overlap S1	Voc. Overlap S2	SR/S1/ELS	SR/S1/EV	SR/S1/ER	SR/S1/ENTR	SR/S1/L	SR/S1/LMAX	SR/S2/ELS	SR/S2/EV	SR/S2/ER	SR/S2/ENTR	SR/S2/L	SR/S2/LMAX
q1ec3-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.4251497005988024	0.5407523510971787	0.3433799784714747	0.5748502994011976	0.460655737704918	0.6566200215285253	0.5076923076923077	0.3378839590443686	120.0	0.1628222523744912	0.6675712347354138	1.4924825969498516	1.5956112852664577	5.0	238.0	0.1803030303030303	0.8022727272727272	1.7007231946908392	1.768621236133122	8.0
q1ec8-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.44	0.422680412371134	0.4004127966976264	0.56	0.4578313253012048	0.5995872033023736	0.47305389221556887	0.4030612244897959	75.0	0.16930022573363432	0.6027088036117382	1.236375635407726	1.4397905759162304	4.0	110.0	0.17295597484276728	0.7279874213836478	1.5149430902306136	1.6140350877192982	5.0
q1nc4-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.3698630136986301	0.5030181086519114	0.3475524475524476	0.6301369863013698	0.4490889603429796	0.6524475524475525	0.46368715083798884	0.31800766283524906	86.0	0.15140845070422534	0.6267605633802817	1.2411844154117573	1.4273858921161826	5.0	190.0	0.1892430278884462	0.7778884462151394	1.4281595906449345	1.5780933062880325	5.0
q2ec4-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.4444444444444444	0.5484460694698354	0.37672176308539945	0.5555555555555556	0.46408839779005523	0.6232782369146006	0.4731182795698925	0.3651452282157676	106.0	0.1685214626391097	0.6550079491255962	1.3344415039043622	1.5412186379928314	5.0	194.0	0.19635627530364372	0.7955465587044535	1.5305755254650875	1.6513569937369519	6.0
q3ec4-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.21951219512195122	0.5689149560117303	0.3627659574468085	0.7804878048780488	0.3989983305509182	0.6372340425531915	0.43795620437956206	0.32432432432432434	73.0	0.18527918781725888	0.6142131979695431	1.4534672923871395	1.5766871165644172	5.0	134.0	0.20552147239263804	0.7684049079754601	1.4688976437335646	1.585209003215434	7.0
q4ec3-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.2923076923076923	0.5646853146853147	0.43333333333333335	0.7076923076923077	0.4385026737967914	0.5666666666666667	0.47715736040609136	0.40869565217391307	109.0	0.1674347158218126	0.6497695852534562	1.336338159009738	1.5	5.0	145.0	0.1751207729468599	0.7427536231884058	1.4134287412565636	1.5398009950248757	5.0
q5ec1-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.5555555555555556	0.48860759493670886	0.42404723564143854	0.4444444444444444	0.5573159366262814	0.5759527643585615	0.48945147679324896	0.39862542955326463	163.0	0.18091009988901222	0.6947835738068813	1.3864210265928347	1.5327102803738317	5.0	205.0	0.1729957805907173	0.7561181434599156	1.638504494327604	1.699099099099099	7.0
q5ec4-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.3425925925925926	0.5173210161662818	0.4220272904483431	0.6574074074074074	0.433389544688027	0.5779727095516569	0.43373493975903615	0.36	86.0	0.17515274949083504	0.6517311608961304	1.1876802537942843	1.406926406926407	4.0	118.0	0.18125960061443933	0.7296466973886329	1.2649139353987269	1.4434250764525993	4.0
q5nc5-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.3472222222222222	0.4430769230769231	0.4082914572864322	0.6527777777777778	0.3970276008492569	0.5917085427135679	0.3819444444444444	0.3216374269005848	58.0	0.15633423180592992	0.5525606469002695	1.1808812610051305	1.4054054054054055	4.0	91.0	0.17567567567567569	0.7027027027027027	1.192448547416567	1.3991935483870968	4.0
q6ec3-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.425	0.5324384787472036	0.3860103626943005	0.575	0.42053445850914206	0.6139896373056994	0.46835443037974683	0.33636363636363636	101.0	0.19573643410852712	0.6608527131782945	1.2181318556279375	1.435483870967742	4.0	146.0	0.18693982074263765	0.7477592829705506	1.5021572610412548	1.5866666666666667	6.0
q7ec4-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.4722222222222222	0.461839530332681	0.477124183006536	0.5277777777777778	0.4785714285714286	0.5228758169934641	0.4022346368715084	0.36923076923076925	90.0	0.15845070422535212	0.647887323943662	1.4691473749571784	1.6043478260869566	5.0	116.0	0.18770226537216828	0.7087378640776699	1.4575624121104407	1.5638297872340425	6.0
q7nc7-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.34615384615384615	0.5075	0.3787878787878788	0.6538461538461539	0.43597560975609756	0.6212121212121212	0.47435897435897434	0.3645320197044335	75.0	0.16198704103671707	0.6069114470842333	1.092239826280027	1.3623188405797102	3.0	130.0	0.18055555555555555	0.7458333333333333	1.4428308311383253	1.5625	7.0
q8nc5-scrambled_txt-base_DialoGPT-speaker_g_M_tsv	M	g	0.5026737967914439	0.5376506024096386	0.38073394495412843	0.49732620320855614	0.4888888888888889	0.6192660550458715	0.5357142857142857	0.3888888888888889	132.0	0.17232375979112272	0.6814621409921671	1.4908459092963962	1.6347305389221556	6.0	225.0	0.19019442096365174	0.790363482671175	1.569170053842024	1.643835616438356	7.0
