Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	what you mean	97	M	7, 55, 103
2	3	I'm not sure	7	M	55, 61
2	3	not in the	27	M	19, 45
2	3	where are you	65	M	17, 81
4	2	in the	73	M	1, 19, 45, 73
3	2	I don't	120	M	7, 59, 126
3	2	I'm not	13	M	55, 61, 67
3	2	i think	27	M	11, 33, 37
3	2	i'm not	13	M	89, 97, 101
3	2	not in	77	M	19, 45, 95
3	2	not sure	43	M	55, 61, 97
3	2	of the	91	M	1, 31, 91
3	2	on the	39	M	17, 47, 55
3	2	the map	107	M	1, 45, 107
2	2	, how	5	M	29, 33
2	2	about the	85	M	29, 113
2	2	i am	17	M	57, 73
2	2	i can	31	M	93, 123
2	2	i don't	13	M	91, 103
2	2	i have	33	M	37, 69
2	2	not really	55	M	67, 121
2	2	ok i'll	83	M	41, 123
2	2	right then	35	M	53, 87
2	2	see what	21	M	103, 123
2	2	sure what	13	M	55, 67
2	2	the mountain	67	M	47, 113
2	2	to draw	17	M	11, 27
22	1	the	117	M	1, 11, 17, 19, 21, 25, 29, 31, 39, 45, 47, 55, 65, 71, 73, 91, 97, 107, 109, 111, 113, 117
15	1	i	121	M	3, 11, 27, 33, 35, 37, 47, 57, 69, 73, 77, 91, 93, 103, 123
11	1	not	119	M	3, 19, 45, 55, 61, 67, 89, 95, 97, 101, 121
11	1	you	113	M	3, 7, 17, 19, 33, 55, 63, 81, 97, 103, 115
9	1	right	83	M	39, 53, 75, 83, 85, 87, 93, 117, 121
8	1	I	120	M	7, 9, 13, 55, 59, 107, 109, 126
8	1	I'm	115	M	1, 17, 55, 61, 67, 89, 109, 115
7	1	a	84	M	43, 77, 87, 95, 97, 121, 126
7	1	what	117	M	7, 9, 51, 55, 67, 103, 123
6	1	in	99	M	1, 19, 45, 73, 95, 99
6	1	sure	71	M	55, 61, 67, 97, 101, 125
5	1	is	91	M	1, 21, 39, 49, 91
5	1	it	79	M	15, 43, 59, 91, 93
5	1	on	41	M	15, 17, 21, 47, 55
5	1	to	115	M	3, 11, 27, 107, 117
5	1	where	75	M	17, 35, 57, 81, 91
4	1	do	89	M	35, 41, 111, 123
4	1	how	69	M	29, 33, 79, 97
4	1	i'm	69	M	33, 89, 97, 101
4	1	of	97	M	1, 31, 91, 97
4	1	see	31	M	93, 103, 107, 123
4	1	that	81	M	11, 37, 41, 91
4	1	you're	111	M	11, 85, 95, 121
3	1	am	61	M	13, 57, 73
3	1	are	65	M	17, 19, 81
3	1	can	31	M	93, 97, 123
3	1	draw	45	M	11, 27, 55
3	1	go	53	M	35, 83, 87
3	1	going	9	M	109, 115, 117
3	1	have	90	M	37, 69, 126
3	1	just	79	M	31, 91, 109
3	1	now	95	M	17, 51, 111
3	1	ok	95	M	29, 41, 123
3	1	one	59	M	11, 37, 69
3	1	so	117	M	1, 35, 117
3	1	that's	63	M	9, 57, 71
3	1	then	47	M	41, 53, 87
3	1	there	17	M	33, 39, 49
2	1	along	29	M	87, 115
2	1	and	69	M	31, 99
2	1	but	9	M	19, 27
2	1	far	27	M	79, 105
2	1	get	27	M	33, 59
2	1	house	27	M	65, 91
2	1	left	7	M	15, 21
2	1	meant	19	M	9, 27
2	1	no	15	M	49, 63
2	1	oh	67	M	9, 75
2	1	up	7	M	27, 33
2	1	want	105	M	3, 107
2	1	yeah	111	M	9, 119
2	1	your	105	M	21, 125

