,Speaker,Utterance,Unified
5,M,"Well, that's what I'm saying.","M|Well, that's what I'm saying."
6,A,you know what I mean?,A|you know what I mean?
7,M,"I know, uh huh.","M|I know, uh huh."
8,A,Yeah.,A|Yeah.
9,M,"Yeah, I know.","M|Yeah, I know."
10,A,Right.,A|Right.
11,M,right.,M|right.
12,A,That's it.,A|That's it.
13,M,There is no way that I could live with that.,M|There is no way that I could live with that.
14,A,"Well, I, I feel the other thing too, uh, they were saying, uh, you know, what new ways could could it, you, you know, change the system. I, I really think that, uh, we spend a lot of time, uh, going through appeal after appeal after appeal after appeal, I mean, if you go to a trial by jury and especially if a person has confessed. If they have been caught, you know, point blank in the crime. There's, uh, no question","A|Well, I, I feel the other thing too, uh, they were saying, uh, you know, what new ways could could it, you, you know, change the system. I, I really think that, uh, we spend a lot of time, uh, going through appeal after appeal after appeal after appeal, I mean, if you go to a trial by jury and especially if a person has confessed. If they have been caught, you know, point blank in the crime. There's, uh, no question"
15,M,.,M|.
16,A,"it's beyond a reasonable doubt. You know, all these things. I mean, you know, we've gone through this over and over again.","A|it's beyond a reasonable doubt. You know, all these things. I mean, you know, we've gone through this over and over again."
17,M,"You can't, or we know,","M|You can't, or we know,"
18,A,"And it can go on for ten, twenty, years.","A|And it can go on for ten, twenty, years."
19,M,I'm not.,M|I'm not.
20,A,"I, I think this is a little ridiculous.","A|I, I think this is a little ridiculous."
21,M,"Well, the trial is a bit of a stretch.","M|Well, the trial is a bit of a stretch."
22,A,I think the only people who benefit from that are the lawyers.,A|I think the only people who benefit from that are the lawyers.
23,M,"Well, I know what I'm doing with my life.","M|Well, I know what I'm doing with my life."
24,A,"I, I'm serious. And I think that the lawyers have caused a lot of the problems that exist in the in the criminal system today. With plea bargaining.","A|I, I'm serious. And I think that the lawyers have caused a lot of the problems that exist in the in the criminal system today. With plea bargaining."
25,M,I'm serious. I'm pretty sure that there are a lot more of those people in the legal system than you think.,M|I'm serious. I'm pretty sure that there are a lot more of those people in the legal system than you think.
26,A,"You know, if someone is","A|You know, if someone is"
27,M,I think he's a sociopath.,M|I think he's a sociopath.
28,A,Well.,A|Well.
29,M,I know it. I'm a lawyer.,M|I know it. I'm a lawyer.
30,A,"Well, I know. That's what I'm saying. But I think a lot of, all of the whole criminal system is messed up in, in that regard. I mean, you know, people who commit, uh, crimes that they, I don't know how it works exactly  but  you know, they get lesser sentences","A|Well, I know. That's what I'm saying. But I think a lot of, all of the whole criminal system is messed up in, in that regard. I mean, you know, people who commit, uh, crimes that they, I don't know how it works exactly  but  you know, they get lesser sentences"
31,M,"But, I don't know, that's the whole system.","M|But, I don't know, that's the whole system."
32,A,"and I understand that the jails are full of people, you know, uh  and that they have to do something.","A|and I understand that the jails are full of people, you know, uh  and that they have to do something."
33,M,That's what the,M|That's what the
34,A,"But, I think that the reason they are full is because they know that they can get away with it.","A|But, I think that the reason they are full is because they know that they can get away with it."
