,Speaker,Utterance,Unified
5,M,How much are they paying you?,M|How much are they paying you?
6,A,Yeah. I think it's a little harsh to say that they should have to spend a year or two.,A|Yeah. I think it's a little harsh to say that they should have to spend a year or two.
7,M,It's not that,M|It's not that
8,A,"I, I, I'd force them. I think that, uh, I think it would be, I think I think a lot of kids actually do a lot of work and no one just realizes it.","A|I, I, I'd force them. I think that, uh, I think it would be, I think I think a lot of kids actually do a lot of work and no one just realizes it."
9,M,,M|
10,A,"Right, exactly. I was a, I was a Boy Scout. As part of being a Boy Scout, you had to do, you know, projects all throughout and then to become an Eagle Scout you have to spend a, do a yearlong project.","A|Right, exactly. I was a, I was a Boy Scout. As part of being a Boy Scout, you had to do, you know, projects all throughout and then to become an Eagle Scout you have to spend a, do a yearlong project."
11,M,s...,M|s...
12,A,Yeah.,A|Yeah.
13,M,"I, I","M|I, I"
14,A,"I think, I, I, now I think people generally volunteer.","A|I think, I, I, now I think people generally volunteer."
15,M,What do you think?,M|What do you think?
16,A,"That there's no problem with getting them to, do stuff.","A|That there's no problem with getting them to, do stuff."
17,M,She nods.,M|She nods.
18,A,"Well, we have a funny commercial around here. It says something like, if people were to give five, hours a week or five percent of their salary, we could, they could solve all the world's problems or something. So,  I guess if we all give five hours a week or five percent of our salary we could, uh,","A|Well, we have a funny commercial around here. It says something like, if people were to give five, hours a week or five percent of their salary, we could, they could solve all the world's problems or something. So,  I guess if we all give five hours a week or five percent of our salary we could, uh,"
19,M,s.,M|s.
20,A,"or just, or just gave, or, or, or just forced our kids just to, to, force kids to serve for, uh, parents, I guess.","A|or just, or just gave, or, or, or just forced our kids just to, to, force kids to serve for, uh, parents, I guess."
21,M,"i,","M|i,"
22,A,"Substitute. My, my, yeah,","A|Substitute. My, my, yeah,"
23,M,"No, I just, like.","M|No, I just, like."
24,A,my kid will do four or five hours this week for me.  No problem.,A|my kid will do four or five hours this week for me.  No problem.
25,M,I have to ask... Why do you have a child?,M|I have to ask... Why do you have a child?
26,A,Uh-huh.,A|Uh-huh.
27,M,I think it's a lot like how I'd be a guy if I was a guy.,M|I think it's a lot like how I'd be a guy if I was a guy.
28,A,I've seen that.  Yeah.,A|I've seen that.  Yeah.
29,M,they just have a big yard and it's like a big house.,M|they just have a big yard and it's like a big house.
30,A,"They, they, just started trying to get them, something together like, like that around here from, for, from the community because, uh, we had a big ice storm uh, very, very recently.","A|They, they, just started trying to get them, something together like, like that around here from, for, from the community because, uh, we had a big ice storm uh, very, very recently."
31,M,.,M|.
32,A,You don't sound like you're in the north. You sound like you're in the south somewhere.,A|You don't sound like you're in the north. You sound like you're in the south somewhere.
33,M,Yeah.,M|Yeah.
34,A,"Yeah, uh, I'm in, uh, New York.","A|Yeah, uh, I'm in, uh, New York."
35,M,"Hey, are you in New York?","M|Hey, are you in New York?"
36,A,"Upstate New York, yeah.","A|Upstate New York, yeah."
37,M,You're in New York?,M|You're in New York?
38,A,"And, uh,","A|And, uh,"
39,M,... and,M|... and
