,Speaker,Utterance,Unified
5,A,Well both of mine are boys. They're eight and eleven,A|Well both of mine are boys. They're eight and eleven
6,M,How old are your kids?,M|How old are your kids?
7,A,and they're into sports,A|and they're into sports
8,M,"Well, they're both boys.","M|Well, they're both boys."
9,A,"I mean, as a matter of fact, that's what we're doing tonight","A|I mean, as a matter of fact, that's what we're doing tonight"
10,M,"Well, I mean, I'm not sure if they're gonna be any fun tonight.","M|Well, I mean, I'm not sure if they're gonna be any fun tonight."
11,A,Baseball has started.,A|Baseball has started.
12,M,What is going on in this thread?,M|What is going on in this thread?
13,A,"Oh, oh, yes, we start here at, uh, five.","A|Oh, oh, yes, we start here at, uh, five."
14,M,I'll be right there with you. I'm going to get a ticket for this.,M|I'll be right there with you. I'm going to get a ticket for this.
15,A,"Up until, it's coach pitch, until you get nine which my little boy will be nine in May.","A|Up until, it's coach pitch, until you get nine which my little boy will be nine in May."
16,M,How many pitches does it take to get a strike out?,M|How many pitches does it take to get a strike out?
17,A,"So he's going to be with, uh, regular pitching","A|So he's going to be with, uh, regular pitching"
18,M,"I'm a pitcher, so...","M|I'm a pitcher, so..."
19,A,"and my eleven year old, of course, you know, is pitching.","A|and my eleven year old, of course, you know, is pitching."
20,M,She is the only one who can be a ballplayer.,M|She is the only one who can be a ballplayer.
21,A,Uh-huh.,A|Uh-huh.
22,M,I'm gonna go out on a limb and say he's not.,M|I'm gonna go out on a limb and say he's not.
23,A,"But yes, we're into baseball, and it seems like soon as that over with we get into basketball. We even have peewee basketball here. So there's always something.","A|But yes, we're into baseball, and it seems like soon as that over with we get into basketball. We even have peewee basketball here. So there's always something."
24,M,Oh.my.gosh.,M|Oh.my.gosh.
25,A,Both. If we're not doing sports we go somewhere.,A|Both. If we're not doing sports we go somewhere.
26,M,Do you do anything for the week?,M|Do you do anything for the week?
27,A,"Oh, yeah, yeah, yeah.","A|Oh, yeah, yeah, yeah."
28,M,"You know, we have a lot of friends in this city,","M|You know, we have a lot of friends in this city,"
29,A,"No, usually in the summer time.","A|No, usually in the summer time."
30,M,How long are you going?,M|How long are you going?
31,A,"Different places every year. We,","A|Different places every year. We,"
32,M,Where do you live?,M|Where do you live?
33,A,No,A|No
34,M,Have you been to a place?,M|Have you been to a place?
35,A,Uh-huh.,A|Uh-huh.
36,M,Are you sure?,M|Are you sure?
37,A,"You know, I've heard, we have a couple of friends that goes to Washington quite often, and that must be the thing. They really hadn't either. They went to the Memorial, you know, when they go, it's on business","A|You know, I've heard, we have a couple of friends that goes to Washington quite often, and that must be the thing. They really hadn't either. They went to the Memorial, you know, when they go, it's on business"
38,M,Uhhuh,M|Uhhuh
39,A,it's not really just to getting to sight see.,A|it's not really just to getting to sight see.
40,M,Why do you think that?,M|Why do you think that?
41,A,"Oh, I bet it is, too.","A|Oh, I bet it is, too."
42,M,It's not.,M|It's not.
43,A,Uh-huh.,A|Uh-huh.
44,M,I'm not sure.,M|I'm not sure.
45,A,"Oh, now my husband and I, we go different places. But our but when we go with our children we usually kind of stay close.","A|Oh, now my husband and I, we go different places. But our but when we go with our children we usually kind of stay close."
46,M,That is what I thought.,M|That is what I thought.
47,A,"Oh, yes, yes, yes.","A|Oh, yes, yes, yes."
48,M,I think I know you.,M|I think I know you.
49,A,Oh.,A|Oh.
50,M,"You know, I never said I was.","M|You know, I never said I was."
51,A,"Oh,","A|Oh,"
52,M,"The real question is, when was the last time you saw a man?","M|The real question is, when was the last time you saw a man?"
53,A,Uh-huh.,A|Uh-huh.
54,M,"He said, and then, I.","M|He said, and then, I."
55,A,Uh-huh.,A|Uh-huh.
56,M,"Uhhh, I think you mean we weren't even a family, uh, before you.","M|Uhhh, I think you mean we weren't even a family, uh, before you."
57,A,Yes.,A|Yes.
58,M,Are you going to make the joke about me?,M|Are you going to make the joke about me?
