,Speaker,Utterance,Unified
5,M,"I'm reading a book, uh, about the first world war, uh","M|I'm reading a book, uh, about the first world war, uh"
6,A,Who wrote that?,A|Who wrote that?
7,M,I think that's the first time I've read a book I haven't read in a while.,M|I think that's the first time I've read a book I haven't read in a while.
8,A,Huh.,A|Huh.
9,M,...,M|...
10,A,I see.,A|I see.
11,M,,M|
12,A,"Well, that is interesting. Right.","A|Well, that is interesting. Right."
13,M,No.,M|No.
14,A,That is an intriguing type of book to be reading and trying to keep up on things like that.,A|That is an intriguing type of book to be reading and trying to keep up on things like that.
15,M,He's talking about the book.,M|He's talking about the book.
16,A,Uh-huh.,A|Uh-huh.
17,M,I don't think it's real.,M|I don't think it's real.
18,A,"And, they have not made a movie of the week of it yet.","A|And, they have not made a movie of the week of it yet."
19,M,They haven't even made a film of it.,M|They haven't even made a film of it.
20,A,Yeah.,A|Yeah.
21,M,Have you seen the movie?,M|Have you seen the movie?
22,A,"Uh. Explained , *listen; could be br","A|Uh. Explained , *listen; could be br"
23,M,,M|
24,A,Supposedly scooped up by the triangle.,A|Supposedly scooped up by the triangle.
25,M,,M|
26,A,Yeah.,A|Yeah.
27,M,The'n' we.not.they.not.,M|The'n' we.not.they.not.
28,A,"Yeah. On that same topic, have you ever read anything about, you know, the Amelia Earhart story, whatever happened with her?","A|Yeah. On that same topic, have you ever read anything about, you know, the Amelia Earhart story, whatever happened with her?"
29,M,,M|
30,A,"I, I think that would be, I am sure there is something out there, uh, ,","A|I, I think that would be, I am sure there is something out there, uh, ,"
31,M,i.,M|i.
32,A,I thought she was a prisoner of war or something for like ten years.,A|I thought she was a prisoner of war or something for like ten years.
33,M,"It's a bit of a shame, I think she's still alive.","M|It's a bit of a shame, I think she's still alive."
34,A,"Well whatever, this is one aspect of it.","A|Well whatever, this is one aspect of it."
35,M,"Oh, okay.","M|Oh, okay."
36,A,"Of course, you know, it is so weird, cause no one will ever really know, it's, it, so but it's entertaining and it makes you think about things.","A|Of course, you know, it is so weird, cause no one will ever really know, it's, it, so but it's entertaining and it makes you think about things."
37,M,I don't know.,M|I don't know.
38,A,That is for sure.,A|That is for sure.
39,M,I like it.,M|I like it.
40,A,Yeah.,A|Yeah.
41,M,"Wait, what?","M|Wait, what?"
42,A,"Right. Well, I, I guess I just have not read I mean, usually, I just, if I find a good book, I will sit, you know, for two days until it is finished. If it's that good,","A|Right. Well, I, I guess I just have not read I mean, usually, I just, if I find a good book, I will sit, you know, for two days until it is finished. If it's that good,"
43,M,"Yeah, I read.","M|Yeah, I read."
44,A,and I think the last one I read like that was Scott Thurow's and that was PRESUMED INNOCENT.,A|and I think the last one I read like that was Scott Thurow's and that was PRESUMED INNOCENT.
45,M,It was,M|It was
46,A,"And I just really, really liked the way he writes. It's just, incredible.","A|And I just really, really liked the way he writes. It's just, incredible."
47,M,I like it.,M|I like it.
48,A,Yeah.,A|Yeah.
49,M,Did you read it?,M|Did you read it?
50,A,Uh.,A|Uh.
51,M,I read that.,M|I read that.
52,A,"That was good, I think. And, and the other book I am trying to think, you know, like was in the last year and I think I did read Tom Wolfe and VANITY, uh,","A|That was good, I think. And, and the other book I am trying to think, you know, like was in the last year and I think I did read Tom Wolfe and VANITY, uh,"
53,M,You.,M|You.
54,A,BON  yeah.,A|BON  yeah.
55,M,You're the best.,M|You're the best.
56,A,"Uh. Yeah I, that was really, really good, the movie was nothing compared to the book.","A|Uh. Yeah I, that was really, really good, the movie was nothing compared to the book."
57,M,"There is no way you read that, you should be ashamed.","M|There is no way you read that, you should be ashamed."
58,A,And. Yeah.,A|And. Yeah.
59,M,He was in the movie,M|He was in the movie
60,A,"Oh, the movie was a joke compared to, I mean, because Tom Wolfe is so perceptive, when it comes to, you know, pinpointing, uh, society's ills and, things like that and just nailing people to the wall and exposing things","A|Oh, the movie was a joke compared to, I mean, because Tom Wolfe is so perceptive, when it comes to, you know, pinpointing, uh, society's ills and, things like that and just nailing people to the wall and exposing things"
61,M,I think he's talking about the movie.,M|I think he's talking about the movie.
62,A,"and, and so, it was, it was a much more intense book than the sort of flimflam that they cast off in the movie","A|and, and so, it was, it was a much more intense book than the sort of flimflam that they cast off in the movie"
63,M,I'm not really sure what you're saying.,M|I'm not really sure what you're saying.
64,A,"And, anyway, we are not talking about that, but, uh, gee, I just I like to read gardening books and things like that. Just to tell me what to do with my garden and, uh, And, uh,","A|And, anyway, we are not talking about that, but, uh, gee, I just I like to read gardening books and things like that. Just to tell me what to do with my garden and, uh, And, uh,"
65,M,"i, do.","M|i, do."
66,A,Yeah.,A|Yeah.
67,M,I'm reading,M|I'm reading
68,A,"Like, what is a book on your list, you know I have a list too and I have never gotten to it","A|Like, what is a book on your list, you know I have a list too and I have never gotten to it"
69,M,You.,M|You.
70,A,Oh.,A|Oh.
71,M,,M|
