,Speaker,Utterance,Unified
5,M,So what do you think of the relationship between Rome and New York?,M|So what do you think of the relationship between Rome and New York?
6,A,Uh-huh.,A|Uh-huh.
7,M,New York,M|New York
8,A,Uh-huh.  Yes.,A|Uh-huh.  Yes.
9,M,Yes.it.is.that,M|Yes.it.is.that
10,A,"Yeah, I, uh, I ethically don't like the idea but, or I should say morally I don't like the idea, but, uh, social and ethics, socially and ethically I think it's a good idea, in certain crimes.","A|Yeah, I, uh, I ethically don't like the idea but, or I should say morally I don't like the idea, but, uh, social and ethics, socially and ethically I think it's a good idea, in certain crimes."
11,M,"... uh, yes?","M|... uh, yes?"
12,A,"Uh-huh.   Uh-huh.   Right, any ,  on the street, no, I know.  Uh-huh.  Yeah, and Texas is having a problem right now and it's, the, the, the, the, the I think that's the, the repeat crimes and the repeat offenders is happening down here where they're, they're patrol, the state patrol board is letting people walk that have done, oh, heinous things from from killing police officers to, I mean just multiple, you know, molestations to murders of children, just, you know, really bad things and they're get, these people are getting out like three to five years before they're even suppose to be considered,","A|Uh-huh.   Uh-huh.   Right, any ,  on the street, no, I know.  Uh-huh.  Yeah, and Texas is having a problem right now and it's, the, the, the, the, the I think that's the, the repeat crimes and the repeat offenders is happening down here where they're, they're patrol, the state patrol board is letting people walk that have done, oh, heinous things from from killing police officers to, I mean just multiple, you know, molestations to murders of children, just, you know, really bad things and they're get, these people are getting out like three to five years before they're even suppose to be considered,"
13,M,...what,M|...what
14,A,"and now, they can't find them and they're finding bodies in you know, I mean, you think why they say it's because you're over crowd, it's over crowded, and you think how is, is everybody that stupid or is the world really that rotten","A|and now, they can't find them and they're finding bodies in you know, I mean, you think why they say it's because you're over crowd, it's over crowded, and you think how is, is everybody that stupid or is the world really that rotten"
15,M,::.that.!,M|::.that.!
16,A,I know.,A|I know.
17,M,It,M|It
18,A,"And then,","A|And then,"
19,M,"it is the first time,","M|it is the first time,"
20,A,"I don't know how Americans are about handguns but, uh, yesterday a lady I work with just told me today that, uh, in the state capitol here in Austin, Texas, they had been, uh, looking at a bill, uh, making it easier to accept the bill to access, to access handguns and they passed it, which basically means without an F B I check any person here in this state over twenty-one can get a gun","A|I don't know how Americans are about handguns but, uh, yesterday a lady I work with just told me today that, uh, in the state capitol here in Austin, Texas, they had been, uh, looking at a bill, uh, making it easier to accept the bill to access, to access handguns and they passed it, which basically means without an F B I check any person here in this state over twenty-one can get a gun"
21,M,,M|
22,A,"Is it, that's good.","A|Is it, that's good."
23,M,You can shoot through,M|You can shoot through
24,A,"Say, that good,  I think that's, like the state of Virginia, yeah, that's great.","A|Say, that good,  I think that's, like the state of Virginia, yeah, that's great."
25,M,"I think, I think,, about, that, and","M|I think, I think,, about, that, and"
26,A,Uh-huh.,A|Uh-huh.
27,M,"I, uh, I'm not, uh...","M|I, uh, I'm not, uh..."
28,A,Uh-huh.,A|Uh-huh.
29,M,"And I know, because uh, I know.","M|And I know, because uh, I know."
30,A,"Uh-huh.   Right, they're no,  the cattiness behind, right, yeah,","A|Uh-huh.   Right, they're no,  the cattiness behind, right, yeah,"
31,M,"Er,","M|Er,"
32,A,"I mean I don't like guns in general but when I think about, uh, this topic like capital punishment I look at somebody, I mean, I just remember when I was in college in a dorm and I think if he'd been around one of my family members probably would have killed him but in Florida, in the state of Washington when they had the Ted Bundy case","A|I mean I don't like guns in general but when I think about, uh, this topic like capital punishment I look at somebody, I mean, I just remember when I was in college in a dorm and I think if he'd been around one of my family members probably would have killed him but in Florida, in the state of Washington when they had the Ted Bundy case"
33,M,I,M|I
34,A,"and how they just well, it hasn't been just but it was in the, I think the second or third quarter of last year, nineteen ninety","A|and how they just well, it hasn't been just but it was in the, I think the second or third quarter of last year, nineteen ninety"
35,M,The year before?,M|The year before?
36,A,"and I had, you know, I knew some people that said, why are you glad, you you know, this is nothing, and I said just maybe because he got a lot of media hype and all that but I actually, I mean in there should be more cases like that where they flip a I might be too cold too, but they flip a switch,","A|and I had, you know, I knew some people that said, why are you glad, you you know, this is nothing, and I said just maybe because he got a lot of media hype and all that but I actually, I mean in there should be more cases like that where they flip a I might be too cold too, but they flip a switch,"
37,M,I,M|I
38,A,"I don't know,","A|I don't know,"
39,M,i have no idea what i'm talking,M|i have no idea what i'm talking
40,A,"I mean,","A|I mean,"
41,M,"That's, like, your opinion, man.","M|That's, like, your opinion, man."
42,A,So many times.,A|So many times.
43,M,and so many times,M|and so many times
44,A,Yeah.,A|Yeah.
45,M,Oh.,M|Oh.
46,A,"Yeah, I mean, and that's just maybe because of the little more, they said celebrated that, uh, he's not the only one,  you know,","A|Yeah, I mean, and that's just maybe because of the little more, they said celebrated that, uh, he's not the only one,  you know,"
47,M,i know.,M|i know.
48,A,"you, you see somebody's mini series and you hear about somebody's crime, there was something on, and this gets back to capital punishment, but the man had stolen, uh, not stolen but kidnapped, uh, some wealthy ex-athlete's daughter somewhere in Florida and they changed all the facts that they said it was true","A|you, you see somebody's mini series and you hear about somebody's crime, there was something on, and this gets back to capital punishment, but the man had stolen, uh, not stolen but kidnapped, uh, some wealthy ex-athlete's daughter somewhere in Florida and they changed all the facts that they said it was true"
49,M,"Wait, so they found out about it?","M|Wait, so they found out about it?"
50,A,and they buried her alive,A|and they buried her alive
51,M,And the murder,M|And the murder
52,A,"and Peter Strauss had played the lead role and the man, and, and at the end of, you know how they have these mini dramas, at the end they said, this set person was paroled like six months ago and you're thinking oh, that's nice.","A|and Peter Strauss had played the lead role and the man, and, and at the end of, you know how they have these mini dramas, at the end they said, this set person was paroled like six months ago and you're thinking oh, that's nice."
53,M,It's good,M|It's good
54,A,"I mean, you know, I'm not sure that capital punishment serves as a deterrence but it does serve as a uh, definite,  you know, lasting","A|I mean, you know, I'm not sure that capital punishment serves as a deterrence but it does serve as a uh, definite,  you know, lasting"
55,M,I've never heard that before. I'll have to check it out.,M|I've never heard that before. I'll have to check it out.
56,A,"Right, in that particular instance, uh, but I, but I don't, but I know it's on a and all and be all,","A|Right, in that particular instance, uh, but I, but I don't, but I know it's on a and all and be all,"
57,M,Ahaaaaaaayyyy.,M|Ahaaaaaaayyyy.
58,A,"that's the problem I have with it, in Texas they think it's and all and be all, they think that if they electrocute or slip, or do something, or gas somebody, uh, that they're not going to have the crimes that they do have and we happen to live in Dallas which is extremely crime,  ridden,","A|that's the problem I have with it, in Texas they think it's and all and be all, they think that if they electrocute or slip, or do something, or gas somebody, uh, that they're not going to have the crimes that they do have and we happen to live in Dallas which is extremely crime,  ridden,"
59,M,,M|
60,A,"and we just moved here, uh, we've been here before, lived in Minneapolis, Saint Paul, uh, which has an exceedingly low crime rate, and then we were transferred back here, and when you're gone from some place like it for about six years as we were, you really begin to see, uh, just how problematic just living is,  even suburban, no matter where you are,","A|and we just moved here, uh, we've been here before, lived in Minneapolis, Saint Paul, uh, which has an exceedingly low crime rate, and then we were transferred back here, and when you're gone from some place like it for about six years as we were, you really begin to see, uh, just how problematic just living is,  even suburban, no matter where you are,"
61,M,"now,","M|now,"
62,A,"and how, you're in,  Rome, New York,","A|and how, you're in,  Rome, New York,"
63,M,you.,M|you.
64,A,"is that and, and, is that like near Albany or Syracuse,","A|is that and, and, is that like near Albany or Syracuse,"
65,M,"So, is that a question?","M|So, is that a question?"
66,A,"What, what type of area is that,","A|What, what type of area is that,"
67,M,"I live in the middle of nowhere, uh, and uh, I'm not even, uh","M|I live in the middle of nowhere, uh, and uh, I'm not even, uh"
68,A,"is that in term,","A|is that in term,"
69,M,I'm in the area,M|I'm in the area
70,A,Uh-huh.  Uh-huh.,A|Uh-huh.  Uh-huh.
71,M,I don't know what's going on in this picture but it's hilarious,M|I don't know what's going on in this picture but it's hilarious
72,A,Sure.,A|Sure.
73,M,"i know it's a joke, but it's still funny","M|i know it's a joke, but it's still funny"
74,A,"How would,  how is the situation in there in terms of crime and,  and things that would,","A|How would,  how is the situation in there in terms of crime and,  and things that would,"
75,M,They do.,M|They do.
76,A,not too bad.  Yeah.   Uh-huh.,A|not too bad.  Yeah.   Uh-huh.
77,M,How bad?,M|How bad?
78,A,"Not the harsh criminality,  that you find in,","A|Not the harsh criminality,  that you find in,"
79,M,"I can't. I can't be bothered to,,,","M|I can't. I can't be bothered to,,,"
80,A,"yeah, now, Dallas is a I'm being very sarcastic, it's just a great,  uh,  on some days, uh, it's, uh, I don't know the good ole boy network here is, uh, very strange, like I said they believe that, if they kill somebody, you know, tit for tat and,  deed for deed that,  that does something, uh,","A|yeah, now, Dallas is a I'm being very sarcastic, it's just a great,  uh,  on some days, uh, it's, uh, I don't know the good ole boy network here is, uh, very strange, like I said they believe that, if they kill somebody, you know, tit for tat and,  deed for deed that,  that does something, uh,"
81,M,,M|
82,A,"but yet they want spend the money to build the new jails that, I mean, they really are over,  crowded,","A|but yet they want spend the money to build the new jails that, I mean, they really are over,  crowded,"
83,M,"Money is their, money, money.","M|Money is their, money, money."
84,A,"I mean, that's, that's just not a cop out, uh, and I just, you know, I'm originally from Pennsylvania which I think is basically like New York these days, I'm not sure if they, I don't think they have capital punishment there.","A|I mean, that's, that's just not a cop out, uh, and I just, you know, I'm originally from Pennsylvania which I think is basically like New York these days, I'm not sure if they, I don't think they have capital punishment there."
85,M,"You're, like, but,","M|You're, like, but,"
86,A,"Uh-huh.  Yeah, and I'm from Pittsburgh so,  oh, well, we'll forgive each other","A|Uh-huh.  Yeah, and I'm from Pittsburgh so,  oh, well, we'll forgive each other"
87,M,"You, you, uhhhh...","M|You, you, uhhhh..."
88,A,"Uh, because they use to be very, very conservative when I was growing up I and I can't, I haven't lived there in twenty,  years","A|Uh, because they use to be very, very conservative when I was growing up I and I can't, I haven't lived there in twenty,  years"
89,M,Uu ',M|Uu '
90,A,"but, uh,","A|but, uh,"
91,M,"It's ok, we can live in Pittsburgh","M|It's ok, we can live in Pittsburgh"
92,A,"There you go I don't know that's a different subject,  altogether","A|There you go I don't know that's a different subject,  altogether"
93,M,"I live in the west part, the east is like, I think.","M|I live in the west part, the east is like, I think."
94,A,"but, uh, I don't know I think everybody would feel it is same way if they were touched by crime. I think everyone would, you and I think are honest and candid because we could do it on, in this,  vehicle, uh,","A|but, uh, I don't know I think everybody would feel it is same way if they were touched by crime. I think everyone would, you and I think are honest and candid because we could do it on, in this,  vehicle, uh,"
95,M,I'm not sure I'm understanding the question,M|I'm not sure I'm understanding the question
96,A,"but I think everybody if they were touched by it would say, if they had any sense of rage that could be brought out,  I think every human does, I think they'd say, yeah,","A|but I think everybody if they were touched by it would say, if they had any sense of rage that could be brought out,  I think every human does, I think they'd say, yeah,"
97,M,I think everyone here would feel the same if they touched,M|I think everyone here would feel the same if they touched
98,A,"do it if somebody in my family or if it happened it me, you know,","A|do it if somebody in my family or if it happened it me, you know,"
99,M,i think it's okay if you do it,M|i think it's okay if you do it
100,A,"uh,","A|uh,"
101,M,"no, i am not,","M|no, i am not,"
102,A,"Uh-huh.   Yeah, I just,  don't think that, uh, you can rehabilitate, I mean I just don't, uh, oh, I did a paper back in college a long time ago for criminal justice class, and I just, the subject, I remember we drew things out of a hat and it was something, uh, it was basically the essence was does the crime fit the punishment and when you see how many repeat offenders there are, uh, check, check fraud cases where they go to jail for five to ten years and, uh, rape, rapist getting their hand,  just slapped, you know, and how it is based on the judge and if the time of day that the court is in session,  you know, all these, uh, intangible things","A|Uh-huh.   Yeah, I just,  don't think that, uh, you can rehabilitate, I mean I just don't, uh, oh, I did a paper back in college a long time ago for criminal justice class, and I just, the subject, I remember we drew things out of a hat and it was something, uh, it was basically the essence was does the crime fit the punishment and when you see how many repeat offenders there are, uh, check, check fraud cases where they go to jail for five to ten years and, uh, rape, rapist getting their hand,  just slapped, you know, and how it is based on the judge and if the time of day that the court is in session,  you know, all these, uh, intangible things"
103,M,,M|
104,A,"and you're thinking, oh, you would not only would you not want to be a victim you wouldn't want to be a criminal either because you wouldn't know what you're getting, uh","A|and you're thinking, oh, you would not only would you not want to be a victim you wouldn't want to be a criminal either because you wouldn't know what you're getting, uh"
105,M,,M|
106,A,"but, I don't know, methods of capital punishment I have no opinions on that either I just","A|but, I don't know, methods of capital punishment I have no opinions on that either I just"
107,M,You,M|You
108,A,"Uh-huh.  Is it, uh, how about the injection,","A|Uh-huh.  Is it, uh, how about the injection,"
109,M,"I don't have any ideas, I can you think of, u do, u,","M|I don't have any ideas, I can you think of, u do, u,"
110,A,is that suppose to be.,A|is that suppose to be.
111,M,I'm sorry,M|I'm sorry
112,A,"Yeah. I'm not even sure, in the split among the fifty states, do you know which way it is the ratio, it's more than, aren't, uh, it's more that don't have it,","A|Yeah. I'm not even sure, in the split among the fifty states, do you know which way it is the ratio, it's more than, aren't, uh, it's more that don't have it,"
113,M,"It's just the state of being, isn't it?","M|It's just the state of being, isn't it?"
114,A,isn't that correct.,A|isn't that correct.
115,M,The only thing that is a problem is the US.,M|The only thing that is a problem is the US.
116,A,Uh-huh.   Uh-huh.,A|Uh-huh.   Uh-huh.
117,M,"What? You can't tell me what to do, I don't know what to say.","M|What? You can't tell me what to do, I don't know what to say."
118,A,"Yeah, I don't know if they've, they did something about I'm not sure if Texas, Minnesota, I, they didn't, they didn't, they were well, did they have it, they were against it, uh, Texas, as I said, has it but I haven't been back here long enough to, to realize whether or not,  if they've done it in the last,","A|Yeah, I don't know if they've, they did something about I'm not sure if Texas, Minnesota, I, they didn't, they didn't, they were well, did they have it, they were against it, uh, Texas, as I said, has it but I haven't been back here long enough to, to realize whether or not,  if they've done it in the last,"
119,M,You.,M|You.
