,Speaker,Utterance,Unified
5,A,"It's the least hard on your body as far as, uh, impact","A|It's the least hard on your body as far as, uh, impact"
6,M,The most jarring thing about this is the and,M|The most jarring thing about this is the and
7,A,and,A|and
8,M,You can say that again,M|You can say that again
9,A,"Right, right.","A|Right, right."
10,M,"Yeah, right","M|Yeah, right"
11,A,"Well, I do, uh, little aerobics, oh, three or four times a week, but it's not enough to, boy if I go, in the summer time I try to jog, jog a couple of miles","A|Well, I do, uh, little aerobics, oh, three or four times a week, but it's not enough to, boy if I go, in the summer time I try to jog, jog a couple of miles"
12,M,What do you do for a living?,M|What do you do for a living?
13,A,"and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,","A|and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,"
14,M,"I do, uh, err, don't I","M|I do, uh, err, don't I"
15,A,"but so, I'm not quite getting the level that I need to.","A|but so, I'm not quite getting the level that I need to."
16,M,I don't think you can,M|I don't think you can
17,A,I like it.,A|I like it.
18,M,You're so... meh,M|You're so... meh
19,A,"I like it, uh, part of my problem is I have small children, so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,","A|I like it, uh, part of my problem is I have small children, so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,"
20,M,I guess that's one way to do it.,M|I guess that's one way to do it.
21,A,"Of course, you got a little different direction going, but, uh.","A|Of course, you got a little different direction going, but, uh."
22,M,"Yeah, uh.","M|Yeah, uh."
23,A,"Right, you don't notice it  as much,","A|Right, you don't notice it  as much,"
24,M,I,M|I
25,A,yeah.,A|yeah.
26,M,"no, no, don't. I don' not really, it's, no.","M|no, no, don't. I don' not really, it's, no."
27,A,"You feel it, don't you?","A|You feel it, don't you?"
28,M,"... yeah, I feel it.","M|... yeah, I feel it."
29,A,"It's amazing how, uh, how much, uh, it changes, and I weigh probably about the same I weighed for, oh, I don't know how many years, but, uh, it's changed places And things don't fit just quite exactly fit the same.","A|It's amazing how, uh, how much, uh, it changes, and I weigh probably about the same I weighed for, oh, I don't know how many years, but, uh, it's changed places And things don't fit just quite exactly fit the same."
30,M,What do you mean?,M|What do you mean?
31,A,"But, uh, so, do you do, uh, in Texas, uh, does there, probably quite a few facilities.","A|But, uh, so, do you do, uh, in Texas, uh, does there, probably quite a few facilities."
32,M,You do.,M|You do.
33,A,"Do you enjoy it, or is it, uh. If you can have, find the time it's just the.","A|Do you enjoy it, or is it, uh. If you can have, find the time it's just the."
34,M,It,M|It
35,A,"Yeah, it is hard","A|Yeah, it is hard"
36,M,"It's, uh, uh like, that, that's, that","M|It's, uh, uh like, that, that's, that"
37,A,"it is hard. It's, uh, like anything else whether or not you want to sacrifice another half hour.","A|it is hard. It's, uh, like anything else whether or not you want to sacrifice another half hour."
38,M,What is it?,M|What is it?
39,A,My problem is I don't want to wake up another half hour earlier and do more,A|My problem is I don't want to wake up another half hour earlier and do more
40,M,My plan is to wake me up earlier.,M|My plan is to wake me up earlier.
41,A,"Don't get enough sleep as it is, right","A|Don't get enough sleep as it is, right"
42,M,You do?,M|You do?
43,A,"and, uh, kind of have, if you're having the pressures of school and, uh, everything else, it's kind of, course it's really, you know, as soon as you do it, it's really a release.","A|and, uh, kind of have, if you're having the pressures of school and, uh, everything else, it's kind of, course it's really, you know, as soon as you do it, it's really a release."
44,M,... what?,M|... what?
45,A,"You feel invigorated and you feel oh, you feel in a lot better shape just like eating right foods.","A|You feel invigorated and you feel oh, you feel in a lot better shape just like eating right foods."
46,M,"I think I'm going to sleep, what's going on?","M|I think I'm going to sleep, what's going on?"
47,A,"If I eat very much sugar, boy, just does something.","A|If I eat very much sugar, boy, just does something."
48,M,"It's a game, man.","M|It's a game, man."
49,A,I do. I have to be real careful.,A|I do. I have to be real careful.
50,M,"Oh, so you don't have to eat much sugar, boy.","M|Oh, so you don't have to eat much sugar, boy."
51,A,Did you?,A|Did you?
52,M,Uhm... did you?,M|Uhm... did you?
53,A,Makes a lot of difference.,A|Makes a lot of difference.
54,M,I eat meat.,M|I eat meat.
55,A,"Well, there's a lot of fat in meat.","A|Well, there's a lot of fat in meat."
56,M,I eat a lot,M|I eat a lot
57,A,Right.,A|Right.
58,M,... so it's basically a meatball?,M|... so it's basically a meatball?
59,A,"And unless you really like, uh, fish. Fish is pretty good for you, but, uh.","A|And unless you really like, uh, fish. Fish is pretty good for you, but, uh."
60,M,I'd like to have a couple of fish.,M|I'd like to have a couple of fish.
61,A,Kind of see what happens.,A|Kind of see what happens.
62,M,I ate a lot and now I have no appetite.,M|I ate a lot and now I have no appetite.
63,A,I've tried to do that with sugar,A|I've tried to do that with sugar
64,M,"I do that all the time, and it works.","M|I do that all the time, and it works."
65,A,"everything has sugar in it . I mean, if you go, your ketchup has sugar in it.","A|everything has sugar in it . I mean, if you go, your ketchup has sugar in it."
66,M,It's all about the sugar in ketchup.,M|It's all about the sugar in ketchup.
67,A,"Course, and I like sugar, too, that's that's a problem,","A|Course, and I like sugar, too, that's that's a problem,"
68,M,You like ketchup?,M|You like ketchup?
69,A,"but. Anyway, well, it's, uh, nice talking to you. Think we've, uh, covered all the subject.","A|but. Anyway, well, it's, uh, nice talking to you. Think we've, uh, covered all the subject."
70,M,You're so nice.,M|You're so nice.
71,A,Okay.,A|Okay.
72,M,"I know, I'm just telling you that's how it sounded.","M|I know, I'm just telling you that's how it sounded."
73,A,"Well, you, too. Good luck, uh, enjoy college while you can. Let me tell you it's, uh.","A|Well, you, too. Good luck, uh, enjoy college while you can. Let me tell you it's, uh."
74,M,I'll see you then.,M|I'll see you then.
75,A,"It's a little different, uh challenge, isn't it?","A|It's a little different, uh challenge, isn't it?"
76,M,"I'm not sure, I don't think so.","M|I'm not sure, I don't think so."
77,A,Where are you going studying?,A|Where are you going studying?
78,M,"Well, uh, I'm studying.","M|Well, uh, I'm studying."
79,A,Right.,A|Right.
