,Speaker,Utterance,Unified
5,M,"Weird question, how do you wear for work?","M|Weird question, how do you wear for work?"
6,A,Sure.,A|Sure.
7,M,"I don't know, uhhhhh","M|I don't know, uhhhhh"
8,A,You bet.,A|You bet.
9,M,"Uhm, uh, huh.","M|Uhm, uh, huh."
10,A,Look professional,A|Look professional
11,M,I'm not.,M|I'm not.
12,A,"Yeah, I understand. I am a, I own my company. I am in the, I am, uh, manufactures rep sales organization and my office is a small office and I am very casual and wear slacks and sports shirt and things like that","A|Yeah, I understand. I am a, I own my company. I am in the, I am, uh, manufactures rep sales organization and my office is a small office and I am very casual and wear slacks and sports shirt and things like that"
13,M,You sound like you're in a bad place.,M|You sound like you're in a bad place.
14,A,but then when I travel it is a little different situation.,A|but then when I travel it is a little different situation.
15,M,You don't have to wear it.,M|You don't have to wear it.
16,A,"Yeah, I think in today's society, uh, there is more credibility to be quite honest","A|Yeah, I think in today's society, uh, there is more credibility to be quite honest"
17,M,You're,M|You're
18,A,"I will always remember, I will tell this real quick story when I graduated from college, my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer.","A|I will always remember, I will tell this real quick story when I graduated from college, my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer."
19,M,uh,M|uh
20,A,"I worked for the, uh, Smith Douglas Division of Borden Chemical and I sold uh, you know, manure.","A|I worked for the, uh, Smith Douglas Division of Borden Chemical and I sold uh, you know, manure."
21,M,That's the kind of stuff I would never sell.,M|That's the kind of stuff I would never sell.
22,A,"And, uh, I would go out and call on farmers and I would always try to look my best wearing sport coats and things like that, but I was calling on guys that wore bib overalls.","A|And, uh, I would go out and call on farmers and I would always try to look my best wearing sport coats and things like that, but I was calling on guys that wore bib overalls."
23,M,Uhh.,M|Uhh.
24,A,"And so, one day I got up and thought well I will just go casual and you know that I called on a guy wearing exactly that, bib overalls, and he sort of told me that he expected me to be professional","A|And so, one day I got up and thought well I will just go casual and you know that I called on a guy wearing exactly that, bib overalls, and he sort of told me that he expected me to be professional"
25,M,,M|
26,A,and he sort of expected me to dress as a professional,A|and he sort of expected me to dress as a professional
27,M,"Uhh, what did he expect?","M|Uhh, what did he expect?"
28,A,"so, uh, it was sort of,","A|so, uh, it was sort of,"
29,M,No it wasn't,M|No it wasn't
30,A,You bet even back then,A|You bet even back then
31,M,He didn't expect you to come back.,M|He didn't expect you to come back.
32,A,"so I sort, uh, been aware of my dress ever since then and try to look my best,","A|so I sort, uh, been aware of my dress ever since then and try to look my best,"
33,M,She does.,M|She does.
34,A,"but here again I dress casual quite a bit so,","A|but here again I dress casual quite a bit so,"
35,M,"... and here I am, sitting in my dress.","M|... and here I am, sitting in my dress."
36,A,"It gives you confidence. In my business if I call on the the J C Penney company here in Dallas or say someone say Sears and Roebuck in Chicago, then I wear coat and tie. If I call on just, uh, a normal little dealer of mine, I might be casual.","A|It gives you confidence. In my business if I call on the the J C Penney company here in Dallas or say someone say Sears and Roebuck in Chicago, then I wear coat and tie. If I call on just, uh, a normal little dealer of mine, I might be casual."
37,M,I don't know if it gives you any confidence.,M|I don't know if it gives you any confidence.
38,A,"I call on Oshman's sporting goods, again, it may be casual or it may be coat and tie.  So it depends.","A|I call on Oshman's sporting goods, again, it may be casual or it may be coat and tie.  So it depends."
39,M,What about the jacket?,M|What about the jacket?
40,A,"Uh, probably no.","A|Uh, probably no."
41,M,Are you,M|Are you
42,A,"but then it depends on who you are calling on. Who you're, you like your minister standing up in front of you with no tie, you just, uh, he would be missing something.","A|but then it depends on who you are calling on. Who you're, you like your minister standing up in front of you with no tie, you just, uh, he would be missing something."
43,M,I call it the.,M|I call it the.
44,A,"Although, he shouldn't be evaluated on that.","A|Although, he shouldn't be evaluated on that."
45,M,But you can see the difference between the two,M|But you can see the difference between the two
46,A,"So, it's its' just different.","A|So, it's its' just different."
47,M,"Because, you know, he's not.","M|Because, you know, he's not."
48,A,"Yes, it is. I am, uh, like a Catholic and the people that go to my Church, you know Catholics dress very casual a lot of the times. People in jeans and in whatever, but yet the way I was raised, I am a converted Catholic, the way I was raised, I was raised a Baptist and like as a youngster I use to always dress up all the time. I guess that has changed also.","A|Yes, it is. I am, uh, like a Catholic and the people that go to my Church, you know Catholics dress very casual a lot of the times. People in jeans and in whatever, but yet the way I was raised, I am a converted Catholic, the way I was raised, I was raised a Baptist and like as a youngster I use to always dress up all the time. I guess that has changed also."
49,M,I'm.,M|I'm.
50,A,Right.,A|Right.
51,M,,M|
52,A,Sure.,A|Sure.
53,M,"That, work.","M|That, work."
54,A,But .  That is a very good point. I am from West Virginia so I understand what you are saying there,A|But .  That is a very good point. I am from West Virginia so I understand what you are saying there
55,M,It's a very big city in the US.,M|It's a very big city in the US.
56,A,and it's it's a very good point.,A|and it's it's a very good point.
57,M,"No, it's not.","M|No, it's not."
58,A,"But you shouldn't, what's the old saying, you shouldn't judge a book by its cover.","A|But you shouldn't, what's the old saying, you shouldn't judge a book by its cover."
59,M,"I don't know, I think it's pretty cool.","M|I don't know, I think it's pretty cool."
60,A,"And, uh, evaluation of an individual. Course, all of it depends on the type of job responsibility you have. I think you have to dress sort of accordingly.","A|And, uh, evaluation of an individual. Course, all of it depends on the type of job responsibility you have. I think you have to dress sort of accordingly."
61,M,I don't think you understand the concept of a job.,M|I don't think you understand the concept of a job.
62,A,"But, uh, you certainly should not judge a book by its cover and, uh, or evaluate a person by that.","A|But, uh, you certainly should not judge a book by its cover and, uh, or evaluate a person by that."
63,M,"Oh. Well, I guess you're right.","M|Oh. Well, I guess you're right."
64,A,"What about season to season. Does, I guess your dress changes.","A|What about season to season. Does, I guess your dress changes."
65,M,It varies from season to seasons.,M|It varies from season to seasons.
